Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 3: rows 2000 to 2999
GO Term: Endopeptidase Inhibitor Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Immune Response
GO Term: Intracellularly Cyclic Nucleotide-Activated Monoatomic Cation Channel Activity -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Intracellularly Camp-Activated Cation Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Vasculature, Mitochondrial Metabolism, Oxidative Stress
GO Term: Intracellularly Cgmp-Activated Cation Channel Activity -> Biodomain: Proteostasis, Structural Stabilization, Vasculature, Immune Response, Endolysosome
GO Term: Volume-Sensitive Anion Channel Activity -> Biodomain: Structural Stabilization, Endolysosome, Autophagy, Apoptosis, Mitochondrial Metabolism
GO Term: Calcium-Activated Cation Channel Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Intracellular Sodium-Activated Potassium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Intracellularly Calcium-Gated Chloride Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Vasculature, Oxidative Stress, Apoptosis
GO Term: Extracellular Ligand-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Vasculature, Oxidative Stress, Proteostasis
GO Term: Excitatory Extracellular Ligand-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Structural Stabilization, Apoptosis
GO Term: Extracellularly Glutamate-Gated Ion Channel Activity -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Vasculature
GO Term: Inward Rectifier Potassium Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Vasculature, Structural Stabilization, Proteostasis
GO Term: Gap Junction Channel Activity -> Biodomain: Synapse, Structural Stabilization, Vasculature, Proteostasis, Immune Response
GO Term: Voltage-Gated Monoatomic Ion Channel Activity -> Biodomain: Ion Channel, Membrane Transport, Electrophysiology, Neuronal Signaling, Cell Signaling
GO Term: Voltage-Gated Calcium Channel Activity -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Oxidative Stress, Autophagy
GO Term: Calcium Channel Regulator Activity -> Biodomain: Synapse, Vasculature, Apoptosis, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Voltage-Gated Chloride Channel Activity -> Biodomain: Endolysosome, Synapse, Vasculature, Immune Response, Autophagy
GO Term: Voltage-Gated Sodium Channel Activity -> Biodomain: Synapse, Myelination, Vasculature, Metal Binding and Homeostasis, Structural Stabilization
GO Term: Voltage-Gated Potassium Channel Activity -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Myelination, Structural Stabilization
GO Term: A-Type (Transient Outward) Potassium Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Vasculature, Myelination, Apoptosis
GO Term: Delayed Rectifier Potassium Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Vasculature, Structural Stabilization, Myelination
GO Term: Open Rectifier Potassium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Vasculature, Apoptosis, Cell Cycle
GO Term: Monoatomic Anion Channel Activity -> Biodomain: Synapse, Endolysosome, Vasculature, Immune Response, Myelination
GO Term: Chloride Channel Activity -> Biodomain: Vasculature, Structural Stabilization, Metal Binding and Homeostasis, Endolysosome, Oxidative Stress
GO Term: Intracellularly Atp-Gated Chloride Channel Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Structural Stabilization, Oxidative Stress
GO Term: Monoatomic Cation Channel Activity -> Biodomain: Structural Stabilization, Synapse, Vasculature, Oxidative Stress, Proteostasis
GO Term: Calcium Channel Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Synapse
GO Term: Potassium Channel Activity -> Biodomain: Synapse, Structural Stabilization, Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Sodium Channel Activity -> Biodomain: Vasculature, Synapse, Structural Stabilization, Metal Binding and Homeostasis, Proteostasis
GO Term: Amine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Acetylcholine Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Endolysosome, Autophagy
GO Term: Acetylcholine:Proton Antiporter Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Endolysosome, Autophagy, Oxidative Stress
GO Term: Amino Acid:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Endolysosome, Autophagy, Proteostasis
GO Term: Amino Acid:Sodium Symporter Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Synapse, Metal Binding and Homeostasis, Autophagy
GO Term: High-Affinity Basic Amino Acid Transmembrane Transporter Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Vasculature, Autophagy, Cell Cycle
GO Term: High-Affinity L-Arginine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Vasculature, Lipid Metabolism
GO Term: L-Histidine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Metal Binding and Homeostasis, Immune Response, Endolysosome, Lipid Metabolism
GO Term: High-Affinity Lysine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome, Oxidative Stress
GO Term: Neutral L-Amino Acid:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Synapse, Lipid Metabolism
GO Term: Proline:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis, Endolysosome
GO Term: Proline:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Synapse, Proteostasis
GO Term: L-Tyrosine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Endolysosome
GO Term: L-Valine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Autophagy, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome
GO Term: Choline:Sodium Symporter Activity -> Biodomain: Synapse, Lipid Metabolism, Myelination, Metal Binding and Homeostasis, Mitochondrial Metabolism
GO Term: Creatine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Synapse
GO Term: Creatine:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Synapse, Lipid Metabolism, Oxidative Stress
GO Term: Dicarboxylic Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: L-Glutamate Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Amino Acid Metabolism, Mitochondrial Metabolism
GO Term: High-Affinity L-Glutamate Transmembrane Transporter Activity -> Biodomain: Synapse, Amino Acid Metabolism, Ion Homeostasis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Phosphate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Lipid Metabolism, Autophagy, Oxidative Stress
GO Term: High-Affinity Phosphate:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Vasculature, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Lipid Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Vasculature, Structural Stabilization
GO Term: Long-Chain Fatty Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Neurotransmitter Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Structural Stabilization
GO Term: Neurotransmitter:Sodium Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Dopamine:Sodium Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Gamma-Aminobutyric Acid:Sodium:Chloride Symporter Activity -> Biodomain: Synapse, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism, Vasculature
GO Term: Norepinephrine:Sodium Symporter Activity -> Biodomain: Synapse, Vasculature, Proteostasis, Structural Stabilization, Oxidative Stress
GO Term: Serotonin:Sodium:Chloride Symporter Activity -> Biodomain: Synapse, Proteostasis, Metal Binding and Homeostasis, Structural Stabilization, Vasculature
GO Term: Nucleoside Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, DNA Repair, Cell Cycle, Lipid Metabolism
GO Term: Nucleotide-Sugar Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Immune Response, Autophagy
GO Term: Organic Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Organic Acid:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Oxygen Carrier Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Vasculature, Immune Response
GO Term: Purine Nucleobase Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Atp Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Structural Stabilization
GO Term: Pyrimidine Nucleobase Transmembrane Transporter Activity -> Biodomain: DNA Repair, Mitochondrial Metabolism, RNA Spliceosome, Cell Cycle, Epigenetic
GO Term: Carbohydrate:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, Lipid Metabolism, Proteostasis
GO Term: Fructose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: Galactose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: D-Glucose:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Immune Response, Vasculature, Cell Cycle
GO Term: Low-Affinity D-Glucose:Sodium Symporter Activity -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Vasculature, Proteostasis, Structural Stabilization
GO Term: Myo-Inositol Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Structural Stabilization, Metabolic Processes, Synapse, Endolysosome
GO Term: Myo-Inositol:Proton Symporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Synapse, Mitochondrial Metabolism
GO Term: Myo-Inositol:Sodium Symporter Activity -> Biodomain: Lipid Metabolism, Synapse, Myelination, Metal Binding and Homeostasis, Endolysosome
GO Term: Taurine Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Endolysosome
GO Term: Taurine:Sodium Symporter Activity -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Synapse, Proteostasis, Structural Stabilization
GO Term: Water Transmembrane Transporter Activity -> Biodomain: Vasculature, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Structural Stabilization
GO Term: Copper Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Iron Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Lipid Metabolism
GO Term: Manganese Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Zinc Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: P-Type Calcium Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Autophagy, Structural Stabilization
GO Term: P-Type Sodium:Potassium-Exchanging Transporter Activity -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Myelination, Structural Stabilization
GO Term: Carbohydrate:Monoatomic Cation Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Autophagy, Endolysosome, Proteostasis
GO Term: D-Glucose:Sodium Symporter Activity -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Mitochondrial Metabolism, Vasculature, Oxidative Stress
GO Term: Nucleoside:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Cell Cycle, DNA Repair, Synapse
GO Term: Proton-Dependent Oligopeptide Secondary Active Transmembrane Transporter Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Endolysosome, Autophagy, Oxidative Stress
GO Term: Calcium:Sodium Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Apoptosis
GO Term: Sodium:Phosphate Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Vasculature
GO Term: Solute:Inorganic Anion Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Vasculature, Immune Response, Oxidative Stress
GO Term: Cmp-N-Acetylneuraminate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Gdp-Fucose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Immune Response
GO Term: Gdp-Mannose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Udp-Galactose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Autophagy, Endolysosome, Mitochondrial Metabolism
GO Term: Udp-Glucose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Udp-Glucuronate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Oxidative Stress, Structural Stabilization, Endolysosome
GO Term: Udp-N-Acetylglucosamine Transmembrane Transporter Activity -> Biodomain: Endolysosome, Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Udp-N-Acetylgalactosamine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Autophagy, Mitochondrial Metabolism
GO Term: Udp-Xylose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Structural Stabilization, Vasculature, Epigenetic
GO Term: Atp:Adp Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Carnitine:O-Acyl-L-Carnitine Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Pyruvate Secondary Active Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: Soluble Nsf Attachment Protein Activity -> Biodomain: Synapse, Endolysosome, Autophagy, Proteostasis, Lipid Metabolism
GO Term: Snap Receptor Activity -> Biodomain: Synapse, Endolysosome, Autophagy, Proteostasis, Lipid Metabolism
GO Term: Steroid Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Endolysosome
GO Term: Androgen Binding -> Biodomain: Hormone Activity, Steroid Metabolism, Lipid Metabolism, Receptor Signaling, Protein Binding
GO Term: Vitamin D Binding -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Immune Response, Structural Stabilization, Apoptosis
GO Term: Retinoid Binding -> Biodomain: Lipid Metabolism, Epigenetic, Cell Cycle, Vasculature, Oxidative Stress
GO Term: 11-Cis Retinal Binding -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Autophagy
GO Term: All-Trans Retinal Binding -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Endolysosome
GO Term: Fatty Acid Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Iron Ion Binding -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Copper Ion Binding -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Calcium Ion Binding -> Biodomain: Metal Binding and Homeostasis, Synapse, Proteostasis, Oxidative Stress, Apoptosis
GO Term: Detection Of Calcium Ion -> Biodomain: Metal Binding and Homeostasis, Synapse, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Protein Binding -> Biodomain: Proteostasis, Structural Stabilization, Synapse, Autophagy, Apoptosis
GO Term: Calmodulin Binding -> Biodomain: Metal Binding and Homeostasis, Synapse, Vasculature, Apoptosis, Tau Homeostasis
GO Term: Collagen Binding -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Metal Binding and Homeostasis, Immune Response
GO Term: Cytoskeletal Regulatory Protein Binding -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Cell Cycle, Autophagy
GO Term: Insulin-Like Growth Factor Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Lamin Binding -> Biodomain: Structural Stabilization, Proteostasis, Epigenetic, DNA Repair, Cell Cycle
GO Term: Profilin Binding -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Cell Cycle, Immune Response
GO Term: Tropomyosin Binding -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Autophagy, Endolysosome
GO Term: Atp Binding -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Oxidative Stress
GO Term: Gtp Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Macrolide Binding -> Biodomain: Proteostasis, Immune Response, Mitochondrial Metabolism, Autophagy, Apoptosis
GO Term: Fk506 Binding -> Biodomain: Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism, Oxidative Stress
GO Term: Galactose Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: D-Glucose Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Vasculature, Oxidative Stress, Proteostasis
GO Term: D-Mannose Binding -> Biodomain: Carbohydrate Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Endolysosome
GO Term: Glycosaminoglycan Binding -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Immune Response, Endolysosome
GO Term: Hyaluronic Acid Binding -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Endolysosome, Cell Cycle
GO Term: Folic Acid Binding -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Phospholipid Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Structural Stabilization
GO Term: Calcium-Dependent Phospholipid Binding -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Endolysosome, Synapse, Apoptosis
GO Term: 1-Phosphatidylinositol Binding -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Structural Stabilization
GO Term: Phosphatidylinositol-4,5-Bisphosphate Binding -> Biodomain: Lipid Metabolism, Endolysosome, Synapse, Autophagy, Cell Cycle
GO Term: Phosphatidylinositol-3,4,5-Trisphosphate Binding -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Mitochondrial Metabolism, Proteostasis
GO Term: Phospholipid Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Myelination
GO Term: Odorant Binding -> Biodomain: Proteostasis, Synapse, Lipid Metabolism, Structural Stabilization, Immune Response
GO Term: Pheromone Binding -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Immune Response, Lipid Metabolism
GO Term: Cellular Component -> Biodomain: Structural Stabilization, Synapse, Mitochondrial Metabolism, Endolysosome, Proteostasis
GO Term: Extracellular Region -> Biodomain: Immune Response, Vasculature, Structural Stabilization, APP Metabolism, Lipid Metabolism
GO Term: Fibrinogen Complex -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Immune Response, Lipid Metabolism
GO Term: Membrane Attack Complex -> Biodomain: Immune Response, Apoptosis, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Collagen Trimer -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Lipid Metabolism, Autophagy
GO Term: Collagen Type Xv Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Fibrillar Collagen Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Immune Response
GO Term: Collagen Type I Trimer -> Biodomain: Structural Stabilization, Extracellular Matrix, Vasculature, Proteostasis, Metal Binding and Homeostasis
GO Term: Collagen Type Ii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Collagen Type Iii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Immune Response, Endolysosome
GO Term: Collagen Type Iv Trimer -> Biodomain: Structural Stabilization, Vasculature, Extracellular Matrix Organization, Basement Membrane, Cell Adhesion
GO Term: Collagen Type V Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Immune Response, Endolysosome
GO Term: Collagen Type Vi Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Immune Response
GO Term: Collagen Type Vii Trimer -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Immune Response, Lipid Metabolism
GO Term: Collagen Type Viii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Autophagy, Apoptosis
GO Term: Collagen Type Xi Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Immune Response, Lipid Metabolism
GO Term: Collagen Type Ix Trimer -> Biodomain: Structural Stabilization, Vasculature, Endolysosome, Proteostasis, Lipid Metabolism
GO Term: Collagen Type Xii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Immune Response, Autophagy
GO Term: Collagen Type Xiv Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Collagen Type Xvi Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Immune Response, Endolysosome
GO Term: Collagen Type X Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Immune Response
GO Term: Collagen Type Xiii Trimer -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Autophagy, Vasculature
GO Term: Classical-Complement-Pathway C3/C5 Convertase Complex -> Biodomain: Immune Response, Proteostasis, Vasculature, Apoptosis, Oxidative Stress
GO Term: Complement Component C1 Complex -> Biodomain: Immune Response, Apoptosis, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Basement Membrane -> Biodomain: Structural Stabilization, Vasculature, Synapse, Proteostasis, Lipid Metabolism
GO Term: Laminin-1 Complex -> Biodomain: Extracellular Matrix, Structural Stabilization, Cell Adhesion, Tissue Development, Tissue Integrity
GO Term: Laminin-2 Complex -> Biodomain: Structural Stabilization, Vasculature, Myelination, Proteostasis, Cell Cycle
GO Term: Laminin-3 Complex -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Autophagy
GO Term: Laminin-5 Complex -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Immune Response, Endolysosome
GO Term: Interstitial Matrix -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Extracellular Space -> Biodomain: Vasculature, Immune Response, Endolysosome, Proteostasis, Synapse
GO Term: Nucleus -> Biodomain: DNA Repair, Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis
GO Term: Nuclear Envelope -> Biodomain: Structural Stabilization, Lipid Metabolism, Cell Cycle, Proteostasis, Epigenetic
GO Term: Nuclear Inner Membrane -> Biodomain: Structural Stabilization, Proteostasis, Epigenetic, DNA Repair, Mitochondrial Metabolism
GO Term: Lamin Filament -> Biodomain: Structural Stabilization, Cell Cycle, Epigenetic, DNA Repair, Proteostasis
GO Term: Nuclear Outer Membrane -> Biodomain: Structural Stabilization, Proteostasis, Lipid Metabolism, Endolysosome, Cell Cycle
GO Term: Nuclear Envelope Lumen -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Epigenetic, Lipid Metabolism
GO Term: Annulate Lamellae -> Biodomain: Structural Stabilization, Endolysosome, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Nuclear Pore -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism
GO Term: Nuclear Lamina -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Epigenetic, Apoptosis
GO Term: Nucleoplasm -> Biodomain: Epigenetic, DNA Repair, Proteostasis, RNA Spliceosome, Cell Cycle
GO Term: Nucleolar Ribonuclease P Complex -> Biodomain: RNA Spliceosome, Metal Binding and Homeostasis, Epigenetic, Proteostasis, Cell Cycle
GO Term: Nuclear Pre-Replicative Complex -> Biodomain: Cell Cycle, DNA Repair, Proteostasis, Epigenetic, Structural Stabilization
GO Term: Replication Fork -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Metal Binding and Homeostasis
GO Term: Alpha Dna Polymerase:Primase Complex -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Autophagy
GO Term: Dna Replication Factor A Complex -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Proteostasis, Epigenetic
GO Term: Dna Replication Factor C Complex -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Autophagy
GO Term: Nuclear Origin Of Replication Recognition Complex -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Structural Stabilization
GO Term: Rna Polymerase Ii, Core Complex -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Proteostasis, Cell Cycle
GO Term: Rna Polymerase Iii Complex -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Autophagy, RNA Spliceosome
GO Term: Transcription Regulator Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Rna Polymerase Transcription Factor Sl1 Complex -> Biodomain: Epigenetic, Proteostasis, RNA Spliceosome, DNA Repair, Cell Cycle
GO Term: Transcription Factor Tfiid Complex -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Transcription Factor Tfiia Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Apoptosis
GO Term: Transcription Factor Tfiie Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Apoptosis
