Running with TEMP=0.9, sub_array_index=34
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 34: rows 16500 to 16999
GO Term: Negative Regulation Of Potassium Ion Transmembrane Transporter Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of High Voltage-Gated Calcium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of High Voltage-Gated Calcium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Synapse, Immune Response
GO Term: Negative Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction -> Biodomain: Vasculature, Structural Stabilization, Synapse, Proteostasis, Cell Cycle
GO Term: Positive Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction -> Biodomain: Vasculature, Synapse, Structural Stabilization, Proteostasis, Oxidative Stress
GO Term: Negative Regulation Of Cellular Respiration -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Positive Regulation Of Cellular Respiration -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Regulation Of Mitochondrial Dna Metabolic Process -> Biodomain: Mitochondrial Metabolism, DNA Repair, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Negative Regulation Of Muscle Tissue Development -> Biodomain: Structural Stabilization, Proteostasis, Apoptosis, Immune Response, Cell Cycle
GO Term: Regulation Of Post-Translational Protein Modification -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Autophagy, Oxidative Stress
GO Term: Negative Regulation Of Post-Translational Protein Modification -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Autophagy, Oxidative Stress
GO Term: Positive Regulation Of Post-Translational Protein Modification -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Autophagy, Oxidative Stress
GO Term: Regulation Of Protein Depolymerization -> Biodomain: Proteostasis, Tau Homeostasis, Autophagy, APP Metabolism, Synapse
GO Term: Positive Regulation Of Protein Depolymerization -> Biodomain: Proteostasis, Tau Homeostasis, Autophagy, APP Metabolism, Endolysosome
GO Term: Regulation Of Cell Junction Assembly -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Tau Homeostasis, Endolysosome
GO Term: Positive Regulation Of Cell Junction Assembly -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Immune Response
GO Term: Regulation Of Atpase-Coupled Calcium Transmembrane Transporter Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Negative Regulation Of Atpase-Coupled Calcium Transmembrane Transporter Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Atpase-Coupled Calcium Transmembrane Transporter Activity -> Biodomain: Proteostasis, Tau Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Structural Stabilization
GO Term: Regulation Of Relaxation Of Cardiac Muscle -> Biodomain: Vasculature, Structural Stabilization, Oxidative Stress, Proteostasis, Mitochondrial Metabolism
GO Term: Negative Regulation Of Relaxation Of Cardiac Muscle -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Endolysosome, Immune Response
GO Term: Positive Regulation Of Relaxation Of Cardiac Muscle -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Autophagy, Immune Response
GO Term: Diadenosine Pentaphosphate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Lipid Metabolism, Immune Response
GO Term: Diadenosine Hexaphosphate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Immune Response
GO Term: Adenosine 5'-(Hexahydrogen Pentaphosphate) Catabolic Process -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Endolysosome, Lipid Metabolism
GO Term: Positive Regulation Of Anterograde Dense Core Granule Transport -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Mitotic Sister Chromatid Separation -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Epigenetic
GO Term: Positive Regulation Of Cell Cycle Checkpoint -> Biodomain: Cell Cycle, Apoptosis, Tau Homeostasis, Proteostasis, DNA Repair
GO Term: Phosphatidylinositol Phosphate Binding -> Biodomain: Lipid Metabolism, Endolysosome, APP Metabolism, Proteostasis, Autophagy
GO Term: Negative Regulation Of Protein Acetylation -> Biodomain: Proteostasis, Tau Homeostasis, Epigenetic, Autophagy, Oxidative Stress
GO Term: Positive Regulation Of Protein Acetylation -> Biodomain: Proteostasis, Tau Homeostasis, Epigenetic, Mitochondrial Metabolism, Oxidative Stress
GO Term: Response To Ketamine -> Biodomain: Synapse, Immune Response, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Regulation Of Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Tau Homeostasis, Autophagy
GO Term: Negative Regulation Of Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Tau Homeostasis, Autophagy
GO Term: Positive Regulation Of Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Autophagy, DNA Repair
GO Term: Regulation Of Mitotic Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Epigenetic, Oxidative Stress
GO Term: Negative Regulation Of Mitotic Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Tau Homeostasis, DNA Repair
GO Term: Positive Regulation Of Mitotic Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Structural Stabilization
GO Term: Negative Regulation Of Meiotic Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Tau Homeostasis, DNA Repair
GO Term: Homogentisate Catabolic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Regulation Of Amyloid-Beta Formation -> Biodomain: APP Metabolism, Proteostasis, Endolysosome, Autophagy, Synapse
GO Term: Positive Regulation Of Amyloid-Beta Formation -> Biodomain: APP Metabolism, Proteostasis, Endolysosome, Autophagy, Tau Homeostasis
GO Term: Negative Regulation Of Translation In Response To Endoplasmic Reticulum Stress -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Cilium Assembly -> Biodomain: Proteostasis, Synapse, Endolysosome, Autophagy, Structural Stabilization
GO Term: Negative Regulation Of Cilium Assembly -> Biodomain: Proteostasis, Autophagy, Synapse, Structural Stabilization, Endolysosome
GO Term: L-Histidine Transport -> Biodomain: Metal Binding and Homeostasis, Synapse, Proteostasis, Oxidative Stress, Lipid Metabolism
GO Term: Regulation Of Nadp Metabolic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis
GO Term: Regulation Of Hematopoietic Stem Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Developmental Process, Apoptosis, Proteostasis
GO Term: Negative Regulation Of Hematopoietic Stem Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Proteostasis, Epigenetic
GO Term: Positive Regulation Of Hematopoietic Stem Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Endolysosome, Synapse
GO Term: Regulation Of Hematopoietic Stem Cell Differentiation -> Biodomain: Immune Response, Vasculature, Endolysosome, Apoptosis, Epigenetic
GO Term: Negative Regulation Of Hematopoietic Stem Cell Differentiation -> Biodomain: Immune Response, Vasculature, Cell Cycle, Apoptosis, Endolysosome
GO Term: Positive Regulation Of Hematopoietic Stem Cell Differentiation -> Biodomain: Immune Response, Vasculature, Endolysosome, Autophagy, Proteostasis
GO Term: Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors -> Biodomain: Apoptosis, Immune Response, Proteostasis, Tau Homeostasis, Oxidative Stress
GO Term: Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Fas Signaling Pathway -> Biodomain: Apoptosis, Immune Response, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Fas Signaling Pathway -> Biodomain: Apoptosis, Immune Response, Oxidative Stress, Autophagy, Proteostasis
GO Term: Positive Regulation Of Fas Signaling Pathway -> Biodomain: Apoptosis, Immune Response, Proteostasis, Oxidative Stress, Tau Homeostasis
GO Term: Polyamine Transmembrane Transport -> Biodomain: Tau Homeostasis, Proteostasis, Oxidative Stress, Autophagy, Metal Binding and Homeostasis
GO Term: Response To L-Glutamate -> Biodomain: Synapse, Oxidative Stress, Apoptosis, Proteostasis, Tau Homeostasis
GO Term: Regulation Of Sphingolipid Mediated Signaling Pathway -> Biodomain: Lipid Metabolism, Apoptosis, Immune Response, Synapse, Oxidative Stress
GO Term: Positive Regulation Of Sphingolipid Mediated Signaling Pathway -> Biodomain: Lipid Metabolism, Apoptosis, Autophagy, Immune Response, Synapse
GO Term: Negative Regulation Of Hypoxia-Inducible Factor-1Alpha Signaling Pathway -> Biodomain: Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Vasculature, Immune Response
GO Term: Positive Regulation Of Hypoxia-Inducible Factor-1Alpha Signaling Pathway -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Vasculature, Immune Response, Proteostasis
GO Term: Response To Salt -> Biodomain: Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Tau Homeostasis, Metal Binding and Homeostasis
GO Term: Cellular Response To Salt -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Proteostasis, Endolysosome
GO Term: Positive Regulation Of Lateral Motor Column Neuron Migration -> Biodomain: Synapse, Tau Homeostasis, Structural Stabilization, Cell Cycle, Endolysosome
GO Term: Negative Regulation Of Calcium Ion Import Into Sarcoplasmic Reticulum -> Biodomain: Metal Binding and Homeostasis, Synapse, Mitochondrial Metabolism, Oxidative Stress, Apoptosis
GO Term: Positive Regulation Of Calcium Ion Import Into Sarcoplasmic Reticulum -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Synapse, Oxidative Stress, Mitochondrial Metabolism
GO Term: Positive Regulation Of Flagellated Sperm Motility -> Biodomain: Tau Homeostasis, Proteostasis, Autophagy, Structural Stabilization, Mitochondrial Metabolism
GO Term: Calcitriol Binding -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Negative Regulation Of Metaphase/Anaphase Transition Of Meiotic Cell Cycle -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Leukocyte Differentiation -> Biodomain: Immune Response, Cell Cycle, Autophagy, Endolysosome, Apoptosis
GO Term: Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process -> Biodomain: Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Negative Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process -> Biodomain: Apoptosis, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Tau Homeostasis
GO Term: Positive Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process -> Biodomain: Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Regulation Of Organelle Assembly -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, Proteostasis, Tau Homeostasis
GO Term: Positive Regulation Of Organelle Assembly -> Biodomain: Mitochondrial Metabolism, Autophagy, Proteostasis, Synapse, Endolysosome
GO Term: Calcidiol Binding -> Biodomain: Lipid Metabolism, Vasculature, Immune Response, Apoptosis, Oxidative Stress
GO Term: Lithocholic Acid Binding -> Biodomain: Lipid Metabolism, APP Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Chenodeoxycholic Acid Binding -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Immune Response, Autophagy
GO Term: Response To Inositol -> Biodomain: Lipid Metabolism, Proteostasis, Synapse, Oxidative Stress, Tau Homeostasis
GO Term: Regulation Of Response To Dna Integrity Checkpoint Signaling -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Oxidative Stress
GO Term: Regulation Of Response To Dna Damage Checkpoint Signaling -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Cellular Response To Reactive Nitrogen Species -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Immune Response, Apoptosis
GO Term: Regulation Of Keratinocyte Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Oxidative Stress, Immune Response, Autophagy
GO Term: Negative Regulation Of Keratinocyte Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Oxidative Stress, Immune Response, Tau Homeostasis
GO Term: Positive Regulation Of Keratinocyte Apoptotic Process -> Biodomain: Apoptosis, Vasculature, Proteostasis, Oxidative Stress, Immune Response
GO Term: Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: Oxidative Stress, Apoptosis, Tau Homeostasis, Proteostasis, Mitochondrial Metabolism
GO Term: Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Fibroblast Growth Factor Receptor Apoptotic Signaling Pathway -> Biodomain: Apoptosis, Immune Response, Proteostasis, Oxidative Stress, Tau Homeostasis
GO Term: Regulation Of Hepatocyte Growth Factor Receptor Signaling Pathway -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Immune Response, Apoptosis
GO Term: Negative Regulation Of Hepatocyte Growth Factor Receptor Signaling Pathway -> Biodomain: Immune Response, Synapse, Proteostasis, Apoptosis, Cell Cycle
GO Term: Positive Regulation Of Hepatocyte Growth Factor Receptor Signaling Pathway -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Structural Stabilization
GO Term: Negative Regulation Of Interleukin-2-Mediated Signaling Pathway -> Biodomain: Immune Response, Synapse, Proteostasis, Apoptosis, Endolysosome
GO Term: Positive Regulation Of Prolactin Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Synapse, Endolysosome, Autophagy
GO Term: Negative Regulation Of Interleukin-4-Mediated Signaling Pathway -> Biodomain: Immune Response, Synapse, Proteostasis, Endolysosome, Autophagy
GO Term: Positive Regulation Of Interleukin-4-Mediated Signaling Pathway -> Biodomain: Immune Response, Synapse, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Erythrocyte Apoptotic Process -> Biodomain: Apoptosis, Vasculature, Immune Response, Proteostasis, Oxidative Stress
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Ketone Body Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Negative Regulation Of Acrosome Reaction -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Lipid Metabolism, Synapse
GO Term: Negative Regulation Of Macrophage Colony-Stimulating Factor Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Autophagy, Apoptosis, Proteostasis
GO Term: Positive Regulation Of Macrophage Colony-Stimulating Factor Signaling Pathway -> Biodomain: Immune Response, APP Metabolism, Synapse, Endolysosome, Proteostasis
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Positive Thymic T Cell Selection -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Proteostasis, Epigenetic
GO Term: Negative Regulation Of Positive Thymic T Cell Selection -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: Apoptosis, Proteostasis, Endolysosome, Oxidative Stress, Mitochondrial Metabolism
GO Term: Negative Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Geranylgeranyl Diphosphate Catabolic Process -> Biodomain: Lipid Metabolism, APP Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Negative Regulation Of Erythrocyte Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Immune Response, Vasculature, Oxidative Stress
GO Term: Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator -> Biodomain: Apoptosis, Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Tau Homeostasis
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Apoptotic Process Involved In Outflow Tract Morphogenesis -> Biodomain: Apoptosis, Tau Homeostasis, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Negative Regulation Of Apoptotic Process Involved In Outflow Tract Morphogenesis -> Biodomain: Apoptosis, Tau Homeostasis, Structural Stabilization, Proteostasis, Cell Cycle
GO Term: Regulation Of Delayed Rectifier Potassium Channel Activity -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Negative Regulation Of Delayed Rectifier Potassium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Apoptotic Process Involved In Blood Vessel Morphogenesis -> Biodomain: Vasculature, Apoptosis, Structural Stabilization, Immune Response, Endolysosome
GO Term: Apoptotic Process Involved In Embryonic Digit Morphogenesis -> Biodomain: Apoptosis, Proteostasis, Structural Stabilization, Autophagy, Cell Cycle
GO Term: Negative Regulation Of Polyamine Transmembrane Transport -> Biodomain: Proteostasis, Oxidative Stress, Lipid Metabolism, Endolysosome, Metal Binding and Homeostasis
GO Term: Positive Regulation Of Polyamine Transmembrane Transport -> Biodomain: Proteostasis, Tau Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Autophagy
GO Term: (R)-Carnitine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: D3 Vitamins Binding -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Regulation Of Chromatin Organization -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Immune Response
GO Term: Voltage-Gated Potassium Channel Activity Involved In Ventricular Cardiac Muscle Cell Action Potential Repolarization -> Biodomain: Vasculature, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Synapse
GO Term: Semaphorin-Plexin Signaling Pathway Involved In Axon Guidance -> Biodomain: Synapse, Structural Stabilization, Tau Homeostasis, Cell Cycle, APP Metabolism
GO Term: Regulation Of Sodium Ion Transmembrane Transport -> Biodomain: Synapse, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Structural Stabilization
GO Term: Negative Regulation Of Sodium Ion Transmembrane Transport -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Positive Regulation Of Sodium Ion Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Structural Stabilization
GO Term: Regulation Of Copper Ion Transmembrane Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, APP Metabolism, Proteostasis, Apoptosis
GO Term: Positive Regulation Of Retinal Ganglion Cell Axon Guidance -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Apoptotic Process Involved In Morphogenesis -> Biodomain: Apoptosis, Tau Homeostasis, Proteostasis, Synapse, Oxidative Stress
GO Term: Negative Regulation Of Chromosome Condensation -> Biodomain: Cell Cycle, Apoptosis, DNA Repair, Epigenetic, Proteostasis
GO Term: Response To Chloroquine -> Biodomain: Autophagy, Endolysosome, Proteostasis, Immune Response, Apoptosis
GO Term: Cellular Response To Chloroquine -> Biodomain: Autophagy, Endolysosome, Proteostasis, Immune Response, Apoptosis
GO Term: Oxaloacetate(2-) Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, Apoptosis
GO Term: Sulfate Transmembrane Transport -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Melanocyte Apoptotic Process -> Biodomain: Apoptosis, Oxidative Stress, Immune Response, Endolysosome, Autophagy
GO Term: Positive Regulation Of Protein Localization To Spindle Pole Body -> Biodomain: Proteostasis, Cell Cycle, Structural Stabilization, Endolysosome, Epigenetic
GO Term: Negative Regulation Of Notch Signaling Pathway Involved In Somitogenesis -> Biodomain: APP Metabolism, Tau Homeostasis, Proteostasis, Synapse, Cell Cycle
GO Term: Negative Regulation Of Rna Catabolic Process -> Biodomain: APP Metabolism, Tau Homeostasis, Proteostasis, Autophagy, Synapse
GO Term: Negative Regulation Of Mrna Catabolic Process -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Chemoattractant Activity Involved In Axon Guidance -> Biodomain: Synapse, Structural Stabilization, Tau Homeostasis, Proteostasis, Immune Response
GO Term: Ceramide 1-Phosphate Binding -> Biodomain: Lipid Metabolism, Immune Response, Endolysosome, Oxidative Stress, Proteostasis
GO Term: Ceramide 1-Phosphate Transfer Activity -> Biodomain: Lipid Metabolism, Endolysosome, Apoptosis, Proteostasis, Oxidative Stress
