Running with TEMP=0.5, sub_array_index=3
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 3: rows 2000 to 2999
GO Term: Endopeptidase Inhibitor Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Immune Response
GO Term: Intracellularly Cyclic Nucleotide-Activated Monoatomic Cation Channel Activity -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Oxidative Stress, Apoptosis
GO Term: Intracellularly Camp-Activated Cation Channel Activity -> Biodomain: Synapse, Vasculature, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Intracellularly Cgmp-Activated Cation Channel Activity -> Biodomain: Synapse, Vasculature, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: Volume-Sensitive Anion Channel Activity -> Biodomain: Synapse, Oxidative Stress, Structural Stabilization, Apoptosis, Endolysosome
GO Term: Calcium-Activated Cation Channel Activity -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Oxidative Stress, Endolysosome
GO Term: Intracellular Sodium-Activated Potassium Channel Activity -> Biodomain: Structural Stabilization, Synapse, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Intracellularly Calcium-Gated Chloride Channel Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Apoptosis, Endolysosome, Oxidative Stress
GO Term: Extracellular Ligand-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Immune Response, Structural Stabilization
GO Term: Excitatory Extracellular Ligand-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Extracellularly Glutamate-Gated Ion Channel Activity -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Inward Rectifier Potassium Channel Activity -> Biodomain: Ion Channel Activity, Electrophysiology, Membrane Potential Regulation, Signal Transduction, Neuron Function
GO Term: Gap Junction Channel Activity -> Biodomain: Synapse, Structural Stabilization, Cell Cycle, Vasculature, Proteostasis
GO Term: Voltage-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Vasculature, Myelination, Apoptosis, Proteostasis
GO Term: Voltage-Gated Calcium Channel Activity -> Biodomain: Synapse, Vasculature, Oxidative Stress, Proteostasis, Mitochondrial Metabolism
GO Term: Calcium Channel Regulator Activity -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Voltage-Gated Chloride Channel Activity -> Biodomain: Synapse, Endolysosome, Vasculature, Autophagy, Structural Stabilization
GO Term: Voltage-Gated Sodium Channel Activity -> Biodomain: Synapse, Myelination, Vasculature, Metal Binding and Homeostasis, Structural Stabilization
GO Term: Voltage-Gated Potassium Channel Activity -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Vasculature
GO Term: A-Type (Transient Outward) Potassium Channel Activity -> Biodomain: Synapse, Structural Stabilization, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis
GO Term: Delayed Rectifier Potassium Channel Activity -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Vasculature, Oxidative Stress
GO Term: Open Rectifier Potassium Channel Activity -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Myelination, Structural Stabilization
GO Term: Monoatomic Anion Channel Activity -> Biodomain: Endolysosome, Synapse, Vasculature, Mitochondrial Metabolism, Oxidative Stress
GO Term: Chloride Channel Activity -> Biodomain: Synapse, Vasculature, Immune Response, Endolysosome, Proteostasis
GO Term: Intracellularly Atp-Gated Chloride Channel Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Lipid Metabolism
GO Term: Monoatomic Cation Channel Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Vasculature, Immune Response, Oxidative Stress
GO Term: Calcium Channel Activity -> Biodomain: Synapse, Vasculature, Immune Response, Mitochondrial Metabolism, Oxidative Stress
GO Term: Potassium Channel Activity -> Biodomain: Synapse, Vasculature, Oxidative Stress, Mitochondrial Metabolism, Metal Binding and Homeostasis
GO Term: Sodium Channel Activity -> Biodomain: Ion Transport, Synapse, Cardiovascular, Sensory Perception, Neurological Disorders
GO Term: Amine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Acetylcholine Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Structural Stabilization, Immune Response
GO Term: Acetylcholine:Proton Antiporter Activity -> Biodomain: Synapse, Endolysosome, Proteostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Amino Acid:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Amino Acid:Sodium Symporter Activity -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Endolysosome
GO Term: High-Affinity Basic Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Immune Response, Endolysosome, Autophagy
GO Term: High-Affinity L-Arginine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Vasculature, Immune Response, Endolysosome, Autophagy
GO Term: L-Histidine Transmembrane Transporter Activity -> Biodomain: Endolysosome, Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism
GO Term: High-Affinity Lysine Transmembrane Transporter Activity -> Biodomain: Endolysosome, Mitochondrial Metabolism, Proteostasis, Autophagy, Epigenetic
GO Term: Neutral L-Amino Acid:Sodium Symporter Activity -> Biodomain: Proteostasis, Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome
GO Term: Proline:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Proline:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Mitochondrial Metabolism, Endolysosome, Lipid Metabolism
GO Term: L-Tyrosine Transmembrane Transporter Activity -> Biodomain: Amino Acid Metabolism, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: L-Valine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Choline:Sodium Symporter Activity -> Biodomain: Synapse, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Endolysosome
GO Term: Creatine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Creatine:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Metal Binding and Homeostasis, Oxidative Stress, Structural Stabilization
GO Term: Dicarboxylic Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Structural Stabilization, Proteostasis, Autophagy
GO Term: L-Glutamate Transmembrane Transporter Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: High-Affinity L-Glutamate Transmembrane Transporter Activity -> Biodomain: Synapse, Oxidative Stress, Apoptosis, Proteostasis, Metal Binding and Homeostasis
GO Term: Phosphate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: High-Affinity Phosphate:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Lipid Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Long-Chain Fatty Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Neurotransmitter Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Neurotransmitter:Sodium Symporter Activity -> Biodomain: Synapse, Proteostasis, Endolysosome, Structural Stabilization, Autophagy
GO Term: Dopamine:Sodium Symporter Activity -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Oxidative Stress
GO Term: Gamma-Aminobutyric Acid:Sodium:Chloride Symporter Activity -> Biodomain: Synapse, Structural Stabilization, Metal Binding and Homeostasis, Proteostasis, Endolysosome
GO Term: Norepinephrine:Sodium Symporter Activity -> Biodomain: Synapse, Vasculature, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress
GO Term: Serotonin:Sodium:Chloride Symporter Activity -> Biodomain: Synapse, Proteostasis, Metal Binding and Homeostasis, Vasculature, Lipid Metabolism
GO Term: Nucleoside Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Immune Response, Cell Cycle, Epigenetic
GO Term: Nucleotide-Sugar Transmembrane Transporter Activity -> Biodomain: Vesicle Trafficking, Endolysosome, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Organic Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Organic Acid:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Endolysosome
GO Term: Oxygen Carrier Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism
GO Term: Purine Nucleobase Transmembrane Transporter Activity -> Biodomain: Transport, Mitochondrial Metabolism, Cell Cycle, DNA Repair, Autophagy
GO Term: Atp Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy, Lipid Metabolism
GO Term: Pyrimidine Nucleobase Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Lipid Metabolism, Endolysosome, Proteostasis
GO Term: Carbohydrate:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Endolysosome, Oxidative Stress
GO Term: Fructose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Galactose Transmembrane Transporter Activity -> Biodomain: Carbohydrate Metabolism, Membrane Trafficking and Transport, Metabolism, Cellular Processes, Molecular Functions
GO Term: D-Glucose:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Vasculature, Endolysosome, Proteostasis
GO Term: Low-Affinity D-Glucose:Sodium Symporter Activity -> Biodomain: Vasculature, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Myo-Inositol Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Synapse, Myelination, Oxidative Stress
GO Term: Myo-Inositol:Proton Symporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Myo-Inositol:Sodium Symporter Activity -> Biodomain: Lipid Metabolism, Synapse, Myelination, Tau Homeostasis, Autophagy
GO Term: Taurine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Synapse, Proteostasis
GO Term: Taurine:Sodium Symporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Synapse, Metal Binding and Homeostasis
GO Term: Water Transmembrane Transporter Activity -> Biodomain: Endolysosome, Proteostasis, Autophagy, Apoptosis, Structural Stabilization
GO Term: Copper Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Iron Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Vasculature, Immune Response, Oxidative Stress
GO Term: Manganese Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Mitochondrial Metabolism, Oxidative Stress, Synapse
GO Term: Zinc Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: P-Type Calcium Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Apoptosis
GO Term: P-Type Sodium:Potassium-Exchanging Transporter Activity -> Biodomain: Synapse, Vasculature, Myelination, Structural Stabilization, Oxidative Stress
GO Term: Carbohydrate:Monoatomic Cation Symporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress
GO Term: D-Glucose:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Vasculature, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress
GO Term: Nucleoside:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Cell Cycle, RNA Spliceosome, Epigenetic
GO Term: Proton-Dependent Oligopeptide Secondary Active Transmembrane Transporter Activity -> Biodomain: Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism, Oxidative Stress
GO Term: Calcium:Sodium Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Structural Stabilization, Apoptosis, Oxidative Stress
GO Term: Sodium:Phosphate Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Vasculature, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis
GO Term: Solute:Inorganic Anion Antiporter Activity -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Vasculature, Mitochondrial Metabolism, Immune Response
GO Term: Cmp-N-Acetylneuraminate Transmembrane Transporter Activity -> Biodomain: Immune Response, Lipid Metabolism, Proteostasis, Endolysosome, Synapse
GO Term: Gdp-Fucose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Immune Response, Vasculature
GO Term: Gdp-Mannose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Metal Binding and Homeostasis
GO Term: Udp-Galactose Transmembrane Transporter Activity -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, APP Metabolism, Structural Stabilization
GO Term: Udp-Glucose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Structural Stabilization, Autophagy
GO Term: Udp-Glucuronate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Autophagy, Oxidative Stress
GO Term: Udp-N-Acetylglucosamine Transmembrane Transporter Activity -> Biodomain: Epigenetic, Proteostasis, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Udp-N-Acetylgalactosamine Transmembrane Transporter Activity -> Biodomain: APP Metabolism, Endolysosome, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Udp-Xylose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Vasculature, Structural Stabilization, Proteostasis, Endolysosome
GO Term: Atp:Adp Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Lipid Metabolism, Structural Stabilization
GO Term: Carnitine:O-Acyl-L-Carnitine Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Pyruvate Secondary Active Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Soluble Nsf Attachment Protein Activity -> Biodomain: Proteostasis, Endolysosome, Synapse, Autophagy, APP Metabolism
GO Term: Snap Receptor Activity -> Biodomain: Proteostasis, Synapse, Endolysosome, Autophagy, Structural Stabilization
GO Term: Steroid Binding -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Epigenetic, Oxidative Stress
GO Term: Androgen Binding -> Biodomain: Hormone Signaling, Receptor Signaling, Steroid Metabolism, Protein Binding, Transcription Regulation
GO Term: Vitamin D Binding -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Oxidative Stress
GO Term: Retinoid Binding -> Biodomain: Lipid Metabolism, Epigenetic, Immune Response, Oxidative Stress, Proteostasis
GO Term: 11-Cis Retinal Binding -> Biodomain: Lipid Metabolism, Structural Stabilization, Proteostasis, Oxidative Stress, Endolysosome
GO Term: All-Trans Retinal Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Fatty Acid Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Iron Ion Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Endolysosome
GO Term: Copper Ion Binding -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Calcium Ion Binding -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Synapse, Proteostasis, Oxidative Stress
GO Term: Detection Of Calcium Ion -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Synapse, Proteostasis, Cell Cycle
GO Term: Protein Binding -> Biodomain: Proteostasis, Synapse, Immune Response, Autophagy, Apoptosis
GO Term: Calmodulin Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Structural Stabilization
GO Term: Collagen Binding -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Immune Response, Endolysosome
GO Term: Cytoskeletal Regulatory Protein Binding -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Tau Homeostasis, Autophagy
GO Term: Insulin-Like Growth Factor Binding -> Biodomain: Cell Cycle, Apoptosis, Lipid Metabolism, Autophagy, Mitochondrial Metabolism
GO Term: Lamin Binding -> Biodomain: Structural Stabilization, Proteostasis, Epigenetic, DNA Repair, Apoptosis
GO Term: Profilin Binding -> Biodomain: Structural Stabilization, Cell Cycle, Synapse, Vasculature, Apoptosis
GO Term: Tropomyosin Binding -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Cell Cycle, Synapse
GO Term: Atp Binding -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Gtp Binding -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Synapse, Autophagy, Lipid Metabolism
GO Term: Macrolide Binding -> Biodomain: Proteostasis, RNA Spliceosome, Mitochondrial Metabolism, Immune Response, Lipid Metabolism
GO Term: Fk506 Binding -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Galactose Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Immune Response, Proteostasis, Oxidative Stress
GO Term: D-Glucose Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: D-Mannose Binding -> Biodomain: Immune Response, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Glycosaminoglycan Binding -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Immune Response, Endolysosome
GO Term: Hyaluronic Acid Binding -> Biodomain: Structural Stabilization, Immune Response, Vasculature, Cell Cycle, Oxidative Stress
GO Term: Folic Acid Binding -> Biodomain: Mitochondrial Metabolism, DNA Repair, Epigenetic, Cell Cycle, Lipid Metabolism
GO Term: Phospholipid Binding -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Calcium-Dependent Phospholipid Binding -> Biodomain: Lipid Metabolism, Calcium Signaling, Membrane Trafficking, Cell Adhesion, Signal Transduction
GO Term: 1-Phosphatidylinositol Binding -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Phosphatidylinositol-4,5-Bisphosphate Binding -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Structural Stabilization
GO Term: Phosphatidylinositol-3,4,5-Trisphosphate Binding -> Biodomain: Lipid Metabolism, Cell Cycle, Autophagy, Endolysosome, Oxidative Stress
GO Term: Phospholipid Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Mitochondrial Metabolism
GO Term: Odorant Binding -> Biodomain: Proteostasis, Lipid Metabolism, Synapse, Immune Response, Mitochondrial Metabolism
GO Term: Pheromone Binding -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Immune Response, Structural Stabilization
GO Term: Cellular Component -> Biodomain: Mitochondrial Metabolism, Proteostasis, Synapse, Structural Stabilization, Endolysosome
GO Term: Extracellular Region -> Biodomain: Immune Response, Vasculature, Lipid Metabolism, Proteostasis, Apoptosis
GO Term: Fibrinogen Complex -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Immune Response, Endolysosome
GO Term: Membrane Attack Complex -> Biodomain: Immune Response, Proteostasis, Apoptosis, Autophagy, Endolysosome
GO Term: Collagen Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Endolysosome
GO Term: Collagen Type Xv Trimer -> Biodomain: Structural Stabilization, Vasculature, Endolysosome, Proteostasis, Immune Response
GO Term: Fibrillar Collagen Trimer -> Biodomain: Structural Stabilization, Vasculature, Metal Binding and Homeostasis, Proteostasis, Immune Response
GO Term: Collagen Type I Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Collagen Type Ii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Immune Response, Endolysosome
GO Term: Collagen Type Iii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Collagen Type Iv Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Immune Response
GO Term: Collagen Type V Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Immune Response
GO Term: Collagen Type Vi Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Autophagy
GO Term: Collagen Type Vii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Immune Response
GO Term: Collagen Type Viii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Mitochondrial Metabolism
GO Term: Collagen Type Xi Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Immune Response
GO Term: Collagen Type Ix Trimer -> Biodomain: Structural Stabilization, Proteostasis, Metal Binding and Homeostasis, Vasculature, Endolysosome
GO Term: Collagen Type Xii Trimer -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Proteostasis, Lipid Metabolism
GO Term: Collagen Type Xiv Trimer -> Biodomain: Structural Stabilization, Vasculature, Endolysosome, Proteostasis, Lipid Metabolism
GO Term: Collagen Type Xvi Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Metal Binding and Homeostasis
GO Term: Collagen Type X Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Immune Response
GO Term: Collagen Type Xiii Trimer -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Endolysosome, Autophagy
GO Term: Classical-Complement-Pathway C3/C5 Convertase Complex -> Biodomain: Immune Response, Vasculature, Apoptosis, Proteostasis, Endolysosome
GO Term: Complement Component C1 Complex -> Biodomain: Immune Response, Proteostasis, Apoptosis, Endolysosome, Lipid Metabolism
GO Term: Basement Membrane -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Immune Response, Endolysosome
GO Term: Laminin-1 Complex -> Biodomain: Structural Stabilization, Vasculature, Synapse, Cell Cycle, Proteostasis
GO Term: Laminin-2 Complex -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Synapse, Proteostasis
GO Term: Laminin-3 Complex -> Biodomain: Structural Stabilization, Vasculature, Cell Cycle, Proteostasis, Synapse
GO Term: Laminin-5 Complex -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Immune Response, Apoptosis
GO Term: Interstitial Matrix -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Extracellular Space -> Biodomain: Immune Response, Vasculature, Proteostasis, Synapse, Lipid Metabolism
GO Term: Nucleus -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Cell Cycle, Autophagy
GO Term: Nuclear Envelope -> Biodomain: Structural Stabilization, Cell Cycle, Lipid Metabolism, Apoptosis, DNA Repair
GO Term: Nuclear Inner Membrane -> Biodomain: Structural Stabilization, Cell Cycle, Lipid Metabolism, Apoptosis, Epigenetic
GO Term: Lamin Filament -> Biodomain: Structural Stabilization, Cell Cycle, Epigenetic, DNA Repair, Proteostasis
GO Term: Nuclear Outer Membrane -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Epigenetic, Lipid Metabolism
GO Term: Nuclear Envelope Lumen -> Biodomain: DNA Repair, Epigenetic, Structural Stabilization, Proteostasis, Cell Cycle
GO Term: Annulate Lamellae -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Mitochondrial Metabolism, Autophagy
GO Term: Nuclear Pore -> Biodomain: Structural Stabilization, Proteostasis, RNA Spliceosome, Epigenetic, Cell Cycle
GO Term: Nuclear Lamina -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, DNA Repair, Epigenetic
GO Term: Nucleoplasm -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Nucleolar Ribonuclease P Complex -> Biodomain: RNA Spliceosome, Proteostasis, Metal Binding and Homeostasis, Structural Stabilization, Autophagy
GO Term: Nuclear Pre-Replicative Complex -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Structural Stabilization
GO Term: Replication Fork -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Structural Stabilization
GO Term: Alpha Dna Polymerase:Primase Complex -> Biodomain: DNA Repair, Cell Cycle, Proteostasis, Structural Stabilization, Epigenetic
GO Term: Dna Replication Factor A Complex -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Epigenetic, Proteostasis
GO Term: Dna Replication Factor C Complex -> Biodomain: DNA Repair, Cell Cycle, Proteostasis, Epigenetic, Structural Stabilization
GO Term: Nuclear Origin Of Replication Recognition Complex -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Proteostasis, Structural Stabilization
GO Term: Rna Polymerase Ii, Core Complex -> Biodomain: Transcription Machinery, Gene Expression, RNA Processing, Epigenetic, DNA Repair
GO Term: Rna Polymerase Iii Complex -> Biodomain: Epigenetic, RNA Spliceosome, Cell Cycle, DNA Repair, Proteostasis
GO Term: Transcription Regulator Complex -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Apoptosis, Immune Response
GO Term: Rna Polymerase Transcription Factor Sl1 Complex -> Biodomain: DNA Repair, Epigenetic, Proteostasis, Cell Cycle, RNA Spliceosome
GO Term: Transcription Factor Tfiid Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Transcription Factor Tfiia Complex -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, RNA Spliceosome
GO Term: Transcription Factor Tfiie Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Transcription Factor Tfiif Complex -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
