Running with TEMP=0.0, sub_array_index=34
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 34: rows 16500 to 16999
GO Term: Negative Regulation Of Potassium Ion Transmembrane Transporter Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of High Voltage-Gated Calcium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction -> Biodomain: Vasculature, Structural Stabilization, Cell Cycle, Apoptosis, Lipid Metabolism
GO Term: Negative Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction -> Biodomain: Vasculature, Structural Stabilization, Synapse, Proteostasis, Cell Cycle
GO Term: Positive Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction -> Biodomain: Vasculature, Structural Stabilization, Synapse, Unknown, Proteostasis
GO Term: Negative Regulation Of Cellular Respiration -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Positive Regulation Of Cellular Respiration -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Regulation Of Mitochondrial Dna Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Proteostasis, Autophagy
GO Term: Negative Regulation Of Muscle Tissue Development -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Apoptosis, Unknown
GO Term: Regulation Of Post-Translational Protein Modification -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Autophagy, Oxidative Stress
GO Term: Negative Regulation Of Post-Translational Protein Modification -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Autophagy, Synapse
GO Term: Positive Regulation Of Post-Translational Protein Modification -> Biodomain: Proteostasis, Tau Homeostasis, Autophagy, Metal Binding and Homeostasis, APP Metabolism
GO Term: Regulation Of Protein Depolymerization -> Biodomain: Proteostasis, Tau Homeostasis, Autophagy, APP Metabolism, Synapse
GO Term: Positive Regulation Of Protein Depolymerization -> Biodomain: Tau Homeostasis, Proteostasis, Autophagy, Endolysosome, Synapse
GO Term: Regulation Of Cell Junction Assembly -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Immune Response, Vasculature
GO Term: Positive Regulation Of Cell Junction Assembly -> Biodomain: Synapse, Vasculature, Structural Stabilization, Proteostasis, Immune Response
GO Term: Regulation Of Atpase-Coupled Calcium Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Synapse, Endolysosome, Oxidative Stress
GO Term: Negative Regulation Of Atpase-Coupled Calcium Transmembrane Transporter Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Atpase-Coupled Calcium Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Synapse, Proteostasis, Oxidative Stress
GO Term: Regulation Of Relaxation Of Cardiac Muscle -> Biodomain: Vasculature, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Unknown
GO Term: Negative Regulation Of Relaxation Of Cardiac Muscle -> Biodomain: Vasculature, Mitochondrial Metabolism, Oxidative Stress, Immune Response, Structural Stabilization
GO Term: Positive Regulation Of Relaxation Of Cardiac Muscle -> Biodomain: Vasculature, Unknown, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Diadenosine Pentaphosphate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, Oxidative Stress, Proteostasis
GO Term: Diadenosine Hexaphosphate Catabolic Process -> Biodomain: Proteostasis, Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Lipid Metabolism
GO Term: Adenosine 5'-(Hexahydrogen Pentaphosphate) Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Positive Regulation Of Anterograde Dense Core Granule Transport -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Mitotic Sister Chromatid Separation -> Biodomain: Cell Cycle, Apoptosis, DNA Repair, Proteostasis, Unknown
GO Term: Positive Regulation Of Cell Cycle Checkpoint -> Biodomain: Cell Cycle, Apoptosis, DNA Repair, Proteostasis, Oxidative Stress
GO Term: Phosphatidylinositol Phosphate Binding -> Biodomain: Lipid Metabolism, Autophagy, Endolysosome, Structural Stabilization, APP Metabolism
GO Term: Negative Regulation Of Protein Acetylation -> Biodomain: Proteostasis, Tau Homeostasis, Epigenetic, APP Metabolism, Autophagy
GO Term: Positive Regulation Of Protein Acetylation -> Biodomain: Proteostasis, Tau Homeostasis, Epigenetic, Autophagy, APP Metabolism
GO Term: Response To Ketamine -> Biodomain: Synapse, Immune Response, Oxidative Stress, Proteostasis, Mitochondrial Metabolism
GO Term: Regulation Of Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Apoptosis, DNA Repair, Epigenetic, Proteostasis
GO Term: Negative Regulation Of Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Epigenetic
GO Term: Positive Regulation Of Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Epigenetic
GO Term: Regulation Of Mitotic Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Unknown
GO Term: Negative Regulation Of Mitotic Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Epigenetic
GO Term: Positive Regulation Of Mitotic Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Autophagy
GO Term: Negative Regulation Of Meiotic Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Tau Homeostasis, DNA Repair
GO Term: Homogentisate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Regulation Of Amyloid-Beta Formation -> Biodomain: APP Metabolism, Proteostasis, Endolysosome, Autophagy, Immune Response
GO Term: Positive Regulation Of Amyloid-Beta Formation -> Biodomain: APP Metabolism, Proteostasis, Endolysosome, Synapse, Immune Response
GO Term: Negative Regulation Of Translation In Response To Endoplasmic Reticulum Stress -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Cilium Assembly -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Structural Stabilization
GO Term: Negative Regulation Of Cilium Assembly -> Biodomain: Proteostasis, Synapse, Endolysosome, Autophagy, Structural Stabilization
GO Term: L-Histidine Transport -> Biodomain: Proteostasis, Endolysosome, APP Metabolism, Lipid Metabolism, Immune Response
GO Term: Regulation Of Nadp Metabolic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Immune Response, Proteostasis
GO Term: Regulation Of Hematopoietic Stem Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Vasculature, Endolysosome, Apoptosis
GO Term: Negative Regulation Of Hematopoietic Stem Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Vasculature, Endolysosome
GO Term: Positive Regulation Of Hematopoietic Stem Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Vasculature, Epigenetic, Oxidative Stress
GO Term: Regulation Of Hematopoietic Stem Cell Differentiation -> Biodomain: Immune Response, Oxidative Stress, Cell Cycle, Apoptosis, Vasculature
GO Term: Negative Regulation Of Hematopoietic Stem Cell Differentiation -> Biodomain: Immune Response, Vasculature, Cell Cycle, Structural Stabilization, Unknown
GO Term: Positive Regulation Of Hematopoietic Stem Cell Differentiation -> Biodomain: Immune Response, Vasculature, Cell Cycle, Unknown, Endolysosome
GO Term: Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors -> Biodomain: Apoptosis, Immune Response, Proteostasis, Tau Homeostasis, Oxidative Stress
GO Term: Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Fas Signaling Pathway -> Biodomain: Apoptosis, Immune Response, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Negative Regulation Of Fas Signaling Pathway -> Biodomain: Apoptosis, Immune Response, Proteostasis, Synapse, Oxidative Stress
GO Term: Positive Regulation Of Fas Signaling Pathway -> Biodomain: Apoptosis, Immune Response, Proteostasis, Oxidative Stress, Tau Homeostasis
GO Term: Polyamine Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Response To L-Glutamate -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Tau Homeostasis, Apoptosis
GO Term: Regulation Of Sphingolipid Mediated Signaling Pathway -> Biodomain: Lipid Metabolism, Synapse, Endolysosome, Immune Response, Proteostasis
GO Term: Positive Regulation Of Sphingolipid Mediated Signaling Pathway -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Immune Response, Synapse
GO Term: Negative Regulation Of Hypoxia-Inducible Factor-1Alpha Signaling Pathway -> Biodomain: Oxidative Stress, Vasculature, Immune Response, Endolysosome, Proteostasis
GO Term: Positive Regulation Of Hypoxia-Inducible Factor-1Alpha Signaling Pathway -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Mitochondrial Metabolism, Endolysosome
GO Term: Response To Salt -> Biodomain: Oxidative Stress, Proteostasis, Endolysosome, Apoptosis, Metal Binding and Homeostasis
GO Term: Cellular Response To Salt -> Biodomain: Vasculature, Oxidative Stress, Proteostasis, Endolysosome, Immune Response
GO Term: Positive Regulation Of Lateral Motor Column Neuron Migration -> Biodomain: Synapse, Structural Stabilization, Endolysosome, Proteostasis, Unknown
GO Term: Negative Regulation Of Calcium Ion Import Into Sarcoplasmic Reticulum -> Biodomain: Proteostasis, Calcium Homeostasis, Apoptosis, Synapse, Mitochondrial Metabolism
GO Term: Positive Regulation Of Calcium Ion Import Into Sarcoplasmic Reticulum -> Biodomain: Synapse, Proteostasis, Apoptosis, Structural Stabilization, Oxidative Stress
GO Term: Positive Regulation Of Flagellated Sperm Motility -> Biodomain: Unknown, Structural Stabilization, Autophagy, Cell Cycle, Proteostasis
GO Term: Calcitriol Binding -> Biodomain: Immune Response, Lipid Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Metaphase/Anaphase Transition Of Meiotic Cell Cycle -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Leukocyte Differentiation -> Biodomain: Immune Response, Endolysosome, Proteostasis, Autophagy, Apoptosis
GO Term: Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process -> Biodomain: Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Negative Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process -> Biodomain: Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Positive Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process -> Biodomain: Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Regulation Of Organelle Assembly -> Biodomain: Proteostasis, Mitochondrial Metabolism, Endolysosome, Autophagy, Synapse
GO Term: Positive Regulation Of Organelle Assembly -> Biodomain: Proteostasis, Autophagy, Endolysosome, Mitochondrial Metabolism, Synapse
GO Term: Calcidiol Binding -> Biodomain: Lipid Metabolism, Immune Response, Endolysosome, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Lithocholic Acid Binding -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, APP Metabolism, Oxidative Stress
GO Term: Chenodeoxycholic Acid Binding -> Biodomain: Lipid Metabolism, APP Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Response To Inositol -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Lipid Metabolism, Endolysosome
GO Term: Regulation Of Response To Dna Integrity Checkpoint Signaling -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Regulation Of Response To Dna Damage Checkpoint Signaling -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Cellular Response To Reactive Nitrogen Species -> Biodomain: Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Apoptosis, Immune Response
GO Term: Regulation Of Keratinocyte Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Immune Response, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Keratinocyte Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Immune Response, Endolysosome, Cell Cycle
GO Term: Positive Regulation Of Keratinocyte Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Oxidative Stress, Immune Response, Tau Homeostasis
GO Term: Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: Apoptosis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Tau Homeostasis
GO Term: Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Fibroblast Growth Factor Receptor Apoptotic Signaling Pathway -> Biodomain: Apoptosis, Proteostasis, Immune Response, Oxidative Stress, Endolysosome
GO Term: Regulation Of Hepatocyte Growth Factor Receptor Signaling Pathway -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Vasculature
GO Term: Negative Regulation Of Hepatocyte Growth Factor Receptor Signaling Pathway -> Biodomain: Proteostasis, Synapse, Immune Response, Apoptosis, Endolysosome
GO Term: Positive Regulation Of Hepatocyte Growth Factor Receptor Signaling Pathway -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Vasculature
GO Term: Negative Regulation Of Interleukin-2-Mediated Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Proteostasis, Autophagy, Synapse
GO Term: Positive Regulation Of Prolactin Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Endolysosome, Synapse, Apoptosis
GO Term: Negative Regulation Of Interleukin-4-Mediated Signaling Pathway -> Biodomain: Immune Response, Synapse, Endolysosome, Proteostasis, Autophagy
GO Term: Positive Regulation Of Interleukin-4-Mediated Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Oxidative Stress, Autophagy, Apoptosis
GO Term: Erythrocyte Apoptotic Process -> Biodomain: Apoptosis, Vasculature, Immune Response, Unknown, Oxidative Stress
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Ketone Body Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, APP Metabolism
GO Term: Negative Regulation Of Acrosome Reaction -> Biodomain: Unknown, Unknown, Unknown, Unknown, Unknown
GO Term: Negative Regulation Of Macrophage Colony-Stimulating Factor Signaling Pathway -> Biodomain: Immune Response, APP Metabolism, Endolysosome, Proteostasis, Synapse
GO Term: Positive Regulation Of Macrophage Colony-Stimulating Factor Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Endolysosome, Autophagy, Vasculature
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Positive Thymic T Cell Selection -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Autophagy, Unknown
GO Term: Negative Regulation Of Positive Thymic T Cell Selection -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: Apoptosis, Proteostasis, Endolysosome, Oxidative Stress, Mitochondrial Metabolism
GO Term: Negative Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Geranylgeranyl Diphosphate Catabolic Process -> Biodomain: Lipid Metabolism, APP Metabolism, Tau Homeostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Negative Regulation Of Erythrocyte Apoptotic Process -> Biodomain: Apoptosis, Vasculature, Immune Response, Proteostasis, Oxidative Stress
GO Term: Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator -> Biodomain: Apoptosis, Mitochondrial Metabolism, DNA Repair, Oxidative Stress, Proteostasis
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Apoptotic Process Involved In Outflow Tract Morphogenesis -> Biodomain: Apoptosis, Proteostasis, Cell Cycle, Structural Stabilization, Oxidative Stress
GO Term: Negative Regulation Of Apoptotic Process Involved In Outflow Tract Morphogenesis -> Biodomain: Apoptosis, Tau Homeostasis, Proteostasis, Cell Cycle, Structural Stabilization
GO Term: Regulation Of Delayed Rectifier Potassium Channel Activity -> Biodomain: Synapse, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress, Structural Stabilization
GO Term: Negative Regulation Of Delayed Rectifier Potassium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Apoptotic Process Involved In Blood Vessel Morphogenesis -> Biodomain: Vasculature, Apoptosis, Structural Stabilization, Proteostasis, Immune Response
GO Term: Apoptotic Process Involved In Embryonic Digit Morphogenesis -> Biodomain: Apoptosis, Cell Cycle, Oxidative Stress, Proteostasis, Unknown
GO Term: Negative Regulation Of Polyamine Transmembrane Transport -> Biodomain: Proteostasis, Tau Homeostasis, Oxidative Stress, Synapse, Metal Binding and Homeostasis
GO Term: Positive Regulation Of Polyamine Transmembrane Transport -> Biodomain: Proteostasis, Oxidative Stress, Synapse, Tau Homeostasis, Endolysosome
GO Term: (R)-Carnitine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: D3 Vitamins Binding -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Proteostasis, APP Metabolism
GO Term: Regulation Of Chromatin Organization -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Apoptosis, Cell Cycle
GO Term: Voltage-Gated Potassium Channel Activity Involved In Ventricular Cardiac Muscle Cell Action Potential Repolarization -> Biodomain: Unknown, Synapse, Metal Binding and Homeostasis, Proteostasis, Vasculature
GO Term: Semaphorin-Plexin Signaling Pathway Involved In Axon Guidance -> Biodomain: Synapse, Structural Stabilization, Tau Homeostasis, Proteostasis, Endolysosome
GO Term: Regulation Of Sodium Ion Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Metal Binding and Homeostasis, Endolysosome, Oxidative Stress
GO Term: Negative Regulation Of Sodium Ion Transmembrane Transport -> Biodomain: Synapse, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Structural Stabilization
GO Term: Positive Regulation Of Sodium Ion Transmembrane Transport -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Vasculature, Endolysosome
GO Term: Regulation Of Copper Ion Transmembrane Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Endolysosome, Synapse
GO Term: Positive Regulation Of Retinal Ganglion Cell Axon Guidance -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Apoptotic Process Involved In Morphogenesis -> Biodomain: Apoptosis, Tau Homeostasis, Proteostasis, Synapse, Immune Response
GO Term: Negative Regulation Of Chromosome Condensation -> Biodomain: Cell Cycle, Epigenetic, DNA Repair, Proteostasis, Autophagy
GO Term: Response To Chloroquine -> Biodomain: Endolysosome, Proteostasis, Autophagy, Immune Response, APP Metabolism
GO Term: Cellular Response To Chloroquine -> Biodomain: Endolysosome, Autophagy, Proteostasis, APP Metabolism, Oxidative Stress
GO Term: Oxaloacetate(2-) Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Sulfate Transmembrane Transport -> Biodomain: APP Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Melanocyte Apoptotic Process -> Biodomain: Apoptosis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Immune Response
GO Term: Positive Regulation Of Protein Localization To Spindle Pole Body -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Structural Stabilization, Unknown
GO Term: Negative Regulation Of Notch Signaling Pathway Involved In Somitogenesis -> Biodomain: Proteostasis, Cell Cycle, Synapse, Apoptosis, Epigenetic
GO Term: Negative Regulation Of Rna Catabolic Process -> Biodomain: Proteostasis, RNA Spliceosome, Epigenetic, Autophagy, Immune Response
GO Term: Negative Regulation Of Mrna Catabolic Process -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Chemoattractant Activity Involved In Axon Guidance -> Biodomain: Synapse, Immune Response, Endolysosome, APP Metabolism, Proteostasis
GO Term: Ceramide 1-Phosphate Binding -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Oxidative Stress, Synapse
GO Term: Ceramide 1-Phosphate Transfer Activity -> Biodomain: Lipid Metabolism, APP Metabolism, Endolysosome, Immune Response, Apoptosis
GO Term: Ceramide 1-Phosphate Transport -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Apoptosis, Immune Response
GO Term: Protein Localization To Bicellular Tight Junction -> Biodomain: Vasculature, Proteostasis, Structural Stabilization, Immune Response, Endolysosome
GO Term: Mitotic Cytokinetic Process -> Biodomain: Cell Cycle, Apoptosis, Structural Stabilization, Autophagy, Proteostasis
GO Term: Regulation Of Mitotic Cytokinesis -> Biodomain: Cell Cycle, Apoptosis, Structural Stabilization, Proteostasis, Unknown
GO Term: Protein Localization To Cell Junction -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Endolysosome
