Running with TEMP=0.9, sub_array_index=34
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 34: rows 16500 to 16999
GO Term: Negative Regulation Of Potassium Ion Transmembrane Transporter Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction -> Biodomain: Vasculature, Synapse, Structural Stabilization, Proteostasis, Cell Cycle
GO Term: Positive Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Autophagy
GO Term: Negative Regulation Of Cellular Respiration -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Lipid Metabolism
GO Term: Positive Regulation Of Cellular Respiration -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Lipid Metabolism
GO Term: Regulation Of Mitochondrial Dna Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Autophagy
GO Term: Negative Regulation Of Muscle Tissue Development -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Cell Cycle, Epigenetic
GO Term: Regulation Of Post-Translational Protein Modification -> Biodomain: Proteostasis, Synapse, Autophagy, Endolysosome, Epigenetic
GO Term: Negative Regulation Of Post-Translational Protein Modification -> Biodomain: Proteostasis, Synapse, Autophagy, Epigenetic, Structural Stabilization
GO Term: Positive Regulation Of Post-Translational Protein Modification -> Biodomain: Proteostasis, Synapse, Autophagy, Endolysosome, Lipid Metabolism
GO Term: Regulation Of Protein Depolymerization -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Endolysosome, Autophagy
GO Term: Positive Regulation Of Protein Depolymerization -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Endolysosome
GO Term: Regulation Of Cell Junction Assembly -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Positive Regulation Of Cell Junction Assembly -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Regulation Of Atpase-Coupled Calcium Transmembrane Transporter Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Structural Stabilization
GO Term: Negative Regulation Of Atpase-Coupled Calcium Transmembrane Transporter Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Atpase-Coupled Calcium Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome
GO Term: Regulation Of Relaxation Of Cardiac Muscle -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Structural Stabilization, Vasculature
GO Term: Negative Regulation Of Relaxation Of Cardiac Muscle -> Biodomain: Structural Stabilization, Proteostasis, Oxidative Stress, Synapse, Apoptosis
GO Term: Positive Regulation Of Relaxation Of Cardiac Muscle -> Biodomain: Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome
GO Term: Diadenosine Pentaphosphate Catabolic Process -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Endolysosome, Lipid Metabolism
GO Term: Diadenosine Hexaphosphate Catabolic Process -> Biodomain: Proteostasis, Endolysosome, Autophagy, Oxidative Stress, Synapse
GO Term: Adenosine 5'-(Hexahydrogen Pentaphosphate) Catabolic Process -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Positive Regulation Of Anterograde Dense Core Granule Transport -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Mitotic Sister Chromatid Separation -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Synapse
GO Term: Positive Regulation Of Cell Cycle Checkpoint -> Biodomain: Cell Cycle, Proteostasis, Synapse, Apoptosis, Epigenetic
GO Term: Phosphatidylinositol Phosphate Binding -> Biodomain: Synapse, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Negative Regulation Of Protein Acetylation -> Biodomain: Synapse, Proteostasis, Epigenetic, Autophagy, Cell Cycle
GO Term: Positive Regulation Of Protein Acetylation -> Biodomain: Epigenetic, Synapse, Proteostasis, Autophagy, Cell Cycle
GO Term: Response To Ketamine -> Biodomain: Synapse, Epigenetic, Proteostasis, Autophagy, Oxidative Stress
GO Term: Regulation Of Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Proteostasis, Synapse, Epigenetic, Apoptosis
GO Term: Negative Regulation Of Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Autophagy, Proteostasis, Apoptosis, Structural Stabilization
GO Term: Positive Regulation Of Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Synapse, Proteostasis, Autophagy, Apoptosis
GO Term: Regulation Of Mitotic Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Synapse, Proteostasis, Autophagy, Structural Stabilization
GO Term: Negative Regulation Of Mitotic Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Proteostasis, Synapse, Epigenetic, Structural Stabilization
GO Term: Positive Regulation Of Mitotic Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Synapse, Proteostasis, Autophagy, Apoptosis
GO Term: Negative Regulation Of Meiotic Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Epigenetic, DNA Repair, Proteostasis, Autophagy
GO Term: Homogentisate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Regulation Of Amyloid-Beta Formation -> Biodomain: APP Metabolism, Proteostasis, Synapse, Oxidative Stress, Mitochondrial Metabolism
GO Term: Positive Regulation Of Amyloid-Beta Formation -> Biodomain: APP Metabolism, Proteostasis, Synapse, Endolysosome, Oxidative Stress
GO Term: Negative Regulation Of Translation In Response To Endoplasmic Reticulum Stress -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Cilium Assembly -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Epigenetic
GO Term: Negative Regulation Of Cilium Assembly -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: L-Histidine Transport -> Biodomain: Synapse, Proteostasis, Endolysosome, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Regulation Of Nadp Metabolic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Regulation Of Hematopoietic Stem Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Cell Differentiation, Epigenetic, Structural Stabilization
GO Term: Negative Regulation Of Hematopoietic Stem Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Cell Development, Proteostasis, Epigenetic
GO Term: Positive Regulation Of Hematopoietic Stem Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Developmental Process, Proteostasis, Vasculature
GO Term: Regulation Of Hematopoietic Stem Cell Differentiation -> Biodomain: Immune Response, Cell Cycle, Epigenetic, Proteostasis, Autophagy
GO Term: Negative Regulation Of Hematopoietic Stem Cell Differentiation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Epigenetic, Structural Stabilization
GO Term: Positive Regulation Of Hematopoietic Stem Cell Differentiation -> Biodomain: Immune Response, Cell Cycle, Proteostasis, Synapse, Apoptosis
GO Term: Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors -> Biodomain: Apoptosis, Synapse, Proteostasis, Cell Cycle, Oxidative Stress
GO Term: Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Fas Signaling Pathway -> Biodomain: Apoptosis, Immune Response, Synapse, Proteostasis, Oxidative Stress
GO Term: Negative Regulation Of Fas Signaling Pathway -> Biodomain: Apoptosis, Synapse, Immune Response, Proteostasis, Cell Cycle
GO Term: Positive Regulation Of Fas Signaling Pathway -> Biodomain: Apoptosis, Synapse, Immune Response, Proteostasis, Cell Cycle
GO Term: Polyamine Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Response To L-Glutamate -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Autophagy
GO Term: Regulation Of Sphingolipid Mediated Signaling Pathway -> Biodomain: Lipid Metabolism, Synapse, Proteostasis, Autophagy, Endolysosome
GO Term: Positive Regulation Of Sphingolipid Mediated Signaling Pathway -> Biodomain: Lipid Metabolism, Synapse, Proteostasis, Endolysosome, Autophagy
GO Term: Negative Regulation Of Hypoxia-Inducible Factor-1Alpha Signaling Pathway -> Biodomain: Synapse, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Positive Regulation Of Hypoxia-Inducible Factor-1Alpha Signaling Pathway -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Synapse, Proteostasis, Cell Cycle
GO Term: Response To Salt -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Endolysosome
GO Term: Cellular Response To Salt -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Structural Stabilization
GO Term: Positive Regulation Of Lateral Motor Column Neuron Migration -> Biodomain: Synapse, Structural Stabilization, Cell Cycle, Epigenetic, Proteostasis
GO Term: Negative Regulation Of Calcium Ion Import Into Sarcoplasmic Reticulum -> Biodomain: Synapse, Proteostasis, Metal Binding and Homeostasis, Structural Stabilization, Endolysosome
GO Term: Positive Regulation Of Calcium Ion Import Into Sarcoplasmic Reticulum -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Endolysosome, Metal Binding and Homeostasis
GO Term: Positive Regulation Of Flagellated Sperm Motility -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Cell Cycle
GO Term: Calcitriol Binding -> Biodomain: Lipid Metabolism, Epigenetic, Proteostasis, Synapse, Immune Response
GO Term: Negative Regulation Of Metaphase/Anaphase Transition Of Meiotic Cell Cycle -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Leukocyte Differentiation -> Biodomain: Immune Response, Cell Cycle, Proteostasis, Oxidative Stress, Synapse
GO Term: Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process -> Biodomain: Apoptosis, Mitochondrial Metabolism, Synapse, Proteostasis, Oxidative Stress
GO Term: Negative Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process -> Biodomain: Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse
GO Term: Positive Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process -> Biodomain: Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse
GO Term: Regulation Of Organelle Assembly -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism
GO Term: Positive Regulation Of Organelle Assembly -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Calcidiol Binding -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Epigenetic, Autophagy
GO Term: Lithocholic Acid Binding -> Biodomain: Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy, Endolysosome
GO Term: Chenodeoxycholic Acid Binding -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Oxidative Stress, Autophagy
GO Term: Response To Inositol -> Biodomain: Synapse, Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Proteostasis
GO Term: Regulation Of Response To Dna Integrity Checkpoint Signaling -> Biodomain: DNA Repair, Cell Cycle, Apoptosis, Proteostasis, Epigenetic
GO Term: Regulation Of Response To Dna Damage Checkpoint Signaling -> Biodomain: DNA Repair, Cell Cycle, Proteostasis, Apoptosis, Epigenetic
GO Term: Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Cellular Response To Reactive Nitrogen Species -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Synapse, Apoptosis
GO Term: Regulation Of Keratinocyte Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Autophagy, Epigenetic, Structural Stabilization
GO Term: Negative Regulation Of Keratinocyte Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Structural Stabilization, Cell Cycle, Epigenetic
GO Term: Positive Regulation Of Keratinocyte Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Synapse, Endolysosome, Autophagy
GO Term: Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Proteostasis, Synapse
GO Term: Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Fibroblast Growth Factor Receptor Apoptotic Signaling Pathway -> Biodomain: Apoptosis, Synapse, Proteostasis, Cell Cycle, Oxidative Stress
GO Term: Regulation Of Hepatocyte Growth Factor Receptor Signaling Pathway -> Biodomain: Synapse, Proteostasis, Apoptosis, Structural Stabilization, Epigenetic
GO Term: Negative Regulation Of Hepatocyte Growth Factor Receptor Signaling Pathway -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Epigenetic
GO Term: Positive Regulation Of Hepatocyte Growth Factor Receptor Signaling Pathway -> Biodomain: Synapse, Apoptosis, Proteostasis, Autophagy, Structural Stabilization
GO Term: Negative Regulation Of Interleukin-2-Mediated Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Epigenetic, Synapse, Cell Cycle
GO Term: Positive Regulation Of Prolactin Signaling Pathway -> Biodomain: Immune Response, Synapse, Proteostasis, Endolysosome, Autophagy
GO Term: Negative Regulation Of Interleukin-4-Mediated Signaling Pathway -> Biodomain: Immune Response, Synapse, Proteostasis, Epigenetic, Autophagy
GO Term: Positive Regulation Of Interleukin-4-Mediated Signaling Pathway -> Biodomain: Immune Response, Synapse, Autophagy, Proteostasis, Endolysosome
GO Term: Erythrocyte Apoptotic Process -> Biodomain: Apoptosis, Cell Cycle, Proteostasis, Immune Response, Structural Stabilization
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Ketone Body Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Synapse, Oxidative Stress, Proteostasis
GO Term: Negative Regulation Of Acrosome Reaction -> Biodomain: Proteostasis, Epigenetic, Autophagy, Apoptosis, Endolysosome
GO Term: Negative Regulation Of Macrophage Colony-Stimulating Factor Signaling Pathway -> Biodomain: Immune Response, Synapse, Proteostasis, Apoptosis, Oxidative Stress
GO Term: Positive Regulation Of Macrophage Colony-Stimulating Factor Signaling Pathway -> Biodomain: Immune Response, Synapse, Proteostasis, Apoptosis, Cell Cycle
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Positive Thymic T Cell Selection -> Biodomain: Immune Response, Cell Cycle, Epigenetic, Synapse, Proteostasis
GO Term: Negative Regulation Of Positive Thymic T Cell Selection -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: Apoptosis, Proteostasis, Synapse, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Geranylgeranyl Diphosphate Catabolic Process -> Biodomain: Lipid Metabolism, Proteostasis, Synapse, Endolysosome, Autophagy
GO Term: Negative Regulation Of Erythrocyte Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Oxidative Stress, Immune Response, Synapse
GO Term: Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator -> Biodomain: Apoptosis, Synapse, Oxidative Stress, Mitochondrial Metabolism, Proteostasis
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Apoptotic Process Involved In Outflow Tract Morphogenesis -> Biodomain: Apoptosis, Synapse, Structural Stabilization, Cell Cycle, Proteostasis
GO Term: Negative Regulation Of Apoptotic Process Involved In Outflow Tract Morphogenesis -> Biodomain: Apoptosis, Structural Stabilization, Vasculature, Synapse, Cell Cycle
GO Term: Regulation Of Delayed Rectifier Potassium Channel Activity -> Biodomain: Synapse, Structural Stabilization, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism
GO Term: Negative Regulation Of Delayed Rectifier Potassium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Apoptotic Process Involved In Blood Vessel Morphogenesis -> Biodomain: Apoptosis, Vasculature, Structural Stabilization, Cell Cycle, Immune Response
GO Term: Apoptotic Process Involved In Embryonic Digit Morphogenesis -> Biodomain: Apoptosis, Structural Stabilization, Proteostasis, Cell Cycle, Autophagy
GO Term: Negative Regulation Of Polyamine Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Positive Regulation Of Polyamine Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Endolysosome, Oxidative Stress
GO Term: (R)-Carnitine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Synapse, Oxidative Stress
GO Term: D3 Vitamins Binding -> Biodomain: Lipid Metabolism, Epigenetic, Immune Response, Synapse, Proteostasis
GO Term: Regulation Of Chromatin Organization -> Biodomain: Epigenetic, Structural Stabilization, DNA Repair, Proteostasis, Cell Cycle
GO Term: Voltage-Gated Potassium Channel Activity Involved In Ventricular Cardiac Muscle Cell Action Potential Repolarization -> Biodomain: Synapse, Metal Binding and Homeostasis, Structural Stabilization, Proteostasis, Autophagy
GO Term: Semaphorin-Plexin Signaling Pathway Involved In Axon Guidance -> Biodomain: Synapse, Structural Stabilization, Cell Cycle, Proteostasis, Epigenetic
GO Term: Regulation Of Sodium Ion Transmembrane Transport -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Metal Binding and Homeostasis, Cell Cycle
GO Term: Negative Regulation Of Sodium Ion Transmembrane Transport -> Biodomain: Synapse, Structural Stabilization, Metal Binding and Homeostasis, Proteostasis, Endolysosome
GO Term: Positive Regulation Of Sodium Ion Transmembrane Transport -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Metal Binding and Homeostasis, Cell Cycle
GO Term: Regulation Of Copper Ion Transmembrane Transport -> Biodomain: Metal Binding and Homeostasis, Synapse, Proteostasis, Oxidative Stress, Autophagy
GO Term: Positive Regulation Of Retinal Ganglion Cell Axon Guidance -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Apoptotic Process Involved In Morphogenesis -> Biodomain: Apoptosis, Synapse, Structural Stabilization, Myelination, Cell Cycle
GO Term: Negative Regulation Of Chromosome Condensation -> Biodomain: Epigenetic, Synapse, Structural Stabilization, Proteostasis, Cell Cycle
GO Term: Response To Chloroquine -> Biodomain: Autophagy, Endolysosome, Proteostasis, Oxidative Stress, Synapse
GO Term: Cellular Response To Chloroquine -> Biodomain: Autophagy, Endolysosome, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Oxaloacetate(2-) Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Sulfate Transmembrane Transport -> Biodomain: Synapse, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Melanocyte Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Synapse, Cell Cycle, Endolysosome
GO Term: Positive Regulation Of Protein Localization To Spindle Pole Body -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Synapse
GO Term: Negative Regulation Of Notch Signaling Pathway Involved In Somitogenesis -> Biodomain: Synapse, Cell Cycle, Epigenetic, Structural Stabilization, Proteostasis
GO Term: Negative Regulation Of Rna Catabolic Process -> Biodomain: Synapse, Proteostasis, Epigenetic, Autophagy, Endolysosome
GO Term: Negative Regulation Of Mrna Catabolic Process -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Chemoattractant Activity Involved In Axon Guidance -> Biodomain: Synapse, Signaling, Receptor Signaling, Neuronal Development, Synaptic Plasticity
GO Term: Ceramide 1-Phosphate Binding -> Biodomain: Lipid Metabolism, Synapse, Proteostasis, Endolysosome, Autophagy
GO Term: Ceramide 1-Phosphate Transfer Activity -> Biodomain: Lipid Metabolism, Synapse, Proteostasis, Autophagy, Apoptosis
GO Term: Ceramide 1-Phosphate Transport -> Biodomain: Lipid Metabolism, Synapse, Immune Response, Proteostasis, Autophagy
GO Term: Protein Localization To Bicellular Tight Junction -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Vasculature
GO Term: Mitotic Cytokinetic Process -> Biodomain: Cell Cycle, Structural Stabilization, Synapse, Proteostasis, Autophagy
GO Term: Regulation Of Mitotic Cytokinesis -> Biodomain: Cell Cycle, DNA Repair, Structural Stabilization, Proteostasis, Epigenetic
GO Term: Protein Localization To Cell Junction -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Autophagy
GO Term: Positive Regulation Of Mrna Binding -> Biodomain: Synapse, RNA Spliceosome, Proteostasis, Epigenetic, Cell Cycle
GO Term: Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, Proteostasis, Synapse
GO Term: Negative Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore -> Biodomain: Cell Cycle, Structural Stabilization, Epigenetic, Proteostasis, Synapse
GO Term: Positive Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore -> Biodomain: Cell Cycle, Structural Stabilization, Epigenetic, Proteostasis, Synapse
