Running with TEMP=0.0, sub_array_index=34
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 34: rows 16500 to 16999
GO Term: Negative Regulation Of Potassium Ion Transmembrane Transporter Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Vasculature
GO Term: Positive Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction -> Biodomain: Synapse, Structural Stabilization, Cell Cycle, Vasculature, Proteostasis
GO Term: Negative Regulation Of Cellular Respiration -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Synapse
GO Term: Positive Regulation Of Cellular Respiration -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Synapse
GO Term: Regulation Of Mitochondrial Dna Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Autophagy
GO Term: Negative Regulation Of Muscle Tissue Development -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Synapse
GO Term: Regulation Of Post-Translational Protein Modification -> Biodomain: Proteostasis, Synapse, Autophagy, Epigenetic, Endolysosome
GO Term: Negative Regulation Of Post-Translational Protein Modification -> Biodomain: Proteostasis, Synapse, Autophagy, Epigenetic, Structural Stabilization
GO Term: Positive Regulation Of Post-Translational Protein Modification -> Biodomain: Proteostasis, Synapse, Autophagy, Oxidative Stress, Tau Homeostasis
GO Term: Regulation Of Protein Depolymerization -> Biodomain: Synapse, Proteostasis, Autophagy, Structural Stabilization, Tau Homeostasis
GO Term: Positive Regulation Of Protein Depolymerization -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Endolysosome
GO Term: Regulation Of Cell Junction Assembly -> Biodomain: Synapse, Proteostasis, Autophagy, Structural Stabilization, Endolysosome
GO Term: Positive Regulation Of Cell Junction Assembly -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Regulation Of Atpase-Coupled Calcium Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Endolysosome, Mitochondrial Metabolism
GO Term: Negative Regulation Of Atpase-Coupled Calcium Transmembrane Transporter Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Atpase-Coupled Calcium Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome
GO Term: Regulation Of Relaxation Of Cardiac Muscle -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Structural Stabilization, Autophagy
GO Term: Negative Regulation Of Relaxation Of Cardiac Muscle -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Synapse, Oxidative Stress
GO Term: Positive Regulation Of Relaxation Of Cardiac Muscle -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Structural Stabilization
GO Term: Diadenosine Pentaphosphate Catabolic Process -> Biodomain: Synapse, Proteostasis, Autophagy, Apoptosis, Oxidative Stress
GO Term: Diadenosine Hexaphosphate Catabolic Process -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Mitochondrial Metabolism, Synapse
GO Term: Adenosine 5'-(Hexahydrogen Pentaphosphate) Catabolic Process -> Biodomain: Proteostasis, Synapse, Oxidative Stress, Autophagy, Mitochondrial Metabolism
GO Term: Positive Regulation Of Anterograde Dense Core Granule Transport -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Mitotic Sister Chromatid Separation -> Biodomain: Cell Cycle, Structural Stabilization, Epigenetic, DNA Repair, Proteostasis
GO Term: Positive Regulation Of Cell Cycle Checkpoint -> Biodomain: Cell Cycle, Synapse, Proteostasis, Autophagy, Epigenetic
GO Term: Phosphatidylinositol Phosphate Binding -> Biodomain: Lipid Metabolism, Synapse, Endolysosome, Proteostasis, Structural Stabilization
GO Term: Negative Regulation Of Protein Acetylation -> Biodomain: Synapse, Proteostasis, Epigenetic, Autophagy, Cell Cycle
GO Term: Positive Regulation Of Protein Acetylation -> Biodomain: Proteostasis, Synapse, Epigenetic, Autophagy, Structural Stabilization
GO Term: Response To Ketamine -> Biodomain: Synapse, Proteostasis, Autophagy, Oxidative Stress, Immune Response
GO Term: Regulation Of Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Proteostasis, Synapse, Epigenetic, Apoptosis
GO Term: Negative Regulation Of Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Synapse, Autophagy
GO Term: Positive Regulation Of Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Proteostasis, Synapse, Autophagy, Apoptosis
GO Term: Regulation Of Mitotic Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Epigenetic, Autophagy
GO Term: Negative Regulation Of Mitotic Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Proteostasis, Synapse, Structural Stabilization, Autophagy
GO Term: Positive Regulation Of Mitotic Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Apoptosis, Epigenetic
GO Term: Negative Regulation Of Meiotic Cell Cycle Phase Transition -> Biodomain: Cell Cycle, Epigenetic, Structural Stabilization, Synapse, Proteostasis
GO Term: Homogentisate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Regulation Of Amyloid-Beta Formation -> Biodomain: APP Metabolism, Proteostasis, Synapse, Autophagy, Tau Homeostasis
GO Term: Positive Regulation Of Amyloid-Beta Formation -> Biodomain: APP Metabolism, Proteostasis, Synapse, Autophagy, Oxidative Stress
GO Term: Negative Regulation Of Translation In Response To Endoplasmic Reticulum Stress -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Cilium Assembly -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Cell Cycle
GO Term: Negative Regulation Of Cilium Assembly -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: L-Histidine Transport -> Biodomain: Synapse, Proteostasis, Endolysosome, Lipid Metabolism, Autophagy
GO Term: Regulation Of Nadp Metabolic Process -> Biodomain: Synapse, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Regulation Of Hematopoietic Stem Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Developmental Process, Cellular Process, Biological Regulation
GO Term: Negative Regulation Of Hematopoietic Stem Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Epigenetic, Proteostasis
GO Term: Positive Regulation Of Hematopoietic Stem Cell Proliferation -> Biodomain: Immune Response, Cell Cycle, Epigenetic, Structural Stabilization, Vasculature
GO Term: Regulation Of Hematopoietic Stem Cell Differentiation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Structural Stabilization, Epigenetic
GO Term: Negative Regulation Of Hematopoietic Stem Cell Differentiation -> Biodomain: Immune Response, Cell Cycle, Epigenetic, Autophagy, Structural Stabilization
GO Term: Positive Regulation Of Hematopoietic Stem Cell Differentiation -> Biodomain: Immune Response, Epigenetic, Cell Cycle, Proteostasis, Endolysosome
GO Term: Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors -> Biodomain: Apoptosis, Synapse, Proteostasis, Autophagy, Oxidative Stress
GO Term: Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Fas Signaling Pathway -> Biodomain: Apoptosis, Proteostasis, Synapse, Oxidative Stress, Immune Response
GO Term: Negative Regulation Of Fas Signaling Pathway -> Biodomain: Apoptosis, Immune Response, Proteostasis, Synapse, Cell Cycle
GO Term: Positive Regulation Of Fas Signaling Pathway -> Biodomain: Apoptosis, Immune Response, Proteostasis, Autophagy, Oxidative Stress
GO Term: Polyamine Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism, Endolysosome
GO Term: Response To L-Glutamate -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Apoptosis
GO Term: Regulation Of Sphingolipid Mediated Signaling Pathway -> Biodomain: Synapse, Lipid Metabolism, Proteostasis, Autophagy, Endolysosome
GO Term: Positive Regulation Of Sphingolipid Mediated Signaling Pathway -> Biodomain: Lipid Metabolism, Synapse, Proteostasis, Endolysosome, Structural Stabilization
GO Term: Negative Regulation Of Hypoxia-Inducible Factor-1Alpha Signaling Pathway -> Biodomain: Synapse, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Positive Regulation Of Hypoxia-Inducible Factor-1Alpha Signaling Pathway -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Synapse, Proteostasis, Autophagy
GO Term: Response To Salt -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Endolysosome, Metal Binding and Homeostasis
GO Term: Cellular Response To Salt -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Endolysosome, Apoptosis
GO Term: Positive Regulation Of Lateral Motor Column Neuron Migration -> Biodomain: Synapse, Cell Cycle, Apoptosis, Structural Stabilization, Epigenetic
GO Term: Negative Regulation Of Calcium Ion Import Into Sarcoplasmic Reticulum -> Biodomain: Synapse, Proteostasis, Metal Binding and Homeostasis, Structural Stabilization, Oxidative Stress
GO Term: Positive Regulation Of Calcium Ion Import Into Sarcoplasmic Reticulum -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Metal Binding and Homeostasis, Endolysosome
GO Term: Positive Regulation Of Flagellated Sperm Motility -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Epigenetic, Autophagy
GO Term: Calcitriol Binding -> Biodomain: Immune Response, Lipid Metabolism, Proteostasis, Epigenetic, Synapse
GO Term: Negative Regulation Of Metaphase/Anaphase Transition Of Meiotic Cell Cycle -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Leukocyte Differentiation -> Biodomain: Immune Response, Synapse, Epigenetic, Cell Cycle, Proteostasis
GO Term: Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process -> Biodomain: Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse
GO Term: Negative Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process -> Biodomain: Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse
GO Term: Positive Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process -> Biodomain: Apoptosis, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Synapse
GO Term: Regulation Of Organelle Assembly -> Biodomain: Synapse, Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Positive Regulation Of Organelle Assembly -> Biodomain: Synapse, Endolysosome, Autophagy, Proteostasis, Structural Stabilization
GO Term: Calcidiol Binding -> Biodomain: Lipid Metabolism, Proteostasis, Synapse, Epigenetic, Metal Binding and Homeostasis
GO Term: Lithocholic Acid Binding -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Oxidative Stress, Autophagy
GO Term: Chenodeoxycholic Acid Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Response To Inositol -> Biodomain: Synapse, Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress
GO Term: Regulation Of Response To Dna Integrity Checkpoint Signaling -> Biodomain: DNA Repair, Cell Cycle, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Regulation Of Response To Dna Damage Checkpoint Signaling -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Apoptosis, Proteostasis
GO Term: Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Cellular Response To Reactive Nitrogen Species -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Synapse, Proteostasis, Apoptosis
GO Term: Regulation Of Keratinocyte Apoptotic Process -> Biodomain: Apoptosis, Structural Stabilization, Cell Cycle, Proteostasis, Synapse
GO Term: Negative Regulation Of Keratinocyte Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Structural Stabilization, Epigenetic, Synapse
GO Term: Positive Regulation Of Keratinocyte Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Cell Cycle, Structural Stabilization, Synapse
GO Term: Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: Apoptosis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Synapse
GO Term: Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Fibroblast Growth Factor Receptor Apoptotic Signaling Pathway -> Biodomain: Apoptosis, Synapse, Proteostasis, Cell Cycle, Oxidative Stress
GO Term: Regulation Of Hepatocyte Growth Factor Receptor Signaling Pathway -> Biodomain: Synapse, Proteostasis, Cell Cycle, Autophagy, Structural Stabilization
GO Term: Negative Regulation Of Hepatocyte Growth Factor Receptor Signaling Pathway -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Epigenetic
GO Term: Positive Regulation Of Hepatocyte Growth Factor Receptor Signaling Pathway -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Epigenetic, Cell Cycle
GO Term: Negative Regulation Of Interleukin-2-Mediated Signaling Pathway -> Biodomain: Immune Response, Synapse, Cell Cycle, Proteostasis, Autophagy
GO Term: Positive Regulation Of Prolactin Signaling Pathway -> Biodomain: Synapse, Immune Response, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Negative Regulation Of Interleukin-4-Mediated Signaling Pathway -> Biodomain: Immune Response, Synapse, Proteostasis, Epigenetic, Endolysosome
GO Term: Positive Regulation Of Interleukin-4-Mediated Signaling Pathway -> Biodomain: Immune Response, Synapse, Autophagy, Endolysosome, Proteostasis
GO Term: Erythrocyte Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Cell Cycle, Immune Response, Oxidative Stress
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Ketone Body Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Synapse, Proteostasis, Oxidative Stress
GO Term: Negative Regulation Of Acrosome Reaction -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Autophagy, Synapse
GO Term: Negative Regulation Of Macrophage Colony-Stimulating Factor Signaling Pathway -> Biodomain: Immune Response, Proteostasis, Synapse, Cell Cycle, Epigenetic
GO Term: Positive Regulation Of Macrophage Colony-Stimulating Factor Signaling Pathway -> Biodomain: Immune Response, Synapse, Proteostasis, Oxidative Stress, Autophagy
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Positive Thymic T Cell Selection -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Epigenetic, Synapse
GO Term: Negative Regulation Of Positive Thymic T Cell Selection -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: Apoptosis, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Synapse
GO Term: Negative Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To Osmotic Stress By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Geranylgeranyl Diphosphate Catabolic Process -> Biodomain: Lipid Metabolism, Synapse, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Negative Regulation Of Erythrocyte Apoptotic Process -> Biodomain: Apoptosis, Proteostasis, Immune Response, Endolysosome, Oxidative Stress
GO Term: Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator -> Biodomain: Apoptosis, Proteostasis, Synapse, Cell Cycle, Oxidative Stress
GO Term: Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Apoptotic Process Involved In Outflow Tract Morphogenesis -> Biodomain: Apoptosis, Structural Stabilization, Synapse, Proteostasis, Cell Cycle
GO Term: Negative Regulation Of Apoptotic Process Involved In Outflow Tract Morphogenesis -> Biodomain: Apoptosis, Structural Stabilization, Cell Cycle, Synapse, Vasculature
GO Term: Regulation Of Delayed Rectifier Potassium Channel Activity -> Biodomain: Synapse, Structural Stabilization, Metal Binding and Homeostasis, Proteostasis, Lipid Metabolism
GO Term: Negative Regulation Of Delayed Rectifier Potassium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Apoptotic Process Involved In Blood Vessel Morphogenesis -> Biodomain: Apoptosis, Vasculature, Structural Stabilization, Endolysosome, Synapse
GO Term: Apoptotic Process Involved In Embryonic Digit Morphogenesis -> Biodomain: Apoptosis, Structural Stabilization, Cell Cycle, Synapse, Myelination
GO Term: Negative Regulation Of Polyamine Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Positive Regulation Of Polyamine Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: (R)-Carnitine Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress, Autophagy
GO Term: D3 Vitamins Binding -> Biodomain: Lipid Metabolism, Epigenetic, Immune Response, Proteostasis, Oxidative Stress
GO Term: Regulation Of Chromatin Organization -> Biodomain: Epigenetic, Proteostasis, Synapse, DNA Repair, Cell Cycle
GO Term: Voltage-Gated Potassium Channel Activity Involved In Ventricular Cardiac Muscle Cell Action Potential Repolarization -> Biodomain: Synapse, Proteostasis, Metal Binding and Homeostasis, Structural Stabilization, Lipid Metabolism
GO Term: Semaphorin-Plexin Signaling Pathway Involved In Axon Guidance -> Biodomain: Synapse, Developmental Process, Signal Transduction, Structural Stabilization, Neural Function
GO Term: Regulation Of Sodium Ion Transmembrane Transport -> Biodomain: Synapse, Metal Binding and Homeostasis, Structural Stabilization, Proteostasis, Oxidative Stress
GO Term: Negative Regulation Of Sodium Ion Transmembrane Transport -> Biodomain: Synapse, Metal Binding and Homeostasis, Structural Stabilization, Proteostasis, Oxidative Stress
GO Term: Positive Regulation Of Sodium Ion Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Metal Binding and Homeostasis, Structural Stabilization, Autophagy
GO Term: Regulation Of Copper Ion Transmembrane Transport -> Biodomain: Metal Binding and Homeostasis, Synapse, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Positive Regulation Of Retinal Ganglion Cell Axon Guidance -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Apoptotic Process Involved In Morphogenesis -> Biodomain: Apoptosis, Synapse, Structural Stabilization, Epigenetic, Proteostasis
GO Term: Negative Regulation Of Chromosome Condensation -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Structural Stabilization
GO Term: Response To Chloroquine -> Biodomain: Autophagy, Endolysosome, Proteostasis, Oxidative Stress, Apoptosis
GO Term: Cellular Response To Chloroquine -> Biodomain: Autophagy, Oxidative Stress, Proteostasis, Endolysosome, Apoptosis
GO Term: Oxaloacetate(2-) Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Synapse
GO Term: Sulfate Transmembrane Transport -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Melanocyte Apoptotic Process -> Biodomain: Apoptosis, Cell Cycle, Proteostasis, Synapse, Oxidative Stress
GO Term: Positive Regulation Of Protein Localization To Spindle Pole Body -> Biodomain: Cell Cycle, Proteostasis, Structural Stabilization, Synapse, Autophagy
GO Term: Negative Regulation Of Notch Signaling Pathway Involved In Somitogenesis -> Biodomain: Synapse, Proteostasis, Epigenetic, Structural Stabilization, Cell Cycle
GO Term: Negative Regulation Of Rna Catabolic Process -> Biodomain: Synapse, Proteostasis, RNA Spliceosome, Autophagy, Epigenetic
GO Term: Negative Regulation Of Mrna Catabolic Process -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Chemoattractant Activity Involved In Axon Guidance -> Biodomain: Synapse, Epigenetic, Structural Stabilization, Cell Cycle, Autophagy
GO Term: Ceramide 1-Phosphate Binding -> Biodomain: Lipid Metabolism, Synapse, Autophagy, Proteostasis, Endolysosome
GO Term: Ceramide 1-Phosphate Transfer Activity -> Biodomain: Lipid Metabolism, Synapse, Proteostasis, Endolysosome, Autophagy
GO Term: Ceramide 1-Phosphate Transport -> Biodomain: Lipid Metabolism, Synapse, Endolysosome, Proteostasis, Autophagy
GO Term: Protein Localization To Bicellular Tight Junction -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Cell Cycle
GO Term: Mitotic Cytokinetic Process -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Synapse
GO Term: Regulation Of Mitotic Cytokinesis -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Epigenetic
GO Term: Protein Localization To Cell Junction -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Autophagy
GO Term: Positive Regulation Of Mrna Binding -> Biodomain: Synapse, RNA Spliceosome, Proteostasis, Epigenetic, Cell Cycle
GO Term: Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Synapse, Epigenetic
GO Term: Negative Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore -> Biodomain: Cell Cycle, Proteostasis, Epigenetic, Structural Stabilization, Synapse
GO Term: Positive Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore -> Biodomain: Cell Cycle, Structural Stabilization, Synapse, Proteostasis, Epigenetic
