Running with TEMP=0.9, sub_array_index=3
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 3: rows 2000 to 2999
GO Term: Endopeptidase Inhibitor Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Immune Response
GO Term: Intracellularly Camp-Activated Cation Channel Activity -> Biodomain: Synapse, Vasculature, Metabolic Pathways, Cellular Processes, Metal Binding and Homeostasis
GO Term: Intracellularly Cgmp-Activated Cation Channel Activity -> Biodomain: Vasculature, Oxidative Stress, Apoptosis, Synapse, Proteostasis
GO Term: Volume-Sensitive Anion Channel Activity -> Biodomain: Oxidative Stress, Apoptosis, Vasculature, Structural Stabilization, Immune Response
GO Term: Calcium-Activated Cation Channel Activity -> Biodomain: Synapse, Vasculature, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Intracellular Sodium-Activated Potassium Channel Activity -> Biodomain: Synapse, Structural Stabilization, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress
GO Term: Intracellularly Calcium-Gated Chloride Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Oxidative Stress, Apoptosis, Vasculature
GO Term: Extracellular Ligand-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Vasculature, Immune Response, Proteostasis, Oxidative Stress
GO Term: Excitatory Extracellular Ligand-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Oxidative Stress, Autophagy
GO Term: Extracellularly Glutamate-Gated Ion Channel Activity -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Apoptosis, Oxidative Stress
GO Term: Inward Rectifier Potassium Channel Activity -> Biodomain: Synapse, Vasculature, Cell Cycle, Oxidative Stress, Structural Stabilization
GO Term: Gap Junction Channel Activity -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Endolysosome
GO Term: Voltage-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Vasculature, Myelination, Proteostasis, Oxidative Stress
GO Term: Voltage-Gated Calcium Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Vasculature, Immune Response, Cell Cycle
GO Term: Calcium Channel Regulator Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Vasculature, Oxidative Stress, Proteostasis
GO Term: Voltage-Gated Chloride Channel Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Structural Stabilization, Apoptosis, Oxidative Stress
GO Term: Voltage-Gated Sodium Channel Activity -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Cell Cycle, Lipid Metabolism
GO Term: Voltage-Gated Potassium Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Vasculature, Myelination, Structural Stabilization
GO Term: A-Type (Transient Outward) Potassium Channel Activity -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Vasculature, Apoptosis
GO Term: Delayed Rectifier Potassium Channel Activity -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Vasculature, Oxidative Stress
GO Term: Open Rectifier Potassium Channel Activity -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Monoatomic Anion Channel Activity -> Biodomain: Endolysosome, Synapse, Oxidative Stress, Vasculature, Immune Response
GO Term: Chloride Channel Activity -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Endolysosome, Vasculature
GO Term: Intracellularly Atp-Gated Chloride Channel Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy, Oxidative Stress
GO Term: Monoatomic Cation Channel Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Vasculature, Endolysosome, Immune Response
GO Term: Calcium Channel Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Synapse
GO Term: Potassium Channel Activity -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Myelination, Oxidative Stress
GO Term: Sodium Channel Activity -> Biodomain: Synapse, Myelination, Vasculature, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Amine Transmembrane Transporter Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Vasculature, Immune Response, Endolysosome
GO Term: Acetylcholine Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Endolysosome, Vasculature, Mitochondrial Metabolism
GO Term: Acetylcholine:Proton Antiporter Activity -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy
GO Term: Amino Acid:Proton Symporter Activity -> Biodomain: Endolysosome, Mitochondrial Metabolism, Proteostasis, Synapse, Lipid Metabolism
GO Term: Amino Acid:Sodium Symporter Activity -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Vasculature
GO Term: High-Affinity Basic Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Apoptosis
GO Term: High-Affinity L-Arginine Transmembrane Transporter Activity -> Biodomain: Immune Response, Vasculature, Synapse, Proteostasis, Lipid Metabolism
GO Term: L-Histidine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy, Immune Response
GO Term: High-Affinity Lysine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Endolysosome, Mitochondrial Metabolism, Lipid Metabolism, Autophagy
GO Term: Neutral L-Amino Acid:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Synapse, Lipid Metabolism
GO Term: Proline:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Proline:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: L-Tyrosine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Oxidative Stress
GO Term: L-Valine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Autophagy, Lipid Metabolism, Cell Cycle
GO Term: Choline:Sodium Symporter Activity -> Biodomain: Synapse, Lipid Metabolism, Myelination, Metal Binding and Homeostasis, Endolysosome
GO Term: Creatine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Synapse, Proteostasis, Autophagy
GO Term: Creatine:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Synapse, Lipid Metabolism, Oxidative Stress
GO Term: Dicarboxylic Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: L-Glutamate Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Endolysosome, Oxidative Stress, Structural Stabilization
GO Term: High-Affinity L-Glutamate Transmembrane Transporter Activity -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Apoptosis
GO Term: Phosphate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: High-Affinity Phosphate:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: Lipid Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy
GO Term: Long-Chain Fatty Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Neurotransmitter Transmembrane Transporter Activity -> Biodomain: Synapse, Transport, Neuronal Signaling, Membrane Trafficking, Neurotransmission
GO Term: Neurotransmitter:Sodium Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Endolysosome, Autophagy
GO Term: Dopamine:Sodium Symporter Activity -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Endolysosome, Lipid Metabolism
GO Term: Gamma-Aminobutyric Acid:Sodium:Chloride Symporter Activity -> Biodomain: Synapse, Structural Stabilization, Metal Binding and Homeostasis, Proteostasis, Myelination
GO Term: Norepinephrine:Sodium Symporter Activity -> Biodomain: Synapse, Transporters, Neurotransmitter Transport, Neuronal Signaling, Membrane Transport
GO Term: Serotonin:Sodium:Chloride Symporter Activity -> Biodomain: Synapse, Vasculature, Structural Stabilization, Proteostasis, Lipid Metabolism
GO Term: Nucleoside Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Lipid Metabolism, Cell Cycle, Autophagy
GO Term: Nucleotide-Sugar Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Immune Response, Proteostasis, Autophagy, Endolysosome
GO Term: Organic Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Organic Acid:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Oxygen Carrier Activity -> Biodomain: Metal Binding and Homeostasis, Vasculature, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Purine Nucleobase Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Immune Response, Epigenetic
GO Term: Atp Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Endolysosome, Proteostasis
GO Term: Pyrimidine Nucleobase Transmembrane Transporter Activity -> Biodomain: Cell Cycle, DNA Repair, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: Carbohydrate:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Synapse, Oxidative Stress, Proteostasis
GO Term: Fructose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Galactose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Structural Stabilization
GO Term: D-Glucose:Proton Symporter Activity -> Biodomain: Endolysosome, Mitochondrial Metabolism, Vasculature, Lipid Metabolism, Synapse
GO Term: Low-Affinity D-Glucose:Sodium Symporter Activity -> Biodomain: Vasculature, Metal Binding and Homeostasis, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Myo-Inositol Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Mitochondrial Metabolism, Oxidative Stress
GO Term: Myo-Inositol:Proton Symporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Autophagy
GO Term: Myo-Inositol:Sodium Symporter Activity -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Structural Stabilization, Synapse, Autophagy
GO Term: Taurine Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Structural Stabilization
GO Term: Taurine:Sodium Symporter Activity -> Biodomain: Lipid Metabolism, Synapse, Oxidative Stress, Mitochondrial Metabolism, Myelination
GO Term: Water Transmembrane Transporter Activity -> Biodomain: Vasculature, Endolysosome, Structural Stabilization, Autophagy, Myelination
GO Term: Copper Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Endolysosome, Mitochondrial Metabolism, Oxidative Stress
GO Term: Iron Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Autophagy
GO Term: Manganese Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Zinc Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: P-Type Calcium Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Synapse, Vasculature, Oxidative Stress
GO Term: P-Type Sodium:Potassium-Exchanging Transporter Activity -> Biodomain: Synapse, Vasculature, Metal Binding and Homeostasis, Structural Stabilization, Cell Cycle
GO Term: Carbohydrate:Monoatomic Cation Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Oxidative Stress
GO Term: D-Glucose:Sodium Symporter Activity -> Biodomain: Vasculature, Metal Binding and Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Structural Stabilization
GO Term: Nucleoside:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, DNA Repair, Cell Cycle, RNA Spliceosome, Immune Response
GO Term: Proton-Dependent Oligopeptide Secondary Active Transmembrane Transporter Activity -> Biodomain: Proteostasis, Endolysosome, Mitochondrial Metabolism, Autophagy, Apoptosis
GO Term: Calcium:Sodium Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Apoptosis, Structural Stabilization
GO Term: Sodium:Phosphate Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Cell Cycle, Myelination, Structural Stabilization
GO Term: Solute:Inorganic Anion Antiporter Activity -> Biodomain: Endolysosome, Mitochondrial Metabolism, Vasculature, Autophagy, Immune Response
GO Term: Cmp-N-Acetylneuraminate Transmembrane Transporter Activity -> Biodomain: Carbohydrate Metabolism, Membrane Trafficking and Transport, Glycosylation and Glycobiology, Cellular Metabolism, Metabolite Transport
GO Term: Gdp-Fucose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Immune Response, Proteostasis, Endolysosome, Vasculature
GO Term: Gdp-Mannose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Transport, Glycosylation, Protein Trafficking
GO Term: Udp-Galactose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Structural Stabilization, Mitochondrial Metabolism
GO Term: Udp-Glucose Transmembrane Transporter Activity -> Biodomain: Proteostasis, Lipid Metabolism, APP Metabolism, Endolysosome, Structural Stabilization
GO Term: Udp-Glucuronate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Structural Stabilization
GO Term: Udp-N-Acetylglucosamine Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism
GO Term: Udp-N-Acetylgalactosamine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Metal Binding and Homeostasis
GO Term: Udp-Xylose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Vasculature, Immune Response
GO Term: Atp:Adp Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Proteostasis, Autophagy, Oxidative Stress
GO Term: Carnitine:O-Acyl-L-Carnitine Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Structural Stabilization, Oxidative Stress
GO Term: Pyruvate Secondary Active Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Soluble Nsf Attachment Protein Activity -> Biodomain: Proteostasis, Endolysosome, Synapse, Autophagy, APP Metabolism
GO Term: Snap Receptor Activity -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Steroid Binding -> Biodomain: Lipid Metabolism, Epigenetic, Mitochondrial Metabolism, Proteostasis, Autophagy
GO Term: Androgen Binding -> Biodomain: Epigenetic, Lipid Metabolism, Proteostasis, Cell Cycle, Mitochondrial Metabolism
GO Term: Vitamin D Binding -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Immune Response, Proteostasis, Cell Cycle
GO Term: Retinoid Binding -> Biodomain: Lipid Metabolism, Cell Cycle, Immune Response, Epigenetic, Structural Stabilization
GO Term: 11-Cis Retinal Binding -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Synapse, Endolysosome
GO Term: All-Trans Retinal Binding -> Biodomain: Lipid Metabolism, Synapse, Proteostasis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Fatty Acid Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Iron Ion Binding -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis
GO Term: Copper Ion Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Endolysosome
GO Term: Calcium Ion Binding -> Biodomain: Metal Binding and Homeostasis, Synapse, Mitochondrial Metabolism, Oxidative Stress, Apoptosis
GO Term: Detection Of Calcium Ion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Apoptosis
GO Term: Protein Binding -> Biodomain: Proteostasis, Autophagy, Synapse, Immune Response, Apoptosis
GO Term: Calmodulin Binding -> Biodomain: Metal Binding and Homeostasis, Vasculature, Synapse, Cell Cycle, Proteostasis
GO Term: Collagen Binding -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Cytoskeletal Regulatory Protein Binding -> Biodomain: Structural Stabilization, Tau Homeostasis, Cell Cycle, Proteostasis, Synapse
GO Term: Insulin-Like Growth Factor Binding -> Biodomain: Proteostasis, Cell Cycle, Lipid Metabolism, Autophagy, Apoptosis
GO Term: Lamin Binding -> Biodomain: Structural Stabilization, Proteostasis, Epigenetic, DNA Repair, Cell Cycle
GO Term: Profilin Binding -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Cell Cycle, Autophagy
GO Term: Tropomyosin Binding -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Atp Binding -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Cell Cycle, Oxidative Stress
GO Term: Gtp Binding -> Biodomain: Cell Cycle, Immune Response, Proteostasis, Synapse, Autophagy
GO Term: Macrolide Binding -> Biodomain: Mitochondrial Metabolism, Proteostasis, Immune Response, Metal Binding and Homeostasis, Autophagy
GO Term: Fk506 Binding -> Biodomain: Immune Response, Proteostasis, Autophagy, Apoptosis, Oxidative Stress
GO Term: Galactose Binding -> Biodomain: Glycosylation, Carbohydrate Metabolism, Proteostasis, Structural Stabilization, Lipid Metabolism
GO Term: D-Glucose Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: D-Mannose Binding -> Biodomain: Immune Response, Proteostasis, Endolysosome, Lipid Metabolism, APP Metabolism
GO Term: Glycosaminoglycan Binding -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Immune Response, Vasculature
GO Term: Hyaluronic Acid Binding -> Biodomain: Structural Stabilization, Immune Response, Vasculature, Proteostasis, Endolysosome
GO Term: Folic Acid Binding -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Epigenetic, DNA Repair, Oxidative Stress
GO Term: Phospholipid Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Calcium-Dependent Phospholipid Binding -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Endolysosome, Apoptosis
GO Term: 1-Phosphatidylinositol Binding -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Proteostasis, Vasculature
GO Term: Phosphatidylinositol-4,5-Bisphosphate Binding -> Biodomain: Lipid Metabolism, Structural Stabilization, Endolysosome, Proteostasis, Synapse
GO Term: Phosphatidylinositol-3,4,5-Trisphosphate Binding -> Biodomain: Lipid Metabolism, Proteostasis, Autophagy, Cell Cycle, Mitochondrial Metabolism
GO Term: Phospholipid Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Mitochondrial Metabolism, Myelination, Autophagy
GO Term: Odorant Binding -> Biodomain: Proteostasis, Synapse, Lipid Metabolism, Metal Binding and Homeostasis, Structural Stabilization
GO Term: Pheromone Binding -> Biodomain: Immune Response, Synapse, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Cellular Component -> Biodomain: Structural Stabilization, Synapse, Endolysosome, Mitochondrial Metabolism, Proteostasis
GO Term: Extracellular Region -> Biodomain: Immune Response, Vasculature, Lipid Metabolism, Proteostasis, Synapse
GO Term: Fibrinogen Complex -> Biodomain: Vasculature, Immune Response, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Membrane Attack Complex -> Biodomain: Immune Response, Apoptosis, Endolysosome, Lipid Metabolism, Vasculature
GO Term: Collagen Trimer -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Metal Binding and Homeostasis, Autophagy
GO Term: Collagen Type Xv Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Fibrillar Collagen Trimer -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Endolysosome, Metal Binding and Homeostasis
GO Term: Collagen Type I Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Cell Cycle, Immune Response
GO Term: Collagen Type Ii Trimer -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Collagen Type Iii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Autophagy
GO Term: Collagen Type Iv Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Endolysosome
GO Term: Collagen Type V Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Autophagy
GO Term: Collagen Type Vi Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Metal Binding and Homeostasis
GO Term: Collagen Type Vii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Immune Response
GO Term: Collagen Type Viii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Endolysosome
GO Term: Collagen Type Xi Trimer -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Metal Binding and Homeostasis, Autophagy
GO Term: Collagen Type Ix Trimer -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Endolysosome, Immune Response
GO Term: Collagen Type Xii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Collagen Type Xiv Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Immune Response, Metal Binding and Homeostasis
GO Term: Collagen Type Xvi Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Autophagy
GO Term: Collagen Type X Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Apoptosis, Metal Binding and Homeostasis
GO Term: Collagen Type Xiii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Autophagy, Endolysosome
GO Term: Classical-Complement-Pathway C3/C5 Convertase Complex -> Biodomain: Immune Response, Proteostasis, Apoptosis, Autophagy, Endolysosome
GO Term: Complement Component C1 Complex -> Biodomain: Immune Response, Proteostasis, Endolysosome, Apoptosis, Vasculature
GO Term: Basement Membrane -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Extracellular Matrix, Cell Adhesion
GO Term: Laminin-1 Complex -> Biodomain: Structural Stabilization, Vasculature, Synapse, Proteostasis, Endolysosome
GO Term: Laminin-2 Complex -> Biodomain: Structural Stabilization, Myelination, Vasculature, Immune Response, Proteostasis
GO Term: Laminin-3 Complex -> Biodomain: Structural Stabilization, Synapse, Vasculature, Immune Response, Apoptosis
GO Term: Laminin-5 Complex -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Immune Response, Lipid Metabolism
GO Term: Interstitial Matrix -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Extracellular Space -> Biodomain: Vasculature, Immune Response, Proteostasis, Synapse, Structural Stabilization
GO Term: Nucleus -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, RNA Spliceosome, Structural Stabilization
GO Term: Nuclear Envelope -> Biodomain: Structural Stabilization, Cell Cycle, DNA Repair, Proteostasis, Epigenetic
GO Term: Nuclear Inner Membrane -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, DNA Repair, Epigenetic
GO Term: Lamin Filament -> Biodomain: Structural Stabilization, Cell Cycle, DNA Repair, Proteostasis, Apoptosis
GO Term: Nuclear Outer Membrane -> Biodomain: Proteostasis, Structural Stabilization, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Nuclear Envelope Lumen -> Biodomain: Structural Stabilization, Lipid Metabolism, Cell Cycle, Epigenetic, DNA Repair
GO Term: Annulate Lamellae -> Biodomain: Structural Stabilization, Lipid Metabolism, Proteostasis, Cell Cycle, Autophagy
GO Term: Nuclear Pore -> Biodomain: Structural Stabilization, Proteostasis, RNA Spliceosome, Cell Cycle, DNA Repair
GO Term: Nuclear Lamina -> Biodomain: Structural Stabilization, Cell Cycle, DNA Repair, Epigenetic, Proteostasis
GO Term: Nucleoplasm -> Biodomain: Epigenetic, DNA Repair, RNA Spliceosome, Proteostasis, Cell Cycle
GO Term: Nucleolar Ribonuclease P Complex -> Biodomain: RNA Spliceosome, Metal Binding and Homeostasis, Proteostasis, Epigenetic, Cell Cycle
GO Term: Nuclear Pre-Replicative Complex -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Proteostasis, Autophagy
GO Term: Replication Fork -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Proteostasis, Structural Stabilization
GO Term: Alpha Dna Polymerase:Primase Complex -> Biodomain: DNA Repair, Cell Cycle, Proteostasis, Epigenetic, Autophagy
GO Term: Dna Replication Factor A Complex -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Epigenetic, Mitochondrial Metabolism
GO Term: Dna Replication Factor C Complex -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Structural Stabilization
GO Term: Nuclear Origin Of Replication Recognition Complex -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Structural Stabilization, Proteostasis
GO Term: Rna Polymerase Ii, Core Complex -> Biodomain: Epigenetic, RNA Spliceosome, DNA Repair, Cell Cycle, Proteostasis
GO Term: Rna Polymerase Iii Complex -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, RNA Spliceosome, DNA Repair
GO Term: Transcription Regulator Complex -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Proteostasis, Autophagy
GO Term: Rna Polymerase Transcription Factor Sl1 Complex -> Biodomain: Epigenetic, Cell Cycle, Structural Stabilization, Proteostasis, DNA Repair
GO Term: Transcription Factor Tfiid Complex -> Biodomain: Epigenetic, Cell Cycle, DNA Repair, Proteostasis, Structural Stabilization
GO Term: Transcription Factor Tfiia Complex -> Biodomain: Epigenetic, Proteostasis, Structural Stabilization, Cell Cycle, DNA Repair
GO Term: Transcription Factor Tfiie Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Transcription Factor Tfiif Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Cell Cycle
GO Term: Transcription Factor Tfiih Holo Complex -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Chromatin Silencing Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
