Running with TEMP=0.1, sub_array_index=5
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 5: rows 2000 to 2499
GO Term: Endopeptidase Inhibitor Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Immune Response
GO Term: Intracellularly Camp-Activated Cation Channel Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Synapse, Autophagy, Proteostasis
GO Term: Intracellularly Cgmp-Activated Cation Channel Activity -> Biodomain: Structural Stabilization, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Vasculature
GO Term: Volume-Sensitive Anion Channel Activity -> Biodomain: Structural Stabilization, Apoptosis, Cell Cycle, Oxidative Stress, Autophagy
GO Term: Calcium-Activated Cation Channel Activity -> Biodomain: Oxidative Stress, Synapse, Proteostasis, Endolysosome, Apoptosis
GO Term: Intracellular Sodium-Activated Potassium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Oxidative Stress, Apoptosis, Proteostasis
GO Term: Intracellularly Calcium-Gated Chloride Channel Activity -> Biodomain: Synapse, Proteostasis, Endolysosome, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Extracellular Ligand-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Vasculature, Immune Response, Proteostasis, Oxidative Stress
GO Term: Excitatory Extracellular Ligand-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Structural Stabilization, Autophagy
GO Term: Extracellularly Glutamate-Gated Ion Channel Activity -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Inward Rectifier Potassium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Vasculature, Oxidative Stress, Structural Stabilization
GO Term: Gap Junction Channel Activity -> Biodomain: Synapse, Structural Stabilization, Cell Cycle, Vasculature, Proteostasis
GO Term: Voltage-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Vasculature, Myelination, Structural Stabilization, Metal Binding and Homeostasis
GO Term: Voltage-Gated Calcium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Structural Stabilization, Synapse, Mitochondrial Metabolism, Vasculature
GO Term: Calcium Channel Regulator Activity -> Biodomain: Synapse, Structural Stabilization, Oxidative Stress, Vasculature, Proteostasis
GO Term: Voltage-Gated Chloride Channel Activity -> Biodomain: Structural Stabilization, Synapse, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Voltage-Gated Sodium Channel Activity -> Biodomain: Synapse, Myelination, Vasculature, Metal Binding and Homeostasis, Structural Stabilization
GO Term: Voltage-Gated Potassium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Vasculature, Myelination, Apoptosis
GO Term: A-Type (Transient Outward) Potassium Channel Activity -> Biodomain: Synapse, Structural Stabilization, Metal Binding and Homeostasis, Vasculature, Proteostasis
GO Term: Delayed Rectifier Potassium Channel Activity -> Biodomain: Synapse, Structural Stabilization, Vasculature, Metal Binding and Homeostasis, Mitochondrial Metabolism
GO Term: Open Rectifier Potassium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Structural Stabilization, Vasculature, Proteostasis
GO Term: Monoatomic Anion Channel Activity -> Biodomain: Vasculature, Mitochondrial Metabolism, Endolysosome, Synapse, Apoptosis
GO Term: Chloride Channel Activity -> Biodomain: Synapse, Endolysosome, Vasculature, Myelination, Immune Response
GO Term: Intracellularly Atp-Gated Chloride Channel Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Autophagy
GO Term: Monoatomic Cation Channel Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse, Metal Binding and Homeostasis
GO Term: Calcium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Potassium Channel Activity -> Biodomain: Synapse, Structural Stabilization, Vasculature, Metal Binding and Homeostasis, Proteostasis
GO Term: Sodium Channel Activity -> Biodomain: Structural Stabilization, Metal Binding and Homeostasis, Synapse, Vasculature, Proteostasis
GO Term: Amine Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Acetylcholine Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress
GO Term: Acetylcholine:Proton Antiporter Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Oxidative Stress
GO Term: Amino Acid:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Synapse, Autophagy, Proteostasis
GO Term: Amino Acid:Sodium Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Endolysosome, Vasculature, Proteostasis
GO Term: High-Affinity Basic Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Cell Cycle
GO Term: High-Affinity L-Arginine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Immune Response
GO Term: L-Histidine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Immune Response, Endolysosome, Metal Binding and Homeostasis
GO Term: High-Affinity Lysine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Neutral L-Amino Acid:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Mitochondrial Metabolism, Synapse, Endolysosome
GO Term: Proline:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy, Oxidative Stress
GO Term: Proline:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Autophagy
GO Term: L-Tyrosine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Oxidative Stress, Lipid Metabolism
GO Term: L-Valine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Choline:Sodium Symporter Activity -> Biodomain: Lipid Metabolism, Synapse, Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis
GO Term: Creatine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Synapse, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Creatine:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Synapse, Oxidative Stress, Proteostasis
GO Term: Dicarboxylic Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Endolysosome
GO Term: L-Glutamate Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Autophagy, Mitochondrial Metabolism, Oxidative Stress
GO Term: High-Affinity L-Glutamate Transmembrane Transporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Phosphate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Endolysosome
GO Term: High-Affinity Phosphate:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Endolysosome, Autophagy, Proteostasis
GO Term: Lipid Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Proteostasis, Vasculature
GO Term: Long-Chain Fatty Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy
GO Term: Neurotransmitter Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Endolysosome, Autophagy
GO Term: Neurotransmitter:Sodium Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Structural Stabilization, Autophagy
GO Term: Dopamine:Sodium Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress
GO Term: Gamma-Aminobutyric Acid:Sodium:Chloride Symporter Activity -> Biodomain: Synapse  
Proteostasis  
Metal Binding and Homeostasis  
Lipid Metabolism  
Oxidative Stress
GO Term: Norepinephrine:Sodium Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Structural Stabilization, Vasculature, Proteostasis
GO Term: Serotonin:Sodium:Chloride Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Endolysosome, Proteostasis, Autophagy
GO Term: Nucleoside Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, DNA Repair, Epigenetic, Cell Cycle
GO Term: Nucleotide-Sugar Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Endolysosome
GO Term: Organic Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Metal Binding and Homeostasis, Proteostasis
GO Term: Organic Acid:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Endolysosome, Proteostasis
GO Term: Oxygen Carrier Activity -> Biodomain: Mitochondrial Metabolism, Vasculature, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: Purine Nucleobase Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Atp Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Oxidative Stress
GO Term: Pyrimidine Nucleobase Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Cell Cycle, RNA Spliceosome, Autophagy
GO Term: Carbohydrate:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, Oxidative Stress, Lipid Metabolism
GO Term: Fructose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Proteostasis
GO Term: Galactose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Endolysosome, Proteostasis
GO Term: D-Glucose:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Vasculature, Immune Response, Oxidative Stress, Autophagy
GO Term: Low-Affinity D-Glucose:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Vasculature, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis
GO Term: Myo-Inositol Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Mitochondrial Metabolism, Synapse
GO Term: Myo-Inositol:Proton Symporter Activity -> Biodomain: Endolysosome, Lipid Metabolism, Autophagy, Mitochondrial Metabolism, Proteostasis
GO Term: Myo-Inositol:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Myelination, Endolysosome, Autophagy
GO Term: Taurine Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis
GO Term: Taurine:Sodium Symporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Synapse
GO Term: Water Transmembrane Transporter Activity -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: Copper Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Iron Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Proteostasis
GO Term: Manganese Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Endolysosome, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Zinc Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: P-Type Calcium Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Mitochondrial Metabolism, Synapse, Oxidative Stress
GO Term: P-Type Sodium:Potassium-Exchanging Transporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Lipid Metabolism, Proteostasis
GO Term: Carbohydrate:Monoatomic Cation Symporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Endolysosome, Lipid Metabolism, Proteostasis
GO Term: D-Glucose:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Vasculature, Lipid Metabolism, Autophagy
GO Term: Nucleoside:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Cell Cycle, RNA Spliceosome, DNA Repair
GO Term: Proton-Dependent Oligopeptide Secondary Active Transmembrane Transporter Activity -> Biodomain: Endolysosome, Proteostasis, Mitochondrial Metabolism, Autophagy, APP Metabolism
GO Term: Calcium:Sodium Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Apoptosis, Proteostasis
GO Term: Sodium:Phosphate Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Autophagy
GO Term: Solute:Inorganic Anion Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Structural Stabilization, Vasculature
GO Term: Cmp-N-Acetylneuraminate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Structural Stabilization
GO Term: Gdp-Fucose Transmembrane Transporter Activity -> Biodomain: Proteostasis, Endolysosome, Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization
GO Term: Gdp-Mannose Transmembrane Transporter Activity -> Biodomain: Protein Modification, Proteostasis, Lipid Metabolism, Endolysosome, Mitochondrial Metabolism
GO Term: Udp-Galactose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Structural Stabilization, Mitochondrial Metabolism, Myelination, Proteostasis
GO Term: Udp-Glucose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Udp-Glucuronate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Proteostasis
GO Term: Udp-N-Acetylglucosamine Transmembrane Transporter Activity -> Biodomain: Endolysosome, Proteostasis, Autophagy, Epigenetic, Lipid Metabolism
GO Term: Udp-N-Acetylgalactosamine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Lipid Metabolism, Myelination, APP Metabolism, Structural Stabilization
GO Term: Udp-Xylose Transmembrane Transporter Activity -> Biodomain: Proteostasis, Lipid Metabolism, Endolysosome, Autophagy, Structural Stabilization
GO Term: Atp:Adp Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Apoptosis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Carnitine:O-Acyl-L-Carnitine Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Pyruvate Secondary Active Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Apoptosis
GO Term: Soluble Nsf Attachment Protein Activity -> Biodomain: Proteostasis, Synapse, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Snap Receptor Activity -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Structural Stabilization
GO Term: Steroid Binding -> Biodomain: Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Structural Stabilization, Mitochondrial Metabolism
GO Term: Androgen Binding -> Biodomain: Lipid Metabolism, Epigenetic, Proteostasis, Metal Binding and Homeostasis, Vasculature
GO Term: Vitamin D Binding -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Retinoid Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization, Endolysosome, Proteostasis
GO Term: 11-Cis Retinal Binding -> Biodomain: Lipid Metabolism, Synapse, Oxidative Stress, Apoptosis, Epigenetic
GO Term: All-Trans Retinal Binding -> Biodomain: Lipid Metabolism, Oxidative Stress, Cell Cycle, Autophagy, Endolysosome
GO Term: Fatty Acid Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Iron Ion Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Copper Ion Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Apoptosis, Autophagy
GO Term: Calcium Ion Binding -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Synapse, Apoptosis, Oxidative Stress
GO Term: Detection Of Calcium Ion -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Apoptosis, Synapse
GO Term: Protein Binding -> Biodomain: Proteostasis, Autophagy, Apoptosis, Synapse, Immune Response
GO Term: Calmodulin Binding -> Biodomain: Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Cell Cycle, Synapse
GO Term: Collagen Binding -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Extracellular Matrix Organization, Cell Adhesion
GO Term: Cytoskeletal Regulatory Protein Binding -> Biodomain: Structural Stabilization, Tau Homeostasis, Cell Cycle, Synapse, Proteostasis
GO Term: Insulin-Like Growth Factor Binding -> Biodomain: Proteostasis, Apoptosis, Autophagy, Cell Cycle, Endolysosome
GO Term: Lamin Binding -> Biodomain: Structural Stabilization, Proteostasis, Epigenetic, Cell Cycle, DNA Repair
GO Term: Profilin Binding -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Cell Cycle, Immune Response
GO Term: Tropomyosin Binding -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Cell Cycle, Autophagy
GO Term: Atp Binding -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Cell Cycle, DNA Repair
GO Term: Gtp Binding -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Cell Cycle, Lipid Metabolism
GO Term: Macrolide Binding -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy
GO Term: Fk506 Binding -> Biodomain: Proteostasis, Immune Response, Mitochondrial Metabolism, Synapse, Apoptosis
GO Term: Galactose Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: D-Glucose Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, Cell Cycle
GO Term: D-Mannose Binding -> Biodomain: Lipid Metabolism, Immune Response, Proteostasis, Endolysosome, Autophagy
GO Term: Glycosaminoglycan Binding -> Biodomain: Structural Stabilization, Vasculature, Synapse, Myelination, APP Metabolism
GO Term: Hyaluronic Acid Binding -> Biodomain: Structural Stabilization, Immune Response, Vasculature, Endolysosome, Apoptosis
GO Term: Folic Acid Binding -> Biodomain: Mitochondrial Metabolism, DNA Repair, Epigenetic, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Phospholipid Binding -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Mitochondrial Metabolism, Cell Cycle
GO Term: Calcium-Dependent Phospholipid Binding -> Biodomain: Lipid Metabolism, Apoptosis, Autophagy, Mitochondrial Metabolism, Oxidative Stress
GO Term: 1-Phosphatidylinositol Binding -> Biodomain: Lipid Metabolism, Proteostasis, Autophagy, Endolysosome, Metal Binding and Homeostasis
GO Term: Phosphatidylinositol-4,5-Bisphosphate Binding -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Structural Stabilization, Synapse
GO Term: Phosphatidylinositol-3,4,5-Trisphosphate Binding -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Immune Response
GO Term: Phospholipid Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, Cell Cycle
GO Term: Odorant Binding -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Pheromone Binding -> Biodomain: Signal Transduction, Neurogenesis, Cell Signaling, Synapse, Lipid Metabolism
GO Term: Cellular Component -> Biodomain: Endolysosome, Synapse, Autophagy, RNA Spliceosome, Structural Stabilization
GO Term: Extracellular Region -> Biodomain: Vasculature, Immune Response, Synapse, Proteostasis, Structural Stabilization
GO Term: Fibrinogen Complex -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Immune Response, Lipid Metabolism
GO Term: Membrane Attack Complex -> Biodomain: Immune Response, Proteostasis, Apoptosis, Structural Stabilization, Lipid Metabolism
GO Term: Collagen Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Immune Response, Metal Binding and Homeostasis
GO Term: Collagen Type Xv Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Immune Response
GO Term: Fibrillar Collagen Trimer -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Endolysosome, Autophagy
GO Term: Collagen Type I Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Collagen Type Ii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Apoptosis
GO Term: Collagen Type Iii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Immune Response, Autophagy
GO Term: Collagen Type Iv Trimer -> Biodomain: Structural Stabilization, Extracellular Matrix Organization, Vasculature, Proteostasis, Cell Adhesion
GO Term: Collagen Type V Trimer -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Extracellular Matrix, Cell Periphery
GO Term: Collagen Type Vi Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Immune Response, Autophagy
GO Term: Collagen Type Vii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Collagen Type Viii Trimer -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Metal Binding and Homeostasis, Immune Response
GO Term: Collagen Type Xi Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Collagen Type Ix Trimer -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Autophagy, Immune Response
GO Term: Collagen Type Xii Trimer -> Biodomain: Structural Stabilization  
Vasculature  
Proteostasis  
Autophagy  
Endolysosome
GO Term: Collagen Type Xiv Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Extracellular Matrix, Lipid Metabolism
GO Term: Collagen Type Xvi Trimer -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Endolysosome, Apoptosis
GO Term: Collagen Type X Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Immune Response
GO Term: Collagen Type Xiii Trimer -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Immune Response, Apoptosis
GO Term: Classical-Complement-Pathway C3/C5 Convertase Complex -> Biodomain: Immune Response, Proteostasis, Vasculature, Apoptosis, Structural Stabilization
GO Term: Complement Component C1 Complex -> Biodomain: Immune Response, Vasculature, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Basement Membrane -> Biodomain: Structural Stabilization, Vasculature, Synapse, Immune Response, Proteostasis
GO Term: Laminin-1 Complex -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Synapse, Immune Response
GO Term: Laminin-2 Complex -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Synapse, Cell Cycle
GO Term: Laminin-3 Complex -> Biodomain: Structural Stabilization, Vasculature, Synapse, Proteostasis, Lipid Metabolism
GO Term: Laminin-5 Complex -> Biodomain: Structural Stabilization, Extracellular Matrix, Vasculature, Synapse, Proteostasis
GO Term: Interstitial Matrix -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Extracellular Space -> Biodomain: Vasculature, Immune Response, APP Metabolism, Apoptosis, Lipid Metabolism
GO Term: Nucleus -> Biodomain: DNA Repair, Epigenetic, RNA Spliceosome, Cell Cycle, Proteostasis
GO Term: Nuclear Envelope -> Biodomain: Structural Stabilization, Cell Cycle, DNA Repair, Epigenetic, Lipid Metabolism
GO Term: Nuclear Inner Membrane -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Autophagy, DNA Repair
GO Term: Lamin Filament -> Biodomain: Structural Stabilization, Cell Cycle, Apoptosis, DNA Repair, Lipid Metabolism
GO Term: Nuclear Outer Membrane -> Biodomain: Structural Stabilization, Endolysosome, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Nuclear Envelope Lumen -> Biodomain: Structural Stabilization  
Endolysosome  
Proteostasis  
Autophagy  
Lipid Metabolism
GO Term: Annulate Lamellae -> Biodomain: Structural Stabilization, Proteostasis, Lipid Metabolism, Endolysosome, Autophagy
GO Term: Nuclear Pore -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Autophagy, DNA Repair
GO Term: Nuclear Lamina -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Endolysosome, DNA Repair
GO Term: Nucleoplasm -> Biodomain: DNA Repair, Epigenetic, Proteostasis, RNA Spliceosome, Autophagy
GO Term: Nucleolar Ribonuclease P Complex -> Biodomain: RNA Spliceosome, Proteostasis, Endolysosome, Epigenetic, DNA Repair
GO Term: Nuclear Pre-Replicative Complex -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Autophagy
GO Term: Replication Fork -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Structural Stabilization, Proteostasis
GO Term: Alpha Dna Polymerase:Primase Complex -> Biodomain: DNA Repair, Cell Cycle, Proteostasis, Epigenetic, Structural Stabilization
GO Term: Dna Replication Factor A Complex -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Epigenetic, Proteostasis
GO Term: Dna Replication Factor C Complex -> Biodomain: Cell Cycle, DNA Repair, Structural Stabilization, Proteostasis, Epigenetic
GO Term: Nuclear Origin Of Replication Recognition Complex -> Biodomain: DNA Repair, Cell Cycle, Structural Stabilization, Proteostasis, Epigenetic
GO Term: Rna Polymerase Ii, Core Complex -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Cell Cycle, Proteostasis
GO Term: Rna Polymerase Iii Complex -> Biodomain: Epigenetic, Proteostasis, Cell Cycle, Metal Binding and Homeostasis, Structural Stabilization
GO Term: Transcription Regulator Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy
GO Term: Rna Polymerase Transcription Factor Sl1 Complex -> Biodomain: Epigenetic, Proteostasis, Cell Cycle, DNA Repair, Structural Stabilization
GO Term: Transcription Factor Tfiid Complex -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Transcription Factor Tfiia Complex -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy
GO Term: Transcription Factor Tfiie Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Structural Stabilization, Cell Cycle
GO Term: Transcription Factor Tfiif Complex -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Cell Cycle
