Running with TEMP=0.9, sub_array_index=5
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 5: rows 2000 to 2499
GO Term: Endopeptidase Inhibitor Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Immune Response
GO Term: Intracellularly Cyclic Nucleotide-Activated Monoatomic Cation Channel Activity -> Biodomain: Synapse, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis
GO Term: Intracellularly Camp-Activated Cation Channel Activity -> Biodomain: Synapse, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Structural Stabilization
GO Term: Intracellularly Cgmp-Activated Cation Channel Activity -> Biodomain: Structural Stabilization, Metal Binding and Homeostasis, Proteostasis, Synapse, Oxidative Stress
GO Term: Volume-Sensitive Anion Channel Activity -> Biodomain: Oxidative Stress, Apoptosis, Autophagy, Cell Cycle, Structural Stabilization
GO Term: Calcium-Activated Cation Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Intracellular Sodium-Activated Potassium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Proteostasis, Structural Stabilization, Lipid Metabolism
GO Term: Intracellularly Calcium-Gated Chloride Channel Activity -> Biodomain: Oxidative Stress, Synapse, Proteostasis, Apoptosis, Mitochondrial Metabolism
GO Term: Extracellular Ligand-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Structural Stabilization, Vasculature
GO Term: Excitatory Extracellular Ligand-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Extracellularly Glutamate-Gated Ion Channel Activity -> Biodomain: Synapse, Proteostasis, Endolysosome, Autophagy, Oxidative Stress
GO Term: Inward Rectifier Potassium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Vasculature, Synapse, Structural Stabilization, Proteostasis
GO Term: Gap Junction Channel Activity -> Biodomain: Synapse, Structural Stabilization, Vasculature, Proteostasis, Immune Response
GO Term: Voltage-Gated Monoatomic Ion Channel Activity -> Biodomain: Synapse, Structural Stabilization, Apoptosis, Metal Binding and Homeostasis, Vasculature
GO Term: Voltage-Gated Calcium Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Vasculature, Proteostasis, Oxidative Stress
GO Term: Calcium Channel Regulator Activity -> Biodomain: Structural Stabilization, Synapse, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Voltage-Gated Chloride Channel Activity -> Biodomain: Synapse, Vasculature, Endolysosome, Immune Response, Oxidative Stress
GO Term: Voltage-Gated Sodium Channel Activity -> Biodomain: Synapse, Myelination, Metal Binding and Homeostasis, Vasculature, Oxidative Stress
GO Term: Voltage-Gated Potassium Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Structural Stabilization, Oxidative Stress, Proteostasis
GO Term: A-Type (Transient Outward) Potassium Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Vasculature, Structural Stabilization, Proteostasis
GO Term: Delayed Rectifier Potassium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Vasculature, Apoptosis, Myelination
GO Term: Open Rectifier Potassium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Vasculature, Myelination, Structural Stabilization
GO Term: Monoatomic Anion Channel Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Synapse, Vasculature, Endolysosome
GO Term: Chloride Channel Activity -> Biodomain: Endolysosome, Synapse, Mitochondrial Metabolism, Autophagy, Immune Response
GO Term: Intracellularly Atp-Gated Chloride Channel Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome, Oxidative Stress
GO Term: Monoatomic Cation Channel Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Vasculature, Immune Response, Endolysosome
GO Term: Calcium Channel Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Synapse, Proteostasis, Structural Stabilization
GO Term: Potassium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Synapse, Structural Stabilization, Vasculature, Autophagy
GO Term: Sodium Channel Activity -> Biodomain: Synapse, Myelination, Metal Binding and Homeostasis, Vasculature, Structural Stabilization
GO Term: Amine Transmembrane Transporter Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Endolysosome, Lipid Metabolism, Proteostasis
GO Term: Acetylcholine Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: Acetylcholine:Proton Antiporter Activity -> Biodomain: Synapse, Endolysosome, Mitochondrial Metabolism, Autophagy, Vasculature
GO Term: Amino Acid:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Synapse, Proteostasis, Autophagy
GO Term: Amino Acid:Sodium Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Vasculature, Endolysosome, Proteostasis
GO Term: High-Affinity Basic Amino Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome, Apoptosis
GO Term: High-Affinity L-Arginine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Endolysosome, Vasculature, Oxidative Stress
GO Term: L-Histidine Transmembrane Transporter Activity -> Biodomain: Amino Acid Metabolism, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Endolysosome
GO Term: High-Affinity Lysine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Autophagy, Endolysosome, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Neutral L-Amino Acid:Sodium Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Proline:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Proline:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: L-Tyrosine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Synapse, Endolysosome, Autophagy
GO Term: L-Valine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Structural Stabilization, Mitochondrial Metabolism, Autophagy, Cell Cycle
GO Term: Choline:Sodium Symporter Activity -> Biodomain: Synapse, Lipid Metabolism, Metal Binding and Homeostasis, Structural Stabilization, Endolysosome
GO Term: Creatine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Creatine:Sodium Symporter Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress
GO Term: Dicarboxylic Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: L-Glutamate Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Endolysosome
GO Term: High-Affinity L-Glutamate Transmembrane Transporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Phosphate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Proteostasis, Oxidative Stress
GO Term: High-Affinity Phosphate:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Endolysosome, Autophagy, Lipid Metabolism
GO Term: Lipid Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy
GO Term: Long-Chain Fatty Acid Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Proteostasis
GO Term: Neurotransmitter Transmembrane Transporter Activity -> Biodomain: Synapse, Proteostasis, Endolysosome, Mitochondrial Metabolism, Oxidative Stress
GO Term: Neurotransmitter:Sodium Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Dopamine:Sodium Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Gamma-Aminobutyric Acid:Sodium:Chloride Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Structural Stabilization, Lipid Metabolism
GO Term: Norepinephrine:Sodium Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Proteostasis, Vasculature, Lipid Metabolism
GO Term: Serotonin:Sodium:Chloride Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Structural Stabilization, Proteostasis, Lipid Metabolism
GO Term: Nucleoside Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, Lipid Metabolism, Cell Cycle
GO Term: Nucleotide-Sugar Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, APP Metabolism, Proteostasis, Endolysosome, Mitochondrial Metabolism
GO Term: Organic Acid Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Organic Acid:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Mitochondrial Metabolism, Vasculature, Synapse
GO Term: Oxygen Carrier Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Purine Nucleobase Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, Endolysosome, Autophagy, Oxidative Stress
GO Term: Atp Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Oxidative Stress, Lipid Metabolism
GO Term: Pyrimidine Nucleobase Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Cell Cycle, DNA Repair, Autophagy, Immune Response
GO Term: Carbohydrate:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Autophagy, Lipid Metabolism, Proteostasis
GO Term: Fructose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Galactose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Oxidative Stress, Proteostasis, Autophagy
GO Term: D-Glucose:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis
GO Term: Low-Affinity D-Glucose:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Vasculature, Lipid Metabolism, Mitochondrial Metabolism, Autophagy
GO Term: Myo-Inositol Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Myo-Inositol:Proton Symporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Myo-Inositol:Sodium Symporter Activity -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Taurine Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Synapse
GO Term: Taurine:Sodium Symporter Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Oxidative Stress, Lipid Metabolism, Vasculature
GO Term: Water Transmembrane Transporter Activity -> Biodomain: Vasculature, Endolysosome, Autophagy, Apoptosis, Structural Stabilization
GO Term: Copper Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Structural Stabilization
GO Term: Iron Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Lipid Metabolism
GO Term: Manganese Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Zinc Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Endolysosome, Proteostasis, Oxidative Stress
GO Term: P-Type Calcium Transporter Activity -> Biodomain: Metal Binding and Homeostasis  
Mitochondrial Metabolism  
Proteostasis  
Apoptosis  
Endolysosome
GO Term: P-Type Sodium:Potassium-Exchanging Transporter Activity -> Biodomain: Synapse, Myelination, Vasculature, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Carbohydrate:Monoatomic Cation Symporter Activity -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Lipid Metabolism, Endolysosome, Autophagy
GO Term: D-Glucose:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Vasculature, Oxidative Stress, Autophagy
GO Term: Nucleoside:Sodium Symporter Activity -> Biodomain: Metal Binding and Homeostasis, Cell Cycle, DNA Repair, Epigenetic, Immune Response
GO Term: Proton-Dependent Oligopeptide Secondary Active Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy, Immune Response
GO Term: Calcium:Sodium Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Sodium:Phosphate Symporter Activity -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Endolysosome
GO Term: Solute:Inorganic Anion Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Vasculature, Endolysosome, Oxidative Stress, Proteostasis
GO Term: Cmp-N-Acetylneuraminate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Myelination, Structural Stabilization, APP Metabolism
GO Term: Gdp-Fucose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Proteostasis, Immune Response, Endolysosome, Autophagy
GO Term: Gdp-Mannose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, APP Metabolism
GO Term: Udp-Galactose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Proteostasis, Autophagy
GO Term: Udp-Glucose Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Mitochondrial Metabolism, Vasculature
GO Term: Udp-Glucuronate Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Structural Stabilization
GO Term: Udp-N-Acetylglucosamine Transmembrane Transporter Activity -> Biodomain: Proteostasis, Lipid Metabolism, Epigenetic, Autophagy, Mitochondrial Metabolism
GO Term: Udp-N-Acetylgalactosamine Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Udp-Xylose Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Endolysosome, Metal Binding and Homeostasis
GO Term: Atp:Adp Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Carnitine:O-Acyl-L-Carnitine Antiporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Pyruvate Secondary Active Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Soluble Nsf Attachment Protein Activity -> Biodomain: Proteostasis, Synapse, Autophagy, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Snap Receptor Activity -> Biodomain: Synapse, Endolysosome, Autophagy, Proteostasis, Vasculature
GO Term: Steroid Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Immune Response
GO Term: Androgen Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Epigenetic
GO Term: Vitamin D Binding -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Structural Stabilization
GO Term: Retinoid Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: 11-Cis Retinal Binding -> Biodomain: Lipid Metabolism, Proteostasis, Structural Stabilization, Synapse, Oxidative Stress
GO Term: All-Trans Retinal Binding -> Biodomain: Lipid Metabolism, Epigenetic, Synapse, Endolysosome, Oxidative Stress
GO Term: Fatty Acid Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Iron Ion Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism
GO Term: Copper Ion Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism
GO Term: Calcium Ion Binding -> Biodomain: Metal Binding and Homeostasis, Synapse, Apoptosis, Proteostasis, Mitochondrial Metabolism
GO Term: Detection Of Calcium Ion -> Biodomain: Metal Binding and Homeostasis, Synapse, Proteostasis, Autophagy, Oxidative Stress
GO Term: Protein Binding -> Biodomain: Proteostasis, Structural Stabilization, Synapse, Immune Response, Autophagy
GO Term: Calmodulin Binding -> Biodomain: Metal Binding and Homeostasis, Synapse, Vasculature, Cell Cycle, Immune Response
GO Term: Collagen Binding -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Cytoskeletal Regulatory Protein Binding -> Biodomain: Structural Stabilization, Cell Cycle, Proteostasis, Autophagy, Apoptosis
GO Term: Insulin-Like Growth Factor Binding -> Biodomain: Proteostasis, Cell Cycle, Lipid Metabolism, Autophagy, Apoptosis
GO Term: Lamin Binding -> Biodomain: Structural Stabilization, Proteostasis, Apoptosis, Cell Cycle, Epigenetic
GO Term: Profilin Binding -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Cell Cycle, Endolysosome
GO Term: Tropomyosin Binding -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Immune Response, Apoptosis
GO Term: Atp Binding -> Biodomain: Mitochondrial Metabolism, Proteostasis, Autophagy, Lipid Metabolism, Oxidative Stress
GO Term: Gtp Binding -> Biodomain: Cell Cycle, Proteostasis, Autophagy, Mitochondrial Metabolism, Lipid Metabolism
GO Term: Macrolide Binding -> Biodomain: Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Apoptosis
GO Term: Fk506 Binding -> Biodomain: Immune Response, Proteostasis, Autophagy, Apoptosis, Cell Cycle
GO Term: Galactose Binding -> Biodomain: Carbohydrate Metabolism, Mitochondrial Metabolism, Lipid Metabolism, Structural Stabilization, Proteostasis
GO Term: D-Glucose Binding -> Biodomain: Mitochondrial Metabolism, Carbohydrate Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress
GO Term: D-Mannose Binding -> Biodomain: Immune Response, Endolysosome, Structural Stabilization, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Glycosaminoglycan Binding -> Biodomain: Structural Stabilization, Vasculature, Synapse, APP Metabolism, Oxidative Stress
GO Term: Hyaluronic Acid Binding -> Biodomain: Structural Stabilization, Immune Response, Vasculature, Oxidative Stress, Lipid Metabolism
GO Term: Folic Acid Binding -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Mitochondrial Metabolism, Metal Binding and Homeostasis
GO Term: Phospholipid Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Endolysosome, Autophagy
GO Term: Calcium-Dependent Phospholipid Binding -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Structural Stabilization, Synapse
GO Term: 1-Phosphatidylinositol Binding -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Phosphatidylinositol-4,5-Bisphosphate Binding -> Biodomain: Lipid Metabolism, Endolysosome, Autophagy, Synapse, Metal Binding and Homeostasis
GO Term: Phosphatidylinositol-3,4,5-Trisphosphate Binding -> Biodomain: Lipid Metabolism, Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism
GO Term: Phospholipid Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Endolysosome, Autophagy, APP Metabolism
GO Term: Odorant Binding -> Biodomain: Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism, Synapse, Structural Stabilization
GO Term: Pheromone Binding -> Biodomain: Signal Transduction, Cell Signaling, Molecular Function, Binding Activity, Chemosensory Perception
GO Term: Cellular Component -> Biodomain: Endolysosome, Synapse, RNA Spliceosome, Structural Stabilization, Autophagy
GO Term: Extracellular Region -> Biodomain: Vasculature, Immune Response, Structural Stabilization, Lipid Metabolism, APP Metabolism
GO Term: Fibrinogen Complex -> Biodomain: Vasculature, Structural Stabilization, Immune Response, Proteostasis, Lipid Metabolism
GO Term: Membrane Attack Complex -> Biodomain: Immune Response, Apoptosis, Structural Stabilization, Vasculature, Oxidative Stress
GO Term: Collagen Trimer -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Immune Response, Endolysosome
GO Term: Collagen Type Xv Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Fibrillar Collagen Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Immune Response
GO Term: Collagen Type I Trimer -> Biodomain: Structural Stabilization, Vasculature, Endolysosome, Proteostasis, Lipid Metabolism
GO Term: Collagen Type Ii Trimer -> Biodomain: Structural Stabilization, Proteostasis, Vasculature, Immune Response, Autophagy
GO Term: Collagen Type Iii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Autophagy
GO Term: Collagen Type Iv Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Endolysosome
GO Term: Collagen Type V Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Immune Response, Endolysosome
GO Term: Collagen Type Vi Trimer -> Biodomain: Structural Stabilization, Extracellular Matrix, Cell Adhesion and ECM, Vasculature, Tissue Homeostasis
GO Term: Collagen Type Vii Trimer -> Biodomain: Structural Stabilization, Vasculature, Extracellular Matrix, Proteostasis, Lipid Metabolism
GO Term: Collagen Type Viii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Collagen Type Xi Trimer -> Biodomain: Structural Stabilization, Extracellular Matrix, Proteostasis, Vasculature, Lipid Metabolism
GO Term: Collagen Type Ix Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Autophagy, Endolysosome
GO Term: Collagen Type Xii Trimer -> Biodomain: Extracellular Matrix Organization, Structural Stabilization, Extracellular Matrix Assembly, Vasculature, Collagen Biosynthesis
GO Term: Collagen Type Xiv Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Collagen Type Xvi Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Autophagy, Endolysosome
GO Term: Collagen Type X Trimer -> Biodomain: Structural Stabilization, Vasculature, Metal Binding and Homeostasis, Proteostasis, Endolysosome
GO Term: Collagen Type Xiii Trimer -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Synapse, Endolysosome
GO Term: Classical-Complement-Pathway C3/C5 Convertase Complex -> Biodomain: Immune Response, Proteostasis, Vasculature, Apoptosis, Oxidative Stress
GO Term: Complement Component C1 Complex -> Biodomain: Immune Response, Proteostasis, Apoptosis, Vasculature, Structural Stabilization
GO Term: Basement Membrane -> Biodomain: Structural Stabilization, Extracellular Matrix & Structural Stabilization, Vasculature, Tissue Development, Lipid Metabolism
GO Term: Laminin-1 Complex -> Biodomain: Structural Stabilization, Vasculature, Synapse, Proteostasis, Immune Response
GO Term: Laminin-2 Complex -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Endolysosome, Autophagy
GO Term: Laminin-3 Complex -> Biodomain: Structural Stabilization, Vasculature, Synapse, Proteostasis, Immune Response
GO Term: Laminin-5 Complex -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Metal Binding and Homeostasis, Cell Cycle
GO Term: Interstitial Matrix -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Extracellular Space -> Biodomain: Immune Response, Vasculature, Lipid Metabolism, Proteostasis, Synapse
GO Term: Nucleus -> Biodomain: DNA Repair, Epigenetic, RNA Spliceosome, Cell Cycle, Autophagy
GO Term: Nuclear Envelope -> Biodomain: Structural Stabilization, Cell Cycle, Lipid Metabolism, Proteostasis, Epigenetic
GO Term: Nuclear Inner Membrane -> Biodomain: Structural Stabilization, Endolysosome, Proteostasis, Epigenetic, Autophagy
GO Term: Lamin Filament -> Biodomain: Structural Stabilization, Proteostasis, Cytoskeleton Organization, Cell Cycle, Epigenetic
GO Term: Nuclear Outer Membrane -> Biodomain: Proteostasis, Lipid Metabolism, Structural Stabilization, Autophagy, Endolysosome
GO Term: Nuclear Envelope Lumen -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Lipid Metabolism, Autophagy
GO Term: Annulate Lamellae -> Biodomain: Structural Stabilization, Endolysosome, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Nuclear Pore -> Biodomain: Structural Stabilization, Proteostasis, Endolysosome, Autophagy, Mitochondrial Metabolism
GO Term: Nuclear Lamina -> Biodomain: Structural Stabilization, Epigenetic, DNA Repair, Proteostasis, Cell Cycle
GO Term: Nucleoplasm -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, RNA Spliceosome, Structural Stabilization
GO Term: Nucleolar Ribonuclease P Complex -> Biodomain: RNA Spliceosome, Proteostasis, Metal Binding and Homeostasis, Epigenetic, Structural Stabilization
GO Term: Nuclear Pre-Replicative Complex -> Biodomain: DNA Repair, Cell Cycle, Proteostasis, Structural Stabilization, Epigenetic
GO Term: Replication Fork -> Biodomain: DNA Repair, Cell Cycle, Proteostasis, Epigenetic, Structural Stabilization
GO Term: Alpha Dna Polymerase:Primase Complex -> Biodomain: DNA Repair, Cell Cycle, Proteostasis, Autophagy, Epigenetic
GO Term: Dna Replication Factor A Complex -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Structural Stabilization
GO Term: Dna Replication Factor C Complex -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Structural Stabilization, Proteostasis
GO Term: Nuclear Origin Of Replication Recognition Complex -> Biodomain: DNA Repair, Epigenetic, Cell Cycle, Proteostasis, Structural Stabilization
GO Term: Rna Polymerase Ii, Core Complex -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, RNA Spliceosome, Proteostasis
GO Term: Rna Polymerase Iii Complex -> Biodomain: Epigenetic, RNA Spliceosome, DNA Repair, Proteostasis, Cell Cycle
GO Term: Transcription Regulator Complex -> Biodomain: Epigenetic, Cell Cycle, Immune Response, Apoptosis, DNA Repair
GO Term: Rna Polymerase Transcription Factor Sl1 Complex -> Biodomain: Epigenetic, RNA Spliceosome, Proteostasis, Cell Cycle, DNA Repair
GO Term: Transcription Factor Tfiid Complex -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, Structural Stabilization, DNA Repair
