node,nodeID,root node,root node ID,biodomain_1,biodomain_2,biodomain_3,biodomain_4,biodomain_5
GOMF_WNT_RECEPTOR_ACTIVITY,GO:0042813,molecular_function,GO:0003674,Signal Transduction,Response to Stimulus,Cell Adhesion and Interaction,Neurodevelopment and Neuronal Differentiation,System and Developmental Process
GOMF_GAMMA_TUBULIN_BINDING,GO:0043015,molecular_function,GO:0003674,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Cell Cycle,Molecular Transport and Homeostasis,System and Developmental Process
GOMF_RIBOSOME_BINDING,GO:0043022,molecular_function,GO:0003674,Transcription and Translation Machinery,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOMF_3_5_DNA_HELICASE_ACTIVITY,GO:0043138,molecular_function,GO:0003674,DNA Repair,Transcription and Translation Machinery,Mitochondrial Function and Metabolism,Signal Transduction,Response to Stimulus
GOMF_KINETOCHORE_BINDING,GO:0043515,molecular_function,GO:0003674,Cell Cycle,Protein Metabolism and Trafficking,Structural Stabilization,System and Developmental Process,Signal Transduction
GOMF_LEUCINE_ZIPPER_DOMAIN_BINDING,GO:0043522,molecular_function,GO:0003674,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Signal Transduction,Structural Stabilization,Molecular Transport and Homeostasis
GOMF_PROTEIN_FOLDING_CHAPERONE,GO:0044183,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus
GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING,GO:0044389,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Response to Stimulus,Epigenetic Regulation
GOMF_S100_PROTEIN_BINDING,GO:0044548,molecular_function,GO:0003674,Signal Transduction,Neurotransmission and Synaptic Regulation,Gliogenesis and Glial Differentiation,Protein Metabolism and Trafficking,Response to Stimulus
GOMF_SMAD_BINDING,GO:0046332,molecular_function,GO:0003674,Signal Transduction,Transcription and Translation Machinery,Response to Stimulus,Cell Cycle,Epigenetic Regulation
GOMF_SPHINGOLIPID_BINDING,GO:0046625,molecular_function,GO:0003674,Lipid Metabolism,Signal Transduction,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking
GOMF_VIRION_BINDING,GO:0046790,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Immune System and Inflammation,Cell Adhesion and Interaction,Response to Stimulus,Signal Transduction
GOMF_ER_RETENTION_SEQUENCE_BINDING,GO:0046923,molecular_function,GO:0003674,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Molecular Transport and Homeostasis,Response to Stimulus
GOMF_PROTEIN_HETERODIMERIZATION_ACTIVITY,GO:0046982,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Signal Transduction,Transcription and Translation Machinery,Structural Stabilization,Response to Stimulus
GOMF_PROTEIN_DIMERIZATION_ACTIVITY,GO:0046983,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Structural Stabilization,Signal Transduction,Transcription and Translation Machinery,Molecular Transport and Homeostasis
GOMF_3_5_CYCLIC_GMP_PHOSPHODIESTERASE_ACTIVITY,,,,Signal Transduction,Neurotransmission and Synaptic Regulation,Molecular Transport and Homeostasis,Response to Stimulus,Epigenetic Regulation
GOMF_GLYCINE_N_ACYLTRANSFERASE_ACTIVITY,GO:0047961,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Lipid Metabolism,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Response to Stimulus
GOMF_FLAP_ENDONUCLEASE_ACTIVITY,GO:0048256,molecular_function,GO:0003674,DNA Repair,DNA Replication,Nucleic Acid Metabolism,Molecular Transport and Homeostasis,System and Developmental Process
GOMF_NUCLEAR_ANDROGEN_RECEPTOR_BINDING,GO:0050681,molecular_function,GO:0003674,Signal Transduction,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Epigenetic Regulation,Response to Stimulus
GOMF_WW_DOMAIN_BINDING,GO:0050699,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Response to Stimulus
GOMF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING,GO:0050750,molecular_function,GO:0003674,Lipid Metabolism,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOMF_MICROTUBULE_MINUS_END_BINDING,GO:0051011,molecular_function,GO:0003674,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,Molecular Transport and Homeostasis,Cell Cycle,Signal Transduction
GOMF_GDP_DISSOCIATION_INHIBITOR_BINDING,,,,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Cell Adhesion and Interaction
GOMF_UNFOLDED_PROTEIN_BINDING,GO:0051082,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Response to Stimulus,Structural Stabilization
GOMF_CHAPERONE_BINDING,,,,Protein Metabolism and Trafficking,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Mitochondrial Function and Metabolism,Response to Stimulus
GOMF_ATPASE_BINDING,GO:0051117,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Mitochondrial Function and Metabolism,Signal Transduction
GOMF_EPINEPHRINE_BINDING,GO:0051379,molecular_function,GO:0003674,Signal Transduction,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process,Transcription and Translation Machinery
GOMF_MISFOLDED_PROTEIN_BINDING,GO:0051787,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Autophagy,Molecular Transport and Homeostasis
GOMF_INOSITOL_TETRAKISPHOSPHATE_PHOSPHATASE_ACTIVITY,GO:0052743,,,Molecular Transport and Homeostasis,Signal Transduction,Protein Metabolism and Trafficking,Lipid Metabolism,Intracellular Trafficking and Organelle Dynamics
GOMF_PHOSPHATIDYLINOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY,GO:0052866,molecular_function,GO:0003674,Signal Transduction,Molecular Transport and Homeostasis,Lipid Metabolism,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOMF_ATPASE_REGULATOR_ACTIVITY,GO:0060590,molecular_function,GO:0003674,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Signal Transduction,Protein Metabolism and Trafficking,Response to Stimulus
GOMF_K63_LINKED_DEUBIQUITINASE_ACTIVITY,GO:0061578,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Immune System and Inflammation,Signal Transduction,Epigenetic Regulation,Response to Stimulus
GOMF_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING,GO:0061629,molecular_function,GO:0003674,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,Protein Metabolism and Trafficking,Response to Stimulus
GOMF_TELOMERASE_RNA_BINDING,GO:0070034,molecular_function,GO:0003674,DNA Repair,Cell Cycle,RNA Metabolism,Protein Metabolism and Trafficking,System and Developmental Process
GOMF_CHROMO_SHADOW_DOMAIN_BINDING,GO:0070087,molecular_function,GO:0003674,Epigenetic Regulation,Protein Metabolism and Trafficking,Transcription and Translation Machinery,Signal Transduction,System and Developmental Process
GOMF_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_BINDING,GO:0070273,molecular_function,GO:0003674,Lipid Metabolism,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH2_GROUP_OF_DONORS,GO:0016638,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Signal Transduction,Response to Stimulus
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_DISULFIDE_AS_ACCEPTOR,GO:0016671,molecular_function,GO:0003674,Mitochondrial Function and Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus,Signal Transduction
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_HEME_GROUP_OF_DONORS,GO:0016675,,,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus,Signal Transduction
GOMF_TRANSKETOLASE_OR_TRANSALDOLASE_ACTIVITY,GO:0016744,molecular_function,GO:0003674,Molecular Transport and Homeostasis,RNA Metabolism,Lipid Metabolism,Mitochondrial Function and Metabolism,System and Developmental Process
GOMF_SULFURTRANSFERASE_ACTIVITY,GO:0016783,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Response to Stimulus,Signal Transduction
GOMF_CARBON_SULFUR_LYASE_ACTIVITY,GO:0016846,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Amino Acid Metabolism,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Response to Stimulus
GOMF_CIS_TRANS_ISOMERASE_ACTIVITY,GO:0016859,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,Signal Transduction,Response to Stimulus
GOMF_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY,GO:0016860,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOMF_INTRAMOLECULAR_TRANSFERASE_ACTIVITY,GO:0016866,molecular_function,GO:0003674,Metabolism,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Signal Transduction,Response to Stimulus
GOMF_INTRAMOLECULAR_TRANSFERASE_ACTIVITY_PHOSPHOTRANSFERASES,,,,Protein Metabolism and Trafficking,Signal Transduction,Molecular Transport and Homeostasis,Epigenetic Regulation,Response to Stimulus
GOMF_ACID_THIOL_LIGASE_ACTIVITY,GO:0016878,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Signal Transduction,System and Developmental Process,Mitochondrial Function and Metabolism
GOMF_ENDODEOXYRIBONUCLEASE_ACTIVITY_PRODUCING_5_PHOSPHOMONOESTERS,,,,DNA Repair,Catalytic Activity,Molecular Function,Nucleic Acid Metabolism,Response to DNA Damage
GOMF_DNA_ENDONUCLEASE_ACTIVITY_PRODUCING_3_PHOSPHOMONOESTERS,GO:0016889,molecular_function,GO:0003674,DNA Repair,Molecular Transport and Homeostasis,Response to Stimulus,Signal Transduction,Epigenetic Regulation
GOMF_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_3_PHOSPHOMONOESTERS,,,,DNA Repair,RNA Metabolism,Epigenetic Regulation,Signal Transduction,Response to Stimulus
GOMF_TBP_CLASS_PROTEIN_BINDING,GO:0017025,molecular_function,GO:0003674,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,Protein Metabolism and Trafficking,Response to Stimulus
GOMF_STRUCTURAL_CONSTITUENT_OF_NUCLEAR_PORE,GO:0017056,molecular_function,GO:0003674,Structural Stabilization,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Transcription and Translation Machinery,System and Developmental Process
GOMF_SINGLE_STRANDED_DNA_HELICASE_ACTIVITY,GO:0017116,molecular_function,GO:0003674,DNA Repair,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus,Signal Transduction
GOMF_WNT_PROTEIN_BINDING,GO:0017147,molecular_function,GO:0003674,Signal Transduction,System and Developmental Process,Cell Adhesion and Interaction,Transcription and Translation Machinery,Protein Metabolism and Trafficking
GOMF_DEAD_H_BOX_RNA_HELICASE_BINDING,GO:0017151,molecular_function,GO:0003674,RNA Metabolism,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Signal Transduction,Response to Stimulus
GOMF_ALKANE_1_MONOOXYGENASE_ACTIVITY,GO:0018685,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Lipid Metabolism,Mitochondrial Function and Metabolism,Response to Stimulus,Protein Metabolism and Trafficking
GOMF_GDP_BINDING,GO:0019003,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Response to Stimulus
GOMF_PYRIMIDINE_NUCLEOTIDE_BINDING,GO:0019103,molecular_function,GO:0003674,RNA Metabolism,Molecular Transport and Homeostasis,Signal Transduction,Protein Metabolism and Trafficking,Transcription and Translation Machinery
GOMF_KINASE_INHIBITOR_ACTIVITY,GO:0019210,molecular_function,GO:0003674,Signal Transduction,Response to Stimulus,Protein Metabolism and Trafficking,Cell Cycle,Apoptosis
GOMF_RRNA_BINDING,GO:0019843,molecular_function,GO:0003674,Transcription and Translation Machinery,RNA Metabolism,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOMF_POTASSIUM_CHANNEL_INHIBITOR_ACTIVITY,GO:0019870,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,Neurotransmission and Synaptic Regulation,System and Developmental Process
GOMF_MACROMOLECULE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,GO:0022884,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Response to Stimulus,Signal Transduction
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE,GO:0030021,molecular_function,GO:0003674,Structural Stabilization,System and Developmental Process,Cell Adhesion and Interaction,Response to Stimulus,Molecular Transport and Homeostasis
GOMF_MANGANESE_ION_BINDING,GO:0030145,molecular_function,GO:0003674,Molecular Transport and Homeostasis,Signal Transduction,Mitochondrial Function and Metabolism,Response to Stimulus,Protein Metabolism and Trafficking
GOMF_LRR_DOMAIN_BINDING,GO:0030275,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Signal Transduction,Cell Adhesion and Interaction,Immune System and Inflammation,Response to Stimulus
GOMF_PROTEIN_SERINE_THREONINE_KINASE_INHIBITOR_ACTIVITY,GO:0030291,molecular_function,GO:0003674,Signal Transduction,Protein Metabolism and Trafficking,Response to Stimulus,Cell Cycle,Apoptosis
GOMF_INTERLEUKIN_17_RECEPTOR_ACTIVITY,GO:0030368,molecular_function,GO:0003674,Signal Transduction,Immune System and Inflammation,Response to Stimulus,Cell Adhesion and Interaction,Structural Stabilization
GOMF_SNORNA_BINDING,GO:0030515,molecular_function,GO:0003674,RNA Metabolism,Transcription and Translation Machinery,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Epigenetic Regulation
GOMF_HSP70_PROTEIN_BINDING,GO:0030544,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Structural Stabilization,Response to Stimulus,Mitochondrial Function and Metabolism,Intracellular Trafficking and Organelle Dynamics
GOMF_CGMP_BINDING,GO:0030553,molecular_function,GO:0003674,Signal Transduction,Molecular Transport and Homeostasis,RNA Metabolism,Response to Stimulus,Epigenetic Regulation
GOMF_BETA_2_MICROGLOBULIN_BINDING,GO:0030881,molecular_function,GO:0003674,Immune System and Inflammation,Cell Adhesion and Interaction,Signal Transduction,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis
GOMF_MISMATCHED_DNA_BINDING,GO:0030983,molecular_function,GO:0003674,DNA Repair,Epigenetic Regulation,Cell Cycle,Response to Stimulus,Signal Transduction
GOMF_HEAT_SHOCK_PROTEIN_BINDING,GO:0031072,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Mitochondrial Function and Metabolism,Signal Transduction
GOMF_PROTEIN_TAG,,,,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus
GOMF_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_BINDING,GO:0031435,molecular_function,GO:0003674,Signal Transduction,Protein Metabolism and Trafficking,Response to Stimulus,System and Developmental Process,Molecular Transport and Homeostasis
GOMF_PEPTIDYL_PROLINE_DIOXYGENASE_ACTIVITY,GO:0031543,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Structural Stabilization,Molecular Transport and Homeostasis,Response to Stimulus
GOMF_PEPTIDYL_PROLINE_4_DIOXYGENASE_ACTIVITY,GO:0031545,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Epigenetic Regulation,Response to Stimulus,System and Developmental Process
GOMF_CLATHRIN_HEAVY_CHAIN_BINDING,GO:0032050,molecular_function,GO:0003674,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus
GOMF_CLATHRIN_LIGHT_CHAIN_BINDING,GO:0032051,molecular_function,GO:0003674,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Signal Transduction,Structural Stabilization
GOMF_OXIDIZED_DNA_BINDING,GO:0032356,molecular_function,GO:0003674,DNA Repair,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,Response to Stimulus,Transcription and Translation Machinery
GOMF_MISMATCH_REPAIR_COMPLEX_BINDING,GO:0032404,,,DNA Repair,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Signal Transduction,System and Developmental Process
GOMF_MUTLALPHA_COMPLEX_BINDING,GO:0032405,molecular_function,GO:0003674,DNA Repair,Protein Metabolism and Trafficking,Signal Transduction,Molecular Transport and Homeostasis,Epigenetic Regulation
GOMF_MUTSALPHA_COMPLEX_BINDING,GO:0032407,molecular_function,GO:0003674,DNA Repair,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Signal Transduction,Epigenetic Regulation
GOMF_STEROL_BINDING,GO:0032934,molecular_function,GO:0003674,Lipid Metabolism,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Response to Stimulus
GOMF_MEMBRANE_INSERTASE_ACTIVITY,GO:0032977,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,Molecular Transport and Homeostasis
GOMF_AMIDE_BINDING,GO:0033218,molecular_function,GO:0003674,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Signal Transduction,Lipid Metabolism,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,GO:1904893,biological_process,GO:0008150,Signal Transduction,Immune System and Inflammation,Response to Stimulus,System and Developmental Process,Epigenetic Regulation
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MATRIX_ADHESION_VIA_FIBRONECTIN,GO:1904906,biological_process,GO:0008150,Cell Adhesion and Interaction,Signal Transduction,System and Developmental Process,Structural Stabilization,Immune System and Inflammation
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION_IN_RESPONSE_TO_MITOCHONDRIAL_DEPOLARIZATION,,,,Autophagy,Mitochondrial Function and Metabolism,Response to Stimulus,Signal Transduction,Protein Metabolism and Trafficking
GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION,GO:1905005,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Transcription and Translation Machinery,Neurodevelopment and Neuronal Differentiation
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION,,,,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus,Structural Stabilization
GOBP_AUTOPHAGOSOME_ORGANIZATION,GO:1905037,biological_process,GO:0008150,Autophagy,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Cell Cycle
GOBP_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY,GO:1905048,biological_process,GO:0008150,Protein Metabolism and Trafficking,Signal Transduction,Cell Adhesion and Interaction,Immune System and Inflammation,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY,,,,Protein Metabolism and Trafficking,Signal Transduction,Immune System and Inflammation,Cell Adhesion and Interaction,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY,,,,Protein Metabolism and Trafficking,Signal Transduction,Cell Adhesion and Interaction,Response to Stimulus,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_RNA_BINDING,,,,RNA Metabolism,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,Response to Stimulus
GOBP_REGULATION_OF_MODIFICATION_OF_SYNAPTIC_STRUCTURE,GO:1905244,biological_process,GO:0008150,Neurotransmission and Synaptic Regulation,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Cell Adhesion and Interaction,Response to Stimulus
GOBP_REGULATION_OF_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY,,,,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus,Signal Transduction,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY,,,,Protein Metabolism and Trafficking,Signal Transduction,Response to Stimulus,Apoptosis,Autophagy
GOBP_REGULATION_OF_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II,GO:1905380,,,RNA Metabolism,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,System and Developmental Process
GOBP_REGULATION_OF_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION,GO:1905456,biological_process,GO:0008150,Immune System and Inflammation,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Cell Cycle,Epigenetic Regulation
GOBP_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER,GO:1905508,,,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,Molecular Transport and Homeostasis,System and Developmental Process,Protein Metabolism and Trafficking
GOBP_REGULATION_OF_LYSOSOME_ORGANIZATION,GO:1905671,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Autophagy,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis
GOBP_LIPID_DROPLET_DISASSEMBLY,GO:1905691,biological_process,GO:0008150,Lipid Metabolism,Autophagy,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_PERMEABILITY,GO:1905709,biological_process,GO:0008150,Molecular Transport and Homeostasis,Response to Stimulus,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY,GO:1905710,biological_process,GO:0008150,Molecular Transport and Homeostasis,Response to Stimulus,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_CONDENSATION,GO:1905821,biological_process,GO:0008150,Cell Cycle,Signal Transduction,Epigenetic Regulation,Transcription and Translation Machinery,System and Developmental Process
GOBP_REGULATION_OF_3_UTR_MEDIATED_MRNA_STABILIZATION,GO:1905868,,,RNA Metabolism,Epigenetic Regulation,Transcription and Translation Machinery,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,GO:1905897,biological_process,GO:0008150,Protein Metabolism and Trafficking,Signal Transduction,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,GO:1905898,biological_process,GO:0008150,Protein Metabolism and Trafficking,Response to Stimulus,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis
GOBP_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,GO:1905906,biological_process,GO:0008150,Protein Metabolism and Trafficking,Response to Stimulus,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Structural Stabilization
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,GO:1905907,biological_process,GO:0008150,Protein Metabolism and Trafficking,Neurotransmission and Synaptic Regulation,Signal Transduction,System and Developmental Process,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,GO:1905908,biological_process,GO:0008150,Protein Metabolism and Trafficking,Structural Stabilization,Signal Transduction,Neurodevelopment and Neuronal Differentiation,Response to Stimulus
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,GO:1990144,biological_process,GO:0008150,Apoptosis,Response to Stimulus,Signal Transduction,Mitochondrial Function and Metabolism,Cell Cycle
GOBP_EMBRYONIC_BRAIN_DEVELOPMENT,GO:1990403,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Transcription and Translation Machinery
GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT,GO:1990542,biological_process,GO:0008150,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_PROTEIN_POLYUFMYLATION,GO:1990564,,,Protein Metabolism and Trafficking,Signal Transduction,Epigenetic Regulation,System and Developmental Process,Response to Stimulus
GOBP_PRESYNAPTIC_ACTIVE_ZONE_ORGANIZATION,GO:1990709,biological_process,GO:0008150,Neurotransmission and Synaptic Regulation,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics
GOBP_DORSAL_ROOT_GANGLION_DEVELOPMENT,GO:1990791,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_RESPONSE_TO_ODORANT,GO:1990834,biological_process,GO:0008150,Response to Stimulus,Signal Transduction,Neurotransmission and Synaptic Regulation,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_DOUBLE_STRAND_BREAK_REPAIR_INVOLVED_IN_MEIOTIC_RECOMBINATION,GO:1990918,biological_process,GO:0008150,DNA Repair,Cell Cycle,System and Developmental Process,Response to Stimulus,Molecular Transport and Homeostasis
GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT,GO:2000001,biological_process,GO:0008150,DNA Repair,Cell Cycle,Signal Transduction,Epigenetic Regulation,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_CHECKPOINT,,,,DNA Repair,Signal Transduction,Cell Cycle,Epigenetic Regulation,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,GO:2000059,biological_process,GO:0008150,Protein Metabolism and Trafficking,Signal Transduction,Response to Stimulus,Epigenetic Regulation,Molecular Transport and Homeostasis
