node,nodeID,root node,root node ID,biodomain,Source
GOMF_SEQUENCE_SPECIFIC_DNA_BINDING,GO:0043565,molecular_function,GO:0003674,"Transcription and Translation Machinery, Epigenetic Regulation, Signal Transduction, Response to Stimulus, System and Developmental Process",D154
GOMF_S100_PROTEIN_BINDING,GO:0044548,molecular_function,GO:0003674,"Protein Metabolism and Trafficking, Molecular Transport and Homeostasis, Neurodevelopment and Neuronal Differentiation, Neurotransmission and Synaptic Regulation, Immune System and Inflammation",D154
GOMF_CXCR_CHEMOKINE_RECEPTOR_BINDING,GO:0045236,molecular_function,GO:0003674,"Immune System and Inflammation, Signal Transduction, Cell Adhesion and Interaction, Molecular Transport and Homeostasis, Response to Stimulus",D154
GOMF_SYNDECAN_BINDING,GO:0045545,molecular_function,GO:0003674,"Cell Adhesion and Interaction, Signal Transduction, Molecular Transport and Homeostasis, Response to Stimulus, Protein Metabolism and Trafficking",D154
GOMF_TRAIL_BINDING,GO:0045569,molecular_function,GO:0003674,"Apoptosis, Signal Transduction, Molecular Transport and Homeostasis, Immune System and Inflammation, Response to Stimulus",D154
GOBP_HISTONE_H4_DEACETYLATION,,,,"Epigenetic Regulation, Transcription and Translation Machinery, Protein Metabolism and Trafficking, Response to Stimulus, Signal Transduction",D154
GOBP_RNA_SURVEILLANCE,GO:0071025,biological_process,GO:0008150,"RNA Metabolism, Molecular Transport and Homeostasis, Protein Metabolism and Trafficking, Intracellular Trafficking and Organelle Dynamics, Response to Stimulus",D154
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,GO:0071073,biological_process,GO:0008150,"Lipid Metabolism, Molecular Transport and Homeostasis, Intracellular Trafficking and Organelle Dynamics, Signal Transduction, Protein Metabolism and Trafficking",D154
GOBP_RESPONSE_TO_PARATHYROID_HORMONE,GO:0071107,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Signal Transduction, Response to Stimulus, System and Developmental Process, Intracellular Trafficking and Organelle Dynamics",D154
GOBP_CELLULAR_RESPONSE_TO_CADMIUM_ION,GO:0071276,biological_process,GO:0008150,"Response to Stimulus, Molecular Transport and Homeostasis, Signal Transduction, Protein Metabolism and Trafficking, System and Developmental Process",D154
GOBP_CELLULAR_RESPONSE_TO_COPPER_ION,GO:0071280,biological_process,GO:0008150,"Response to Stimulus, Molecular Transport and Homeostasis, Signal Transduction, Mitochondrial Function and Metabolism, Protein Metabolism and Trafficking",D154
GOBP_CELLULAR_RESPONSE_TO_IRON_ION,GO:0071281,biological_process,GO:0008150,"Response to Stimulus, Molecular Transport and Homeostasis, Signal Transduction, Protein Metabolism and Trafficking, Mitochondrial Function and Metabolism",D154
GOBP_CELLULAR_RESPONSE_TO_PARATHYROID_HORMONE_STIMULUS,GO:0071374,biological_process,GO:0008150,"Response to Stimulus, Signal Transduction, Molecular Transport and Homeostasis, Cell Adhesion and Interaction, System and Developmental Process",D154
GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS,GO:0071384,biological_process,GO:0008150,"Signal Transduction, Transcription and Translation Machinery, Immune System and Inflammation, Molecular Transport and Homeostasis, System and Developmental Process",D154
GOBP_CELLULAR_RESPONSE_TO_GLUCOCORTICOID_STIMULUS,GO:0071385,biological_process,GO:0008150,"Response to Stimulus, Signal Transduction, Protein Metabolism and Trafficking, Lipid Metabolism, Immune System and Inflammation",D154
GOBP_CELLULAR_RESPONSE_TO_FATTY_ACID,GO:0071398,biological_process,GO:0008150,"Response to Stimulus, Lipid Metabolism, Molecular Transport and Homeostasis, Signal Transduction, Mitochondrial Function and Metabolism",D154
GOBP_CELLULAR_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,GO:0071415,biological_process,GO:0008150,"Response to Stimulus, Signal Transduction, Mitochondrial Function and Metabolism, Transcription and Translation Machinery, Cell Cycle",D154
GOBP_SUCCINATE_TRANSMEMBRANE_TRANSPORT,GO:0071422,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Mitochondrial Function and Metabolism, Intracellular Trafficking and Organelle Dynamics, System and Developmental Process, Response to Stimulus",D154
GOBP_CELLULAR_HYPOTONIC_RESPONSE,GO:0071476,biological_process,GO:0008150,"Response to Stimulus, Molecular Transport and Homeostasis, Signal Transduction, System and Developmental Process, Cell Adhesion and Interaction",D154
GOBP_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS,GO:0071498,biological_process,GO:0008150,"Response to Stimulus, Signal Transduction, Cell Adhesion and Interaction, Molecular Transport and Homeostasis, System and Developmental Process",D154
GOBP_GENOMIC_IMPRINTING,GO:0071514,biological_process,GO:0008150,"Epigenetic Regulation, System and Developmental Process, Molecular Transport and Homeostasis, Transcription and Translation Machinery, Structural Stabilization",D154
GOBP_RESPONSE_TO_DEXAMETHASONE,GO:0071548,biological_process,GO:0008150,"Signal Transduction, Transcription and Translation Machinery, Molecular Transport and Homeostasis, Immune System and Inflammation, Response to Stimulus",D154
GOBP_ZINC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,GO:0071578,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Response to Stimulus, Signal Transduction, Mitochondrial Function and Metabolism, Protein Metabolism and Trafficking",D154
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION,GO:0071604,biological_process,GO:0008150,"Signal Transduction, Immune System and Inflammation, Protein Metabolism and Trafficking, Response to Stimulus, System and Developmental Process",D154
GOBP_GRANULOCYTE_CHEMOTAXIS,GO:0071621,biological_process,GO:0008150,"Immune System and Inflammation, Cell Adhesion and Interaction, Response to Stimulus, Signal Transduction, System and Developmental Process",D154
GOBP_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS,GO:0071622,biological_process,GO:0008150,"Immune System and Inflammation, Cell Adhesion and Interaction, Response to Stimulus, Signal Transduction, System and Developmental Process",D154
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION,GO:0071651,biological_process,GO:0008150,"Immune System and Inflammation, Signal Transduction, Transcription and Translation Machinery, Response to Stimulus, Epigenetic Regulation",D154
GOBP_MONONUCLEAR_CELL_MIGRATION,GO:0071674,biological_process,GO:0008150,"Immune System and Inflammation, Cell Adhesion and Interaction, Response to Stimulus, Signal Transduction, Intracellular Trafficking and Organelle Dynamics",D154
GOBP_BASEMENT_MEMBRANE_ORGANIZATION,GO:0071711,biological_process,GO:0008150,"Cell Adhesion and Interaction, Structural Stabilization, System and Developmental Process, Neurodevelopment and Neuronal Differentiation, Response to Stimulus",D154
GOBP_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION,,,,"Lipid Metabolism, Protein Metabolism and Trafficking, Intracellular Trafficking and Organelle Dynamics, Structural Stabilization, System and Developmental Process",D154
GOBP_APOPTOTIC_PROCESS_IN_BONE_MARROW_CELL,GO:0071839,biological_process,GO:0008150,"Apoptosis, System and Developmental Process, Immune System and Inflammation, Cell Cycle, Response to Stimulus",D154
GOBP_DISTAL_CONVOLUTED_TUBULE_DEVELOPMENT,GO:0072025,,,"System and Developmental Process, Structural Stabilization, Molecular Transport and Homeostasis, Signal Transduction, Response to Stimulus",D154
GOBP_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION,GO:0072201,biological_process,GO:0008150,"System and Developmental Process, Cell Cycle, Signal Transduction, Structural Stabilization, Response to Stimulus",D154
GOBP_SULFUR_COMPOUND_TRANSPORT,GO:0072348,,,"Molecular Transport and Homeostasis, Intracellular Trafficking and Organelle Dynamics, Protein Metabolism and Trafficking, Response to Stimulus, System and Developmental Process",D154
GOBP_PURINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT,GO:0072530,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Signal Transduction, Response to Stimulus, System and Developmental Process, Intracellular Trafficking and Organelle Dynamics",D154
GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION,GO:0072567,,,"Immune System and Inflammation, Signal Transduction, Molecular Transport and Homeostasis, Protein Metabolism and Trafficking, Response to Stimulus",D154
GOBP_LYMPHOCYTE_MIGRATION,GO:0072676,biological_process,GO:0008150,"Immune System and Inflammation, Cell Adhesion and Interaction, Molecular Transport and Homeostasis, Response to Stimulus, Signal Transduction",D154
GOBP_T_CELL_MIGRATION,GO:0072678,biological_process,GO:0008150,"Immune System and Inflammation, Cell Adhesion and Interaction, Response to Stimulus, Signal Transduction, System and Developmental Process",D154
GOBP_HISTONE_H3_K4_TRIMETHYLATION,,,,"Epigenetic Regulation, Transcription and Translation Machinery, Signal Transduction, Cell Cycle, DNA Repair",D154
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,GO:0090050,biological_process,GO:0008150,"Cell Adhesion and Interaction, System and Developmental Process, Signal Transduction, Response to Stimulus, Molecular Transport and Homeostasis",D154
GOBP_FOAM_CELL_DIFFERENTIATION,GO:0090077,biological_process,GO:0008150,"Lipid Metabolism, Immune System and Inflammation, System and Developmental Process, Neurodevelopment and Neuronal Differentiation, Intracellular Trafficking and Organelle Dynamics",D154
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,GO:0090288,biological_process,GO:0008150,"Signal Transduction, Response to Stimulus, Epigenetic Regulation, Cell Cycle, System and Developmental Process",D154
GOBP_REGULATION_OF_OSTEOCLAST_PROLIFERATION,GO:0090289,,,"Cell Cycle, System and Developmental Process, Signal Transduction, Immune System and Inflammation, Response to Stimulus",D154
GOBP_POSITIVE_REGULATION_OF_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_FORMATION,,,,"Epigenetic Regulation, Transcription and Translation Machinery, System and Developmental Process, DNA Repair, Cell Cycle",D154
GOBP_REGULATION_OF_PROTEIN_DEACETYLATION,GO:0090311,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Epigenetic Regulation, Signal Transduction, Response to Stimulus, Transcription and Translation Machinery",D154
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEACETYLATION,,,,"Epigenetic Regulation, Transcription and Translation Machinery, Signal Transduction, Protein Metabolism and Trafficking, System and Developmental Process",D154
GOBP_REGULATION_OF_HEART_INDUCTION,,,,"System and Developmental Process, Signal Transduction, Transcription and Translation Machinery, Response to Stimulus, Epigenetic Regulation",D154
GOBP_EPIBOLY,GO:0090504,,,"System and Developmental Process, Cell Adhesion and Interaction, Signal Transduction, Structural Stabilization, Response to Stimulus",D154
GOBP_SPHINGOLIPID_MEDIATED_SIGNALING_PATHWAY,GO:0090520,biological_process,GO:0008150,"Signal Transduction, Lipid Metabolism, Molecular Transport and Homeostasis, Response to Stimulus, System and Developmental Process",D154
GOBP_RESPONSE_TO_ALCOHOL,GO:0097305,biological_process,GO:0008150,"Response to Stimulus, Neurotransmission and Synaptic Regulation, Signal Transduction, System and Developmental Process, Molecular Transport and Homeostasis",D154
GOBP_INTERLEUKIN_17_MEDIATED_SIGNALING_PATHWAY,GO:0097400,biological_process,GO:0008150,"Immune System and Inflammation, Signal Transduction, Transcription and Translation Machinery, Response to Stimulus, Cell Adhesion and Interaction",D154
GOBP_STRESS_RESPONSE_TO_METAL_ION,,,,"Response to Stimulus, Molecular Transport and Homeostasis, Signal Transduction, Mitochondrial Function and Metabolism, System and Developmental Process",D154
GOBP_NECROPTOTIC_SIGNALING_PATHWAY,GO:0097527,biological_process,GO:0008150,"Apoptosis, Signal Transduction, Immune System and Inflammation, Response to Stimulus, System and Developmental Process",D154
GOBP_MYELOID_LEUKOCYTE_MIGRATION,GO:0097529,biological_process,GO:0008150,"Immune System and Inflammation, Cell Adhesion and Interaction, Response to Stimulus, Molecular Transport and Homeostasis, System and Developmental Process",D154
GOBP_GRANULOCYTE_MIGRATION,GO:0097530,biological_process,GO:0008150,"Immune System and Inflammation, Cell Adhesion and Interaction, Response to Stimulus, Signal Transduction, System and Developmental Process",D154
GOBP_RESPONSE_TO_COLD,GO:0009409,biological_process,GO:0008150,"Response to Stimulus, Molecular Transport and Homeostasis, Signal Transduction, System and Developmental Process, Lipid Metabolism",D154
GOBP_PUTRESCINE_BIOSYNTHETIC_PROCESS,GO:0009446,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Molecular Transport and Homeostasis, Lipid Metabolism, Signal Transduction, System and Developmental Process",D154
GOBP_RESPONSE_TO_WOUNDING,GO:0009611,biological_process,GO:0008150,"Response to Stimulus, Immune System and Inflammation, Cell Adhesion and Interaction, Signal Transduction, System and Developmental Process",D154
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS,GO:0009612,biological_process,GO:0008150,"Response to Stimulus, Signal Transduction, Cell Adhesion and Interaction, System and Developmental Process, Intracellular Trafficking and Organelle Dynamics",D154
GOBP_RESPONSE_TO_NEMATODE,GO:0009624,biological_process,GO:0008150,"Response to Stimulus, Immune System and Inflammation, System and Developmental Process, Signal Transduction, Structural Stabilization",D154
GOBP_RESPONSE_TO_GRAVITY,GO:0009629,biological_process,GO:0008150,"Response to Stimulus, System and Developmental Process, Signal Transduction, Molecular Transport and Homeostasis, Cell Adhesion and Interaction",D154
GOBP_CATECHOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,GO:0009713,,,"Neurotransmission and Synaptic Regulation, Neurodevelopment and Neuronal Differentiation, Protein Metabolism and Trafficking, Signal Transduction, Response to Stimulus",D154
GOBP_INTRACELLULAR_WATER_HOMEOSTASIS,GO:0009992,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Intracellular Trafficking and Organelle Dynamics, Response to Stimulus, System and Developmental Process, Mitochondrial Function and Metabolism",D154
GOBP_RESPONSE_TO_INORGANIC_SUBSTANCE,,,,"Response to Stimulus, Signal Transduction, Molecular Transport and Homeostasis, Immune System and Inflammation, DNA Repair",D154
GOBP_RESPONSE_TO_METAL_ION,GO:0010038,biological_process,GO:0008150,"Response to Stimulus, Molecular Transport and Homeostasis, Signal Transduction, System and Developmental Process, Immune System and Inflammation",D154
GOBP_RESPONSE_TO_IRON_ION,GO:0010039,biological_process,GO:0008150,"Response to Stimulus, Signal Transduction, Molecular Transport and Homeostasis, Immune System and Inflammation, System and Developmental Process",D154
GOBP_RESPONSE_TO_MANGANESE_ION,GO:0010042,biological_process,GO:0008150,"Response to Stimulus, Molecular Transport and Homeostasis, Mitochondrial Function and Metabolism, System and Developmental Process, Signal Transduction",D154
GOBP_SPECIFICATION_OF_ANIMAL_ORGAN_IDENTITY,GO:0010092,biological_process,GO:0008150,"System and Developmental Process, Transcription and Translation Machinery, Structural Stabilization, Neurodevelopment and Neuronal Differentiation, Epigenetic Regulation",D154
GOBP_EMBRYONIC_BODY_MORPHOGENESIS,GO:0010172,biological_process,GO:0008150,"System and Developmental Process, Cell Adhesion and Interaction, Structural Stabilization, Signal Transduction, Response to Stimulus",D154
GOBP_SUGAR_MEDIATED_SIGNALING_PATHWAY,GO:0010182,,,"Signal Transduction, Response to Stimulus, Molecular Transport and Homeostasis, Transcription and Translation Machinery, System and Developmental Process",D154
GOBP_RESPONSE_TO_OZONE,,,,"Response to Stimulus, Immune System and Inflammation, Signal Transduction, Mitochondrial Function and Metabolism, System and Developmental Process",D154
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS,GO:0010511,,,"Lipid Metabolism, Signal Transduction, Intracellular Trafficking and Organelle Dynamics, Molecular Transport and Homeostasis, Response to Stimulus",D154
GOBP_POSITIVE_REGULATION_OF_ACTIVATION_OF_JANUS_KINASE_ACTIVITY,,,,"Immune System and Inflammation, Signal Transduction, Response to Stimulus, System and Developmental Process, Protein Metabolism and Trafficking",D154
GOBP_REGULATION_OF_PLATELET_ACTIVATION,GO:0010543,biological_process,GO:0008150,"Immune System and Inflammation, Signal Transduction, Response to Stimulus, Cell Adhesion and Interaction, System and Developmental Process",D154
GOBP_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION,GO:0010544,biological_process,GO:0008150,"Immune System and Inflammation, Cell Adhesion and Interaction, Signal Transduction, System and Developmental Process, Response to Stimulus",D154
GOBP_REGULATION_OF_KETONE_BIOSYNTHETIC_PROCESS,GO:0010566,biological_process,GO:0008150,"Lipid Metabolism, Molecular Transport and Homeostasis, Mitochondrial Function and Metabolism, System and Developmental Process, Response to Stimulus",D154
GOBP_POSITIVE_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION,GO:0010571,biological_process,GO:0008150,"Cell Cycle, DNA Repair, Transcription and Translation Machinery, Epigenetic Regulation, Signal Transduction",D154
GOBP_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY,GO:0010591,biological_process,GO:0008150,"Cell Adhesion and Interaction, Response to Stimulus, Signal Transduction, System and Developmental Process, Structural Stabilization",D154
GOBP_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION,,,,"Immune System and Inflammation, Lipid Metabolism, Cell Adhesion and Interaction, Response to Stimulus, Signal Transduction",D154
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION,GO:0010744,biological_process,GO:0008150,"Immune System and Inflammation, Lipid Metabolism, System and Developmental Process, Signal Transduction, Response to Stimulus",D154
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION,GO:0010745,biological_process,GO:0008150,"Immune System and Inflammation, Lipid Metabolism, System and Developmental Process, Response to Stimulus, Cell Adhesion and Interaction",D154
GOBP_REGULATION_OF_MACROPHAGE_CHEMOTAXIS,GO:0010758,biological_process,GO:0008150,"Immune System and Inflammation, Response to Stimulus, Cell Adhesion and Interaction, System and Developmental Process, Signal Transduction",D154
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS,GO:0010759,biological_process,GO:0008150,"Immune System and Inflammation, Signal Transduction, Response to Stimulus, Cell Adhesion and Interaction, System and Developmental Process",D154
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION,GO:0010810,biological_process,GO:0008150,"Cell Adhesion and Interaction, Response to Stimulus, Signal Transduction, System and Developmental Process, Structural Stabilization",D154
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,GO:0010811,biological_process,GO:0008150,"Cell Adhesion and Interaction, Response to Stimulus, Signal Transduction, System and Developmental Process, Structural Stabilization",D154
GOBP_REGULATION_OF_HORMONE_LEVELS,GO:0010817,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Signal Transduction, System and Developmental Process, Response to Stimulus, Lipid Metabolism",D154
GOBP_T_CELL_CHEMOTAXIS,GO:0010818,biological_process,GO:0008150,"Immune System and Inflammation, Response to Stimulus, Cell Adhesion and Interaction, Signal Transduction, System and Developmental Process",D154
GOBP_REGULATION_OF_T_CELL_CHEMOTAXIS,GO:0010819,biological_process,GO:0008150,"Immune System and Inflammation, Cell Adhesion and Interaction, Signal Transduction, Response to Stimulus, System and Developmental Process",D154
GOBP_LIPID_LOCALIZATION,GO:0010876,biological_process,GO:0008150,"Lipid Metabolism, Molecular Transport and Homeostasis, Intracellular Trafficking and Organelle Dynamics, System and Developmental Process, Mitochondrial Function and Metabolism",D154
GOBP_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE,,,,"Lipid Metabolism, Signal Transduction, Response to Stimulus, Intracellular Trafficking and Organelle Dynamics, Protein Metabolism and Trafficking",D154
GOBP_REGULATION_OF_PHOSPHATE_TRANSPORT,GO:0010966,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Signal Transduction, Mitochondrial Function and Metabolism, Response to Stimulus, System and Developmental Process",D154
GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_REGENERATION,GO:0014012,biological_process,GO:0008150,"Neurodevelopment and Neuronal Differentiation, System and Developmental Process, Response to Stimulus, Cell Adhesion and Interaction, Signal Transduction",D154
GOBP_NEGATIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING,,,,"Signal Transduction, Molecular Transport and Homeostasis, Response to Stimulus, Protein Metabolism and Trafficking, System and Developmental Process",D154
GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND,,,,"Response to Stimulus, Signal Transduction, Immune System and Inflammation, Lipid Metabolism, Molecular Transport and Homeostasis",D154
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION,GO:0014829,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Signal Transduction, Response to Stimulus, System and Developmental Process, Structural Stabilization",D154
GOBP_RESPONSE_TO_MUSCLE_ACTIVITY,GO:0014850,biological_process,GO:0008150,"Response to Stimulus, Signal Transduction, System and Developmental Process, Molecular Transport and Homeostasis, Cell Adhesion and Interaction",D154
GOBP_REGULATION_OF_LUNG_BLOOD_PRESSURE,GO:0014916,biological_process,GO:0008150,"Response to Stimulus, Signal Transduction, Molecular Transport and Homeostasis, System and Developmental Process, Intracellular Trafficking and Organelle Dynamics",D154
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS_ENZYMATIC_MODIFICATION,,,,"Protein Metabolism and Trafficking, Lipid Metabolism, Structural Stabilization, System and Developmental Process, Cell Adhesion and Interaction",D154
GOBP_GAS_TRANSPORT,GO:0015669,,,"Molecular Transport and Homeostasis, Response to Stimulus, System and Developmental Process, Intracellular Trafficking and Organelle Dynamics, Signal Transduction",D154
GOBP_CARBON_DIOXIDE_TRANSPORT,GO:0015670,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Response to Stimulus, Signal Transduction, Lipid Metabolism, Mitochondrial Function and Metabolism",D154
GOBP_COPPER_ION_IMPORT,GO:0015677,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Intracellular Trafficking and Organelle Dynamics, Mitochondrial Function and Metabolism, Protein Metabolism and Trafficking, Response to Stimulus",D154
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,GO:0015718,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Lipid Metabolism, Intracellular Trafficking and Organelle Dynamics, Response to Stimulus, System and Developmental Process",D154
GOBP_BILE_ACID_AND_BILE_SALT_TRANSPORT,GO:0015721,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Lipid Metabolism, System and Developmental Process, Intracellular Trafficking and Organelle Dynamics, Response to Stimulus",D154
GOBP_L_ALANINE_TRANSPORT,GO:0015808,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Protein Metabolism and Trafficking, Intracellular Trafficking and Organelle Dynamics, Response to Stimulus, System and Developmental Process",D154
GOBP_NUCLEOSIDE_TRANSPORT,GO:0015858,biological_process,GO:0008150,"Molecular Transport and Homeostasis, Intracellular Trafficking and Organelle Dynamics, Response to Stimulus, Signal Transduction, System and Developmental Process",D154
GOBP_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS,,,,"Protein Metabolism and Trafficking, Signal Transduction, Immune System and Inflammation, Neurotransmission and Synaptic Regulation, Transcription and Translation Machinery",D154
GOBP_MEDIUM_CHAIN_FATTY_ACID_METABOLIC_PROCESS,GO:0051791,biological_process,GO:0008150,"Lipid Metabolism, Molecular Transport and Homeostasis, Mitochondrial Function and Metabolism, Protein Metabolism and Trafficking, System and Developmental Process",D154
GOBP_SULFATION,GO:0051923,biological_process,GO:0008150,"Lipid Metabolism, Protein Metabolism and Trafficking, Molecular Transport and Homeostasis, Response to Stimulus, System and Developmental Process",D154
GOBP_POSITIVE_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE,GO:0051971,biological_process,GO:0008150,"Neurotransmission and Synaptic Regulation, Neurodevelopment and Neuronal Differentiation, Signal Transduction, Response to Stimulus, System and Developmental Process",D154
GOBP_MUSCLE_CELL_DEVELOPMENT,GO:0055001,biological_process,GO:0008150,"System and Developmental Process, Neurodevelopment and Neuronal Differentiation, Cell Adhesion and Interaction, Structural Stabilization, Cell Cycle",D154
GOBP_STRIATED_MUSCLE_CELL_DEVELOPMENT,,,,"System and Developmental Process, Cell Adhesion and Interaction, Structural Stabilization, Signal Transduction, Neurodevelopment and Neuronal Differentiation",D154
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,GO:0055007,biological_process,GO:0008150,"System and Developmental Process, Structural Stabilization, Signal Transduction, Cell Adhesion and Interaction, Neurodevelopment and Neuronal Differentiation",D154
GOBP_ASYMMETRIC_NEUROBLAST_DIVISION,GO:0055059,biological_process,GO:0008150,"Neurodevelopment and Neuronal Differentiation, Cell Cycle, System and Developmental Process, Neurogenesis, Structural Stabilization",D154
GOBP_IRON_ION_HOMEOSTASIS,,,,"Molecular Transport and Homeostasis, Mitochondrial Function and Metabolism, Signal Transduction, System and Developmental Process, Response to Stimulus",D154
GOBP_RESPONSE_TO_HYPEROXIA,GO:0055093,biological_process,GO:0008150,"Response to Stimulus, Signal Transduction, Mitochondrial Function and Metabolism, Immune System and Inflammation, System and Developmental Process",D154
GOBP_PERICARDIUM_DEVELOPMENT,GO:0060039,biological_process,GO:0008150,"System and Developmental Process, Structural Stabilization, Cell Adhesion and Interaction, Signal Transduction, Response to Stimulus",D154
GOBP_REGULATION_OF_LIPASE_ACTIVITY,,,,"Lipid Metabolism, Signal Transduction, Protein Metabolism and Trafficking, Response to Stimulus, System and Developmental Process",D154
GOBP_REGULATION_OF_SARCOMERE_ORGANIZATION,GO:0060297,biological_process,GO:0008150,"Structural Stabilization, Cell Adhesion and Interaction, System and Developmental Process, Signal Transduction, Molecular Transport and Homeostasis",D154
GOBP_ELASTIN_CATABOLIC_PROCESS,GO:0060309,biological_process,GO:0008150,"Protein Metabolism and Trafficking, Structural Stabilization, System and Developmental Process, Response to Stimulus, Intracellular Trafficking and Organelle Dynamics",D154
GOBP_FACE_MORPHOGENESIS,GO:0060325,biological_process,GO:0008150,"System and Developmental Process, Neurodevelopment and Neuronal Differentiation, Cell Adhesion and Interaction, Structural Stabilization, Response to Stimulus",D154
GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS,GO:0060350,biological_process,GO:0008150,"System and Developmental Process, Cell Adhesion and Interaction, Structural Stabilization, Signal Transduction, Response to Stimulus",D154
GOBP_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS,GO:0060351,biological_process,GO:0008150,"System and Developmental Process, Structural Stabilization, Cell Adhesion and Interaction, Response to Stimulus, Signal Transduction",D154
GOBP_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION,,,,"Signal Transduction, Protein Metabolism and Trafficking, Transcription and Translation Machinery, Response to Stimulus, System and Developmental Process",D154
GOBP_NEGATIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION,,,,"Signal Transduction, Epigenetic Regulation, Transcription and Translation Machinery, Protein Metabolism and Trafficking, System and Developmental Process",D154
GOBP_LUNG_ASSOCIATED_MESENCHYME_DEVELOPMENT,GO:0060484,biological_process,GO:0008150,"System and Developmental Process, Structural Stabilization, Response to Stimulus, Cell Adhesion and Interaction, Signal Transduction",D154
GOBP_CARTILAGE_MORPHOGENESIS,GO:0060536,biological_process,GO:0008150,"System and Developmental Process, Cell Adhesion and Interaction, Structural Stabilization, Signal Transduction, Response to Stimulus",D154
GOBP_PARENTAL_BEHAVIOR,GO:0060746,biological_process,GO:0008150,"System and Developmental Process, Response to Stimulus, Neurotransmission and Synaptic Regulation, Cell Adhesion and Interaction, Immune System and Inflammation",D154
